ID,example,timehorizon,timestep,numlocs,numdrivers,numtrucks,numarcs,lambdaobj,timedelta,totalcompletedorders,neworders,numorders,abcgiteration,heuristicdp,totalabcgiteration,minreducedcost,cumuloptval,totalpastcost,optval,optval_delay,optval_dist,infeasible_order_count,incomplete_order_count,ordertrips,emptytrips,taxitrips,ordermiles,emptymiles,taximiles,delay_per_order,max_order_delay,nightsathome,nightsaway,ip_time,rmp_time,pp_time,pptime_parallel,order_arc_count
ex4_abcg_rundate2021-09-04,4,72,6,66,3316,2495,5777,500,0,0,115,115,20,0,,-1.0005582153968202e7,,0,6.018591068513438e7,126.61183444163048,6.012260476791341e7,6.0,39.0,0,0,0,0,0,0,NaN,0,9666.999999999998,281.0000000000018,,12.880261182785034,18.3645236492157,4.823927640914917,6544
ex4_abcg_rundate2021-09-04,4,72,6,66,3316,2495,5777,500,0,0,115,115,21,0,,-1.0005355841507282e7,,0,6.018587845722825e7,126.06884973420553,6.012284403236099e7,6.0,39.0,0,0,0,0,0,0,NaN,0,9666.666666666664,281.33333333333576,,6.6182169914245605,18.288891315460205,4.904865980148315,6658
ex4_abcg_rundate2021-09-04,4,72,6,66,3316,2495,5777,500,0,0,115,115,22,0,,-1.0005298734657772e7,,0,4.017673176405573e7,98.23564416773269,4.012761394197175e7,4.0,42.0,0,0,0,0,0,0,NaN,0,9650.0,298.0,,9.89344310760498,18.895358085632324,4.990921258926392,6741
ex4_abcg_rundate2021-09-04,4,72,6,66,3316,2495,5777,500,0,0,115,115,23,0,,-1.0005168706187634e7,,0,3.0173892216536485e7,86.73491484431126,3.0130524759114504e7,3.0,43.0,0,0,0,0,0,0,NaN,0,9646.5,301.5,,9.010332822799683,18.872053861618042,5.049957752227783,6816
ex4_abcg_rundate2021-09-04,4,72,6,66,3316,2495,5777,500,0,0,115,115,24,0,,-1.0005168706187636e7,,0,3.0172983325238656e7,86.7730298060565,3.0129596810335796e7,3.0,43.0,0,0,0,0,0,0,NaN,0,9638.5,309.5,,10.46969985961914,19.189610958099365,5.0388898849487305,6889
ex4_abcg_rundate2021-09-04,4,72,6,66,3316,2495,5777,500,0,0,115,115,25,0,,-1.0005127530114168e7,,0,1.0163190136407137e7,59.82676145265842,1.0133276755680792e7,1.0,45.0,0,0,0,0,0,0,NaN,0,9636.5,311.5,,8.949932098388672,18.595295429229736,5.133668422698975,6974
ex4_abcg_rundate2021-09-04,4,72,6,66,3316,2495,5777,500,0,0,115,115,26,0,,-1.0000905260028401e7,,0,1.0163053668892978e7,59.680312114105156,1.0133213512835914e7,1.0,45.0,0,0,0,0,0,0,NaN,0,9627.0,321.0,,13.689114093780518,18.748176336288452,5.575624704360962,7069
ex4_abcg_rundate2021-09-04,4,72,6,66,3316,2495,5777,500,0,0,115,115,27,0,,-1.0001029356122823e7,,0,1.0162930958731774e7,60.54566419970305,1.013265812663192e7,1.0,46.0,0,0,0,0,0,0,NaN,0,9627.0,321.0,,9.837284088134766,18.16719627380371,4.859841346740723,7148
ex4_abcg_rundate2021-09-04,4,72,6,66,3316,2495,5777,500,0,0,115,115,28,0,,-1.0001300168668985e7,,0,1.0162828253545117e7,59.79623413973975,1.0132930136475252e7,1.0,45.0,0,0,0,0,0,0,NaN,0,9633.75,314.25,,16.118139028549194,18.766136646270752,5.00541353225708,7201
ex4_abcg_rundate2021-09-04,4,72,6,66,3316,2495,5777,500,0,0,115,115,29,0,,-1.0000795278667154e7,,0,1.0162808872256793e7,59.67889104748709,1.0132969426733043e7,1.0,44.75,0,0,0,0,0,0,NaN,0,9635.875,312.125,,6.860605001449585,18.66597056388855,5.394499063491821,7263
ex4_abcg_rundate2021-09-04,4,72,6,66,3316,2495,5777,500,0,0,115,115,30,0,,-1.0000697576960731e7,,0,1.0162668698785251e7,60.34985411364114,1.0132493771728436e7,1.0,45.0,0,0,0,0,0,0,NaN,0,9630.75,317.25,,9.18182110786438,18.769513845443726,4.940189599990845,7334
ex4_abcg_rundate2021-09-04,4,72,6,66,3316,2495,5777,500,0,0,115,115,31,0,,-1.000078415864193e7,,0,1.0162377307647608e7,60.544469583548526,1.0132105072855832e7,1.0,45.0,0,0,0,0,0,0,NaN,0,9629.5,318.5,,5.3514440059661865,19.185583353042603,5.569138765335083,7389
ex4_abcg_rundate2021-09-04,4,72,6,66,3316,2495,5777,500,0,0,115,115,32,0,,-1.0000897706431318e7,,0,1.0162377307647606e7,60.544469583548526,1.0132105072855832e7,1.0,45.0,0,0,0,0,0,0,NaN,0,9628.5,319.5,,3.229645013809204,19.612793445587158,5.278409242630005,7438
ex4_abcg_rundate2021-09-04,4,72,6,66,3316,2495,5777,500,0,0,115,115,33,0,,-1.0000780726985382e7,,0,1.0162181706869822e7,61.07740639403476,1.013164300367279e7,1.0,46.0,0,0,0,0,0,0,NaN,0,9634.625,313.375,,7.264276027679443,18.335426807403564,5.004464626312256,7483
ex4_abcg_rundate2021-09-04,4,72,6,66,3316,2495,5777,500,0,0,115,115,34,0,,-1.0000717710050443e7,,0,161679.68509064804,53.31639120015371,135021.48949057094,0.0,47.0,0,0,0,0,0,0,NaN,0,9636.5,311.5,,7.250891208648682,18.632616996765137,5.103439569473267,7522
ex4_abcg_rundate2021-09-04,4,72,6,66,3316,2495,5777,500,0,0,115,115,35,0,,-233.59659748611125,,0,161616.59460453392,53.4393029186439,134896.9431452117,0.0,47.0,0,0,0,0,0,0,NaN,0,9634.0,314.0,,7.346969842910767,18.82035732269287,5.607622146606445,7558
ex4_abcg_rundate2021-09-04,4,72,6,66,3316,2495,5777,500,0,0,115,115,36,0,,-133.64245506078723,,0,161616.59460453398,53.4393029186439,134896.9431452117,0.0,47.0,0,0,0,0,0,0,NaN,0,9633.0,315.0,,9.598204851150513,19.034497022628784,5.078556060791016,7594
ex4_abcg_rundate2021-09-04,4,72,6,66,3316,2495,5777,500,0,0,115,115,37,0,,-133.00736241015284,,0,161594.9574133468,53.57929413690588,134805.31034489343,0.0,47.33333333333333,0,0,0,0,0,0,NaN,0,9622.833333333336,325.16666666666424,,10.285098791122437,19.021522760391235,5.1163036823272705,7623
ex4_abcg_rundate2021-09-04,4,72,6,66,3316,2495,5777,500,0,0,115,115,38,0,,-87.34396320255351,,0,161594.95741334674,53.57929413690588,134805.31034489343,0.0,47.33333333333333,0,0,0,0,0,0,NaN,0,9622.833333333336,325.16666666666424,,2.9279558658599854,18.465659856796265,5.042397499084473,7649
ex4_abcg_rundate2021-09-04,4,72,6,66,3316,2495,5777,500,0,0,115,115,39,0,,-72.27764559624251,,0,161594.95741334674,53.57929413690588,134805.31034489343,0.0,47.33333333333333,0,0,0,0,0,0,NaN,0,9622.833333333336,325.16666666666424,,2.3064708709716797,19.265655517578125,5.190194606781006,7660
ex4_abcg_rundate2021-09-04,4,72,6,66,3316,2495,5777,500,0,0,115,115,40,0,,-70.82745780583184,,0,161594.95741334674,53.57929413690588,134805.31034489343,0.0,47.33333333333333,0,0,0,0,0,0,NaN,0,9622.833333333336,325.16666666666424,,2.75256609916687,18.75179123878479,5.460263013839722,7677
ex4_abcg_rundate2021-09-04,4,72,6,66,3316,2495,5777,500,0,0,115,115,41,0,,-70.37580433405591,,0,161594.95741334674,53.57929413690588,134805.31034489343,0.0,47.33333333333333,0,0,0,0,0,0,NaN,0,9622.833333333336,325.16666666666424,,2.334056854248047,18.42275047302246,4.975922346115112,7687
ex4_abcg_rundate2021-09-04,4,72,6,66,3316,2495,5777,500,0,0,115,115,42,0,,-40.970093932052805,,0,161590.5301401925,53.25152955426538,134964.7653630594,0.0,47.33333333333333,0,0,0,0,0,0,NaN,0,9621.5,326.5,,2.777735948562622,18.743326425552368,4.965687274932861,7694
ex4_abcg_rundate2021-09-04,4,72,6,66,3316,2495,5777,500,0,0,115,115,43,0,,-33.17589233778907,,0,161590.5301401925,53.25152955426538,134964.7653630594,0.0,47.33333333333333,0,0,0,0,0,0,NaN,0,9621.5,326.5,,2.353200912475586,18.254501819610596,4.790735244750977,7706
ex4_abcg_rundate2021-09-04,4,72,6,66,3316,2495,5777,500,0,0,115,115,44,0,,-13.58056387759666,,0,161590.5301401925,53.25152955426538,134964.7653630594,0.0,47.33333333333333,0,0,0,0,0,0,NaN,0,9621.5,326.5,,2.8342161178588867,18.84509825706482,5.031179189682007,7707
ex4_abcg_rundate2021-09-04,4,72,6,66,3316,2495,5777,500,0,0,115,115,45,0,,-6.746818221736596,,0,161590.5301401925,53.25152955426538,134964.7653630594,0.0,47.33333333333333,0,0,0,0,0,0,NaN,0,9621.5,326.5,,0.8352670669555664,18.882489919662476,5.0326573848724365,7708
ex4_abcg_rundate2021-09-04,4,72,6,66,3316,2495,5777,500,0,0,115,115,46,0,,-6.746818221736412,,0,161590.5301401925,53.25152955426538,134964.7653630594,0.0,47.33333333333333,0,0,0,0,0,0,NaN,0,9621.5,326.5,,0.8162209987640381,18.832995176315308,5.185307741165161,7710
ex4_abcg_rundate2021-09-04,4,72,6,66,3316,2495,5777,500,0,0,115,115,47,0,,-6.746818221736383,,0,161590.5301401925,53.25152955426538,134964.7653630594,0.0,47.33333333333333,0,0,0,0,0,0,NaN,0,9621.5,326.5,,0.8450589179992676,19.090198755264282,5.170158624649048,7711
ex4_abcg_rundate2021-09-04,4,72,6,66,3316,2495,5777,500,0,0,115,115,48,0,,-6.406325865034404,,0,161590.45260164794,53.25152955426538,134964.68782451487,0.0,47.33333333333333,0,0,0,0,0,0,NaN,0,9624.5,323.5,,3.0974948406219482,18.66086435317993,4.8943891525268555,7712
ex4_abcg_rundate2021-09-04,4,72,6,66,3316,2495,5777,500,0,0,115,115,IP,0,48,,,0,168790.3449366842,55.00435680987207,141288.16653174814,0.0,46.99999995516475,0,0,0,0,0,0,NaN,0,9765.000000560818,182.99999943918192,3827.270343065262,342.37095379829407,899.5194673538208,245.2959704399109,7712
ex4_abcg_rundate2021-09-04,4,72,6,66,3316,2495,5777,500,6,1,38,152,1,0,,-1,,6293.378308347818,9.120056031700095e8,3893.7763928309478,9.100587149735959e8,91.0,0,18,8.999999955056257,0,4613.112332030862,1556.6807344899137,0,0.24717048365408648,0.24717048365408648,11262.0,363.0,,39.3791720867157,0.0,0.0,5182
ex4_abcg_rundate2021-09-04,4,72,6,66,3316,2495,5777,500,6,1,38,152,2,0,,-1.0103774118959019e7,,6293.378308347818,6.107777686644987e8,1396.6450411850974,6.10079446143909e8,61.0,0.0,18,8.999999955056257,0,4613.112332030862,1556.6807344899137,0,0.24717048365408648,0.24717048365408648,11236.5,388.5,,4.330873966217041,27.949623584747314,7.568225145339966,5995
ex4_abcg_rundate2021-09-04,4,72,6,66,3316,2495,5777,500,6,1,38,152,3,0,,-1.0037991599144138e7,,6293.378308347818,4.805488129569837e8,908.7552811462934,4.800944353164117e8,48.0,8.0,18,8.999999955056257,0,4613.112332030862,1556.6807344899137,0,0.24717048365408648,0.24717048365408648,11205.75,419.25,,3.4083499908447266,27.628471612930298,7.648776531219482,6615
ex4_abcg_rundate2021-09-04,4,72,6,66,3316,2495,5777,500,6,1,38,152,4,0,,-1.0019250378995826e7,,6293.378308347818,4.104937607543827e8,778.9412785022632,4.1010429011513305e8,41.0,12.0,18,8.999999955056257,0,4613.112332030862,1556.6807344899137,0,0.24717048365408648,0.24717048365408648,11208.5,416.5,,3.852855920791626,27.74656629562378,7.745208263397217,7197
ex4_abcg_rundate2021-09-04,4,72,6,66,3316,2495,5777,500,6,1,38,152,5,0,,-1.0018358610564578e7,,6293.378308347818,3.004178842068139e8,594.4043356573259,3.001206820389867e8,30.0,24.0,18,8.999999955056257,0,4613.112332030862,1556.6807344899137,0,0.24717048365408648,0.24717048365408648,11171.5,453.5,,5.768763065338135,27.693350076675415,8.592378854751587,7714
ex4_abcg_rundate2021-09-04,4,72,6,66,3316,2495,5777,500,6,1,38,152,6,0,,-1.0018358610564578e7,,6293.378308347818,2.603944366323551e8,535.1388564416625,2.6012686720413494e8,26.0,27.0,18,8.999999955056257,0,4613.112332030862,1556.6807344899137,0,0.24717048365408648,0.24717048365408648,11163.8,461.2000000000007,,8.628981113433838,27.698387384414673,7.633668422698975,8223
ex4_abcg_rundate2021-09-04,4,72,6,66,3316,2495,5777,500,6,1,38,152,7,0,,-1.0018358610564578e7,,6293.378308347818,2.0032952723649123e8,391.2540332840757,2.0013390021984938e8,20.0,32.5,18,8.999999955056257,0,4613.112332030862,1556.6807344899137,0,0.24717048365408648,0.24717048365408648,11160.5,464.5,,3.9627599716186523,27.77303194999695,7.718525409698486,8661
ex4_abcg_rundate2021-09-04,4,72,6,66,3316,2495,5777,500,6,1,38,152,8,0,,-1.0018111764406241e7,,6293.378308347818,1.7029944885300335e8,320.3253259107587,1.7013928619004837e8,17.0,35.0,18,8.999999955056257,0,4613.112332030862,1556.6807344899137,0,0.24717048365408648,0.24717048365408648,11156.5,468.5,,7.882734060287476,26.751651525497437,7.694988965988159,9062
ex4_abcg_rundate2021-09-04,4,72,6,66,3316,2495,5777,500,6,1,38,152,9,0,,-1.0011284835930863e7,,6293.378308347818,1.2027220280110025e8,243.47016539759713,1.2015046771840145e8,12.0,39.0,18,8.999999955056257,0,4613.112332030862,1556.6807344899137,0,0.24717048365408648,0.24717048365408648,11140.5,484.5,,5.5858869552612305,27.779525995254517,7.811755895614624,9421
ex4_abcg_rundate2021-09-04,4,72,6,66,3316,2495,5777,500,6,1,38,152,10,0,,-1.0010997545916464e7,,6293.378308347818,1.0025518306974165e8,204.99023559373026,1.0015268795194486e8,10.0,41.5,18,8.999999955056257,0,4613.112332030862,1556.6807344899137,0,0.24717048365408648,0.24717048365408648,11137.0,488.0,,8.36201786994934,26.741677284240723,7.656686544418335,9711
ex4_abcg_rundate2021-09-04,4,72,6,66,3316,2495,5777,500,6,1,38,152,11,0,,-1.0009202830501903e7,,6293.378308347818,6.023697130657286e7,150.37336253017625,6.016178462530793e7,6.0,46.0,18,8.999999955056257,0,4613.112332030862,1556.6807344899137,0,0.24717048365408648,0.24717048365408648,11131.0,494.0,,10.155149936676025,26.3758864402771,7.164614915847778,9966
ex4_abcg_rundate2021-09-04,4,72,6,66,3316,2495,5777,500,6,1,38,152,12,0,,-1.0009218279096957e7,,6293.378308347818,5.022629298429538e7,129.24131302545297,5.016167232778266e7,5.0,47.0,18,8.999999955056257,0,4613.112332030862,1556.6807344899137,0,0.24717048365408648,0.24717048365408648,11144.0,481.0,,5.97250509262085,26.217779397964478,7.081130504608154,10230
ex4_abcg_rundate2021-09-04,4,72,6,66,3316,2495,5777,500,6,1,38,152,13,0,,-1.0006373279191174e7,,6293.378308347818,4.022001360445618e7,117.32899331538995,4.016134910779844e7,4.0,51.0,18,8.999999955056257,0,4613.112332030862,1556.6807344899137,0,0.24717048365408648,0.24717048365408648,11123.75,501.25,,7.044288873672485,27.374488353729248,7.512709856033325,10402
ex4_abcg_rundate2021-09-04,4,72,6,66,3316,2495,5777,500,6,1,38,152,14,0,,-1.0006426346818648e7,,6293.378308347818,3.0213853724253386e7,103.07658981413748,3.0162315429346368e7,3.0,52.0,18,8.999999955056257,0,4613.112332030862,1556.6807344899137,0,0.24717048365408648,0.24717048365408648,11128.0,497.0,,7.929385185241699,26.47281241416931,7.448143720626831,10616
ex4_abcg_rundate2021-09-04,4,72,6,66,3316,2495,5777,500,6,1,38,152,15,0,,-1.0004997657252898e7,,6293.378308347818,2.020924305989888e7,90.62891988145508,2.016392859995819e7,2.0,53.0,18,8.999999955056257,0,4613.112332030862,1556.6807344899137,0,0.24717048365408648,0.24717048365408648,11133.0,492.0,,4.777220010757446,26.655782461166382,7.661425590515137,10799
ex4_abcg_rundate2021-09-04,4,72,6,66,3316,2495,5777,500,6,1,38,152,16,0,,-1.0003608131010126e7,,6293.378308347818,1.020857471139132e7,82.97208767989966,1.0167088667551363e7,1.0,53.333333333333336,18,8.999999955056257,0,4613.112332030862,1556.6807344899137,0,0.24717048365408648,0.24717048365408648,11140.000000000002,484.9999999999982,,5.30578088760376,26.654264450073242,7.7150232791900635,10920
ex4_abcg_rundate2021-09-04,4,72,6,66,3316,2495,5777,500,6,1,38,152,17,0,,-1.0003680350612525e7,,6293.378308347818,205146.17111924727,72.75266498764515,168769.83862542472,0.0,54.666666666666664,18,8.999999955056257,0,4613.112332030862,1556.6807344899137,0,0.24717048365408648,0.24717048365408648,11120.749999999998,504.2500000000018,,6.4374988079071045,27.652578592300415,8.487253665924072,11069
ex4_abcg_rundate2021-09-04,4,72,6,66,3316,2495,5777,500,6,1,38,152,18,0,,-1001.486087526305,,6293.378308347818,203876.3512220835,72.3322823030515,167710.2100705574,0.0,54.0,18,8.999999955056257,0,4613.112332030862,1556.6807344899137,0,0.24717048365408648,0.24717048365408648,11141.5,483.5,,7.454349040985107,27.73398756980896,7.679538249969482,11197
ex4_abcg_rundate2021-09-04,4,72,6,66,3316,2495,5777,500,6,1,38,152,19,0,,-784.5887803524583,,6293.378308347818,203045.31163834053,72.22997347603761,166930.32490032102,0.0,54.0,18,8.999999955056257,0,4613.112332030862,1556.6807344899137,0,0.24717048365408648,0.24717048365408648,11150.5,474.5,,2.700279951095581,26.743531942367554,7.657100677490234,11297
ex4_abcg_rundate2021-09-04,4,72,6,66,3316,2495,5777,500,6,1,38,152,20,0,,-779.9005007862944,,6293.378308347818,202942.18200480152,73.65045744518238,166116.95328220952,0.0,54.0,18,8.999999955056257,0,4613.112332030862,1556.6807344899137,0,0.24717048365408648,0.24717048365408648,11151.5,473.5,,5.322606086730957,27.451950788497925,8.416046619415283,11387
ex4_abcg_rundate2021-09-04,4,72,6,66,3316,2495,5777,500,6,1,38,152,21,0,,-581.8320663229326,,6293.378308347818,202583.99795311276,73.22811746712433,165969.93921954988,0.0,54.0,18,8.999999955056257,0,4613.112332030862,1556.6807344899137,0,0.24717048365408648,0.24717048365408648,11140.0,485.0,,6.394874811172485,26.193118810653687,7.116449356079102,11482
ex4_abcg_rundate2021-09-04,4,72,6,66,3316,2495,5777,500,6,1,38,152,22,0,,-630.3830691369677,,6293.378308347818,202583.99788590556,73.22811746712433,165969.93915234265,0.0,54.0,18,8.999999955056257,0,4613.112332030862,1556.6807344899137,0,0.24717048365408648,0.24717048365408648,11140.0,485.0,,3.971579074859619,26.49894905090332,7.476840496063232,11544
ex4_abcg_rundate2021-09-04,4,72,6,66,3316,2495,5777,500,6,1,38,152,23,0,,-587.1681185780702,,6293.378308347818,202583.99788590556,73.22811746712433,165969.93915234265,0.0,54.0,18,8.999999955056257,0,4613.112332030862,1556.6807344899137,0,0.24717048365408648,0.24717048365408648,11140.0,485.0,,2.6454830169677734,26.22260880470276,7.2010297775268555,11601
ex4_abcg_rundate2021-09-04,4,72,6,66,3316,2495,5777,500,6,1,38,152,24,0,,-529.023666537297,,6293.378308347818,202583.99788590556,73.22811746712433,165969.93915234265,0.0,54.0,18,8.999999955056257,0,4613.112332030862,1556.6807344899137,0,0.24717048365408648,0.24717048365408648,11139.5,485.5,,2.8827011585235596,27.775806427001953,7.858872890472412,11661
ex4_abcg_rundate2021-09-04,4,72,6,66,3316,2495,5777,500,6,1,38,152,25,0,,-501.06344762184403,,6293.378308347818,202484.85777045158,73.22811746712433,165870.79903688873,0.0,54.0,18,8.999999955056257,0,4613.112332030862,1556.6807344899137,0,0.24717048365408648,0.24717048365408648,11140.5,484.5,,3.6957218647003174,26.63289976119995,7.389422416687012,11699
ex4_abcg_rundate2021-09-04,4,72,6,66,3316,2495,5777,500,6,1,38,152,26,0,,-489.45978658916863,,6293.378308347818,202424.95054788783,73.43925513871353,165705.32297853037,0.0,54.0,18,8.999999955056257,0,4613.112332030862,1556.6807344899137,0,0.24717048365408648,0.24717048365408648,11145.0,480.0,,4.020098924636841,27.315248250961304,8.207048654556274,11745
ex4_abcg_rundate2021-09-04,4,72,6,66,3316,2495,5777,500,6,1,38,152,27,0,,-439.99554015339913,,6293.378308347818,202424.9505478879,73.43925513871353,165705.32297853037,0.0,54.0,18,8.999999955056257,0,4613.112332030862,1556.6807344899137,0,0.24717048365408648,0.24717048365408648,11145.0,480.0,,2.604259967803955,26.6215763092041,7.628684997558594,11803
ex4_abcg_rundate2021-09-04,4,72,6,66,3316,2495,5777,500,6,1,38,152,28,0,,-335.25287906544236,,6293.378308347818,202353.76601194602,73.33267755917946,165687.42723235546,0.0,54.0,18,8.999999955056257,0,4613.112332030862,1556.6807344899137,0,0.24717048365408648,0.24717048365408648,11144.0,481.0,,3.9737789630889893,26.28642725944519,7.200606107711792,11833
ex4_abcg_rundate2021-09-04,4,72,6,66,3316,2495,5777,500,6,1,38,152,29,0,,-401.0829029587852,,6293.378308347818,202074.7607538395,73.03427224339902,165557.62463213917,0.0,54.0,18,8.999999955056257,0,4613.112332030862,1556.6807344899137,0,0.24717048365408648,0.24717048365408648,11138.5,486.5,,7.200752019882202,27.75248098373413,8.47003436088562,11866
ex4_abcg_rundate2021-09-04,4,72,6,66,3316,2495,5777,500,6,1,38,152,30,0,,-333.8639479075777,,6293.378308347818,202074.7607538395,73.03427224339902,165557.62463213917,0.0,54.0,18,8.999999955056257,0,4613.112332030862,1556.6807344899137,0,0.24717048365408648,0.24717048365408648,11139.5,485.5,,3.201266050338745,26.691845178604126,7.689769983291626,11917
