orderid,start_date,end_date,miles_travelled,pitstop_count,delivery_time,select,,
69,8/10/2019,8/11/2019,472.8484031,3,0.603865741,1,,
70,8/16/2019,8/18/2019,908.14575,4,1.321597222,1,,
71,8/11/2019,8/13/2019,977.0820233,5,2.196828704,1,,
72,8/11/2019,8/16/2019,1064.83968,5,5.335416667,1,,
73,8/4/2019,8/13/2019,1071.22184,6,8.725902778,1,,
74,8/10/2019,8/11/2019,883.7218877,5,1.707986111,1,,
75,8/4/2019,8/7/2019,1874.269875,10,3.091678241,1,,
76,8/21/2019,8/23/2019,1316.48487,7,2.308784722,1,,
77,8/25/2019,8/26/2019,715.807034,5,1.291168981,1,,
78,8/22/2019,8/22/2019,180.5588058,2,0.23994213,1,,
79,8/18/2019,8/18/2019,339.7397,3,0.476122685,1,,
80,8/8/2019,8/11/2019,1130.50754,5,2.860127315,1,,
81,8/22/2019,8/23/2019,598.7471323,4,1.457291667,1,,
82,8/14/2019,8/14/2019,472.5859265,3,0.86775463,1,,
83,8/2/2019,8/2/2019,255.3379787,2,0.527071759,1,,
84,8/16/2019,8/17/2019,1171.677422,6,1.476377315,1,,
85,8/3/2019,8/5/2019,766.3319039,4,1.914351852,1,,
86,8/11/2019,8/12/2019,599.8034631,4,0.838530093,1,,
87,8/13/2019,8/13/2019,136.0815246,2,0.179502315,1,,
88,8/5/2019,8/8/2019,1333.499121,6,3.090833333,1,,
89,8/10/2019,8/14/2019,1200.75538,7,4.640532407,1,,
90,8/9/2019,8/11/2019,975.395823,4,2.429236111,1,,
91,8/22/2019,8/23/2019,294.061954,2,0.964664352,1,,
92,8/17/2019,8/18/2019,973.7930606,5,1.063634259,1,,
93,8/16/2019,8/19/2019,1548.166193,8,2.415231481,1,,
94,8/17/2019,8/24/2019,592.2466702,4,7.231956019,1,,
95,8/7/2019,8/9/2019,1273.488861,6,1.838993056,1,,
96,8/25/2019,8/26/2019,479.5292977,3,0.76212963,1,,
97,8/2/2019,8/3/2019,459.1717274,4,1.118715278,1,,
98,8/20/2019,8/21/2019,731.2581007,4,1.269201389,1,,
99,8/3/2019,8/3/2019,0,1,-0.0109375,0,,
100,8/6/2019,8/7/2019,639.7395193,3,0.779837963,1,,
101,8/6/2019,8/6/2019,249.8648853,2,0.268298611,1,,
102,8/11/2019,8/12/2019,578.7042833,4,0.999571759,1,,
103,8/10/2019,8/11/2019,653.1320501,4,0.989861111,1,,
104,8/21/2019,8/22/2019,479.5292977,3,0.695925926,1,,
105,8/8/2019,8/10/2019,685.0153842,3,1.587615741,1,,
106,8/22/2019,8/22/2019,339.1747617,3,0.427361111,1,,
107,8/17/2019,8/20/2019,1540.659488,8,2.854444444,1,,
108,8/15/2019,8/17/2019,1522.006815,8,1.988819444,1,,
109,8/19/2019,8/21/2019,1067.456478,5,1.985509259,1,,
110,8/10/2019,8/10/2019,255.3379787,2,0.258263889,1,,
111,8/20/2019,8/22/2019,1205.562664,6,1.921527778,1,,
112,8/24/2019,8/25/2019,572.8428046,4,0.588333333,1,,
113,8/14/2019,8/16/2019,1021.065504,5,2.300752315,1,,
114,8/22/2019,8/23/2019,440.9613709,3,0.843171296,1,,
115,8/20/2019,8/20/2019,259.3275339,2,0.284652778,1,,
116,8/25/2019,8/26/2019,372.6947799,3,0.921354167,1,,
117,8/8/2019,8/8/2019,0,1,-0.009664352,0,,
118,8/12/2019,8/17/2019,1242.866832,5,4.627789352,1,,
119,8/11/2019,8/15/2019,915.3490973,5,3.168101852,1,,
120,8/12/2019,8/13/2019,1030.564583,6,1.298206019,1,,
121,8/20/2019,8/21/2019,479.5292977,3,0.754363426,1,,
122,8/4/2019,8/6/2019,1540.659488,8,2.111319444,1,,
123,8/14/2019,8/18/2019,1679.424401,9,3.406574074,1,,
124,8/9/2019,8/10/2019,1368.443918,7,1.665335648,1,,
125,8/13/2019,8/13/2019,249.8648853,2,0.313020833,1,,
126,8/2/2019,8/2/2019,479.5292977,3,0.830694444,1,,
127,8/14/2019,8/14/2019,512.4717948,2,0.647951389,1,,
128,8/20/2019,8/21/2019,951.5301166,5,1.11962963,1,,
129,8/11/2019,8/13/2019,1101.16777,6,2.02431713,1,,
130,8/13/2019,8/14/2019,1042.905856,6,1.433298611,1,,
131,8/17/2019,8/19/2019,1024.450388,5,2.136446759,1,,
132,8/9/2019,8/10/2019,977.0820233,5,1.175208333,1,,
133,8/18/2019,8/19/2019,472.5859265,3,0.669953704,1,,
134,8/21/2019,8/24/2019,1642.835109,9,2.326793981,1,,
135,8/16/2019,8/16/2019,0,1,-0.200416667,0,,
136,8/25/2019,8/26/2019,1015.886852,5,1.436608796,1,,
137,8/6/2019,8/11/2019,1077.145567,6,4.536828704,1,,
138,8/4/2019,8/6/2019,1618.665964,8,2.163715278,1,,
139,8/15/2019,8/16/2019,1384.400315,7,1.492511574,1,,
140,8/20/2019,8/20/2019,259.3275339,2,0.376979167,1,,
141,8/22/2019,8/25/2019,1485.659803,7,3.282280093,1,,
142,8/2/2019,8/4/2019,1273.488861,6,1.71525463,1,,
143,8/7/2019,8/9/2019,1310.579823,7,2.649351852,1,,
144,8/2/2019,8/3/2019,619.7816234,4,1.1671875,1,,
145,8/3/2019,8/4/2019,792.9901101,5,1.302118056,1,,
146,8/10/2019,8/12/2019,1368.443918,7,1.813148148,1,,
147,8/13/2019,8/13/2019,268.4062307,2,0.526585648,1,,
148,8/20/2019,8/21/2019,390.6724941,3,0.676759259,1,,
149,8/7/2019,8/7/2019,516.3800632,3,0.373148148,1,,
150,8/11/2019,8/12/2019,1079.423806,6,1.919085648,1,,
151,8/6/2019,8/9/2019,1368.443918,7,2.446041667,1,,
152,8/19/2019,8/21/2019,1153.160847,5,1.871666667,1,,
153,8/17/2019,8/18/2019,915.3490973,5,1.021261574,1,,
154,8/15/2019,8/17/2019,1093.850932,5,2.104872685,1,,
155,8/7/2019,8/11/2019,1075.854073,6,4.036226852,1,,
156,8/11/2019,8/14/2019,1575.43819,7,3.705162037,1,,
157,8/8/2019,8/11/2019,1735.777168,9,2.097858796,1,,
158,8/3/2019,8/5/2019,624.8036708,3,2.035381944,1,,
159,8/20/2019,8/20/2019,479.5292977,3,0.635972222,1,,
160,8/3/2019,8/3/2019,223.1457221,2,0.213229167,1,,
161,8/4/2019,8/5/2019,248.6026361,2,0.273981481,1,,
162,8/4/2019,8/4/2019,250.2220457,2,0.362141204,1,,
163,8/14/2019,8/15/2019,450.675598,3,0.831238426,1,,
164,8/9/2019,8/10/2019,619.7816234,4,1.081724537,1,,
165,8/10/2019,8/12/2019,1324.931006,7,1.912048611,1,,
166,8/11/2019,8/13/2019,818.8787098,4,1.692199074,1,,
167,8/24/2019,8/25/2019,339.1747617,3,0.867465278,1,,
168,8/23/2019,8/23/2019,0,1,-0.04662037,0,,
169,8/20/2019,8/22/2019,1384.400315,7,1.754479167,1,,
170,8/20/2019,8/19/2019,0,1,-0.079155093,0,,
171,8/14/2019,8/16/2019,888.6445715,5,1.837395833,1,,
172,8/13/2019,8/15/2019,766.3319039,4,1.308738426,1,,
173,8/14/2019,8/16/2019,1273.488861,6,1.536759259,1,,
174,8/7/2019,8/7/2019,240.8789548,2,0.286331019,1,,
175,8/6/2019,8/8/2019,776.7827862,4,2.056597222,1,,
176,8/11/2019,8/12/2019,255.3379787,2,0.380520833,1,,
177,8/22/2019,8/23/2019,245.5998838,2,0.271631944,1,,
178,8/21/2019,8/24/2019,1558.596107,8,2.689131944,1,,
179,8/5/2019,8/7/2019,1368.443918,7,1.792222222,1,,
180,8/6/2019,8/8/2019,1101.16777,6,2.533252315,1,,
181,8/13/2019,8/14/2019,756.0441577,4,0.942013889,1,,
182,8/14/2019,8/15/2019,490.7517865,3,1.055844907,1,,
183,8/4/2019,8/5/2019,756.0441577,4,1.132638889,1,,
184,8/9/2019,8/11/2019,1217.389378,6,1.816759259,1,,
185,8/7/2019,8/7/2019,390.5776238,2,0.6115625,1,,
186,8/17/2019,8/19/2019,786.1463359,5,1.205613426,1,,
187,8/10/2019,8/12/2019,1101.16777,6,2.3446875,1,,
188,8/10/2019,8/10/2019,180.7175243,2,0.319421296,1,,
189,8/4/2019,8/6/2019,1368.443918,7,1.758553241,1,,
190,8/11/2019,8/15/2019,969.5489759,5,4.205601852,1,,
191,8/17/2019,8/18/2019,1297.533259,7,1.575335648,1,,
192,8/10/2019,8/12/2019,1211.176927,7,2.041701389,1,,
193,8/26/2019,8/26/2019,330.7417168,2,0.8796875,1,,
194,8/23/2019,8/25/2019,1618.665964,8,2.469236111,1,,
195,1/1/1970,8/4/2019,942.7422134,5,18112.09769,0,,
196,8/17/2019,8/18/2019,339.1747617,3,1.151458333,1,,
197,8/14/2019,8/17/2019,1405.03321,7,2.098009259,1,,
198,8/5/2019,8/8/2019,1539.353149,8,2.327905093,1,,
199,8/5/2019,8/5/2019,293.7092126,2,0.312696759,1,,
200,8/18/2019,8/19/2019,849.8937503,5,1.112592593,1,,
201,8/8/2019,8/11/2019,1337.519361,7,3.202523148,1,,
202,8/4/2019,8/4/2019,0,1,-0.003611111,0,,
203,8/3/2019,8/5/2019,1734.470829,9,2.233703704,1,,
204,8/6/2019,8/6/2019,249.8648853,2,0.324409722,1,,
205,8/14/2019,8/15/2019,166.7754792,2,0.314351852,1,,
206,8/14/2019,8/16/2019,1368.443918,7,1.743483796,1,,
207,8/5/2019,8/7/2019,1522.006815,8,1.921909722,1,,
208,8/19/2019,8/23/2019,1384.400315,7,4.014664352,1,,
209,8/16/2019,8/20/2019,1237.393997,6,4.103668981,1,,
210,8/24/2019,8/24/2019,479.5292977,3,0.50806713,1,,
211,8/15/2019,8/15/2019,223.1457221,2,0.208726852,1,,
212,8/18/2019,8/18/2019,0,1,-0.003101852,0,,
213,8/15/2019,8/17/2019,1273.488861,6,1.839618056,1,,
214,8/10/2019,8/13/2019,1540.659488,8,3.056759259,1,,
215,8/22/2019,8/24/2019,206.6647572,2,1.311770833,1,,
216,8/23/2019,8/24/2019,472.5859265,3,0.966261574,1,,
217,8/8/2019,8/9/2019,1093.850932,5,1.592268519,1,,
218,8/21/2019,8/22/2019,339.1747617,3,1.195219907,1,,
219,8/14/2019,8/17/2019,1513.13705,7,2.304351852,1,,
220,8/23/2019,8/23/2019,0,1,-0.046597222,0,,
221,8/18/2019,8/19/2019,1093.850932,5,1.622094907,1,,
222,8/22/2019,8/24/2019,894.4738007,4,1.258217593,1,,
223,8/14/2019,8/14/2019,0,1,-0.357569444,0,,
224,8/11/2019,8/12/2019,1276.594788,6,1.665381944,1,,
225,8/15/2019,8/17/2019,1456.655691,7,2.364479167,1,,
226,8/6/2019,8/9/2019,915.3490973,5,2.790428241,1,,
227,8/6/2019,8/9/2019,1670.359473,7,2.715844907,1,,
228,8/16/2019,8/19/2019,1821.344412,10,2.744988426,1,,
229,8/10/2019,8/10/2019,0,1,-0.030416667,0,,
230,8/18/2019,8/18/2019,245.5998838,2,0.343958333,1,,
231,8/14/2019,8/16/2019,969.7097919,5,1.926180556,1,,
232,8/24/2019,8/24/2019,339.1747617,3,0.367974537,1,,
233,8/21/2019,8/22/2019,459.1717274,3,0.852939815,1,,
234,8/21/2019,8/23/2019,1551.909241,7,2.708425926,1,,
235,8/15/2019,8/17/2019,1169.761728,6,1.758333333,1,,
236,8/16/2019,8/15/2019,0,1,-0.712002315,0,,
237,8/19/2019,8/20/2019,692.5201677,4,1.082777778,1,,
238,8/20/2019,8/21/2019,459.1717274,3,1.037488426,1,,
239,8/3/2019,8/3/2019,269.5339049,2,0.371701389,1,,
240,8/10/2019,8/13/2019,1200.75538,7,2.772395833,1,,
241,8/19/2019,8/20/2019,592.1245129,4,0.889837963,1,,
242,8/2/2019,8/3/2019,245.5998838,2,0.253541667,1,,
243,8/13/2019,8/17/2019,1540.659488,8,4.479178241,1,,
244,8/9/2019,8/10/2019,615.7383953,3,1.500462963,1,,
245,8/18/2019,8/18/2019,0,1,-0.007303241,0,,
246,8/21/2019,8/24/2019,1084.734371,5,2.945509259,1,,
247,8/7/2019,8/10/2019,1214.679226,6,2.470405093,1,,
248,8/14/2019,8/18/2019,1214.679226,6,3.155590278,1,,
249,8/6/2019,8/8/2019,546.8616173,3,2.546875,1,,
250,8/10/2019,8/11/2019,390.5776238,2,1.188981481,1,,
251,8/10/2019,8/12/2019,1324.931006,7,2.034456019,1,,
252,8/22/2019,8/22/2019,0,1,-0.002465278,0,,
253,8/13/2019,8/15/2019,896.126975,6,2.149074074,1,,
254,8/21/2019,8/23/2019,969.7097919,5,2.243599537,1,,
255,8/15/2019,8/15/2019,385.5142457,3,0.444710648,1,,
256,8/14/2019,8/15/2019,456.8711985,3,0.760104167,1,,
257,8/8/2019,8/9/2019,390.5776238,2,0.829594907,1,,
258,8/13/2019,8/15/2019,1214.23951,6,2.30525463,1,,
259,8/17/2019,8/19/2019,1085.206621,6,2.155381944,1,,
260,8/11/2019,8/14/2019,498.106854,3,3.581608796,1,,
261,8/11/2019,8/13/2019,1093.850932,5,1.443101852,1,,
262,8/5/2019,8/8/2019,2134.433776,11,3.420069444,1,,
263,8/4/2019,8/9/2019,593.9122032,4,5.503738426,1,,
264,8/14/2019,8/16/2019,587.2926518,4,1.19056713,1,,
265,8/23/2019,8/24/2019,450.675598,3,1.301030093,1,,
266,8/14/2019,8/16/2019,1324.931006,7,2.826643519,1,,
267,8/10/2019,8/10/2019,265.9841254,2,0.302037037,1,,
268,8/2/2019,8/2/2019,0,1,-0.001388889,0,,
269,8/17/2019,8/18/2019,1114.618251,6,1.495590278,1,,
270,8/20/2019,8/23/2019,1642.835109,9,2.723078704,1,,
271,8/9/2019,8/11/2019,629.0718261,3,1.934502315,1,,
272,8/17/2019,8/17/2019,0,1,-0.004247685,0,,
273,8/7/2019,8/9/2019,1214.23951,6,2.381388889,1,,
274,8/7/2019,8/10/2019,1684.353843,9,3.004872685,1,,
275,8/1/2019,8/1/2019,217.9513702,2,0.232638889,1,,
276,8/8/2019,8/9/2019,646.2339992,5,0.903344907,1,,
277,8/11/2019,8/11/2019,0,1,-0.005775463,0,,
278,8/24/2019,8/24/2019,0,1,-0.002928241,0,,
279,8/20/2019,8/21/2019,818.7476131,4,1.357384259,1,,
280,8/1/2019,8/2/2019,213.195847,2,0.310625,1,,
281,8/18/2019,8/20/2019,755.8416904,4,1.466342593,1,,
282,8/13/2019,8/14/2019,690.3237868,4,1.431342593,1,,
283,8/8/2019,8/11/2019,1324.931006,7,2.295844907,1,,
284,8/22/2019,8/25/2019,1268.178959,6,2.603483796,1,,
285,8/4/2019,8/13/2019,755.9055577,5,8.627986111,1,,
286,8/22/2019,8/23/2019,240.8789548,2,0.383668981,1,,
287,8/2/2019,8/4/2019,1361.560326,7,2.28806713,1,,
288,8/21/2019,8/21/2019,372.6947799,3,0.539097222,1,,
289,8/13/2019,8/15/2019,951.5301166,5,1.682881944,1,,
290,8/9/2019,8/10/2019,630.6561807,2,1.547604167,1,,
291,8/17/2019,8/18/2019,653.1320501,4,0.870625,1,,
292,8/4/2019,8/7/2019,1359.385128,7,2.701134259,1,,
293,8/13/2019,8/14/2019,999.1623568,5,1.470740741,1,,
294,8/8/2019,8/10/2019,731.2581007,4,2.330289352,1,,
295,8/18/2019,8/20/2019,703.6233041,4,1.857905093,1,,
296,8/14/2019,8/16/2019,1642.835109,9,1.786701389,1,,
297,8/2/2019,8/3/2019,544.0348717,4,0.791412037,1,,
298,8/8/2019,8/9/2019,615.7383953,3,1.317928241,1,,
299,8/18/2019,8/21/2019,1538.622058,7,2.284722222,1,,
300,8/13/2019,8/15/2019,997.9087439,5,2.311458333,1,,
301,8/8/2019,8/11/2019,1341.152073,6,2.859490741,1,,
302,8/6/2019,8/9/2019,1273.488861,6,3.442627315,1,,
303,8/16/2019,8/17/2019,500.0809247,4,0.641921296,1,,
304,8/7/2019,8/10/2019,1735.777168,10,3.691759259,1,,
305,8/17/2019,8/18/2019,552.286689,3,1.775960648,1,,
306,8/13/2019,8/15/2019,822.4417347,4,1.22193287,1,,
307,8/23/2019,8/23/2019,0,1,-0.643368056,0,,
308,8/6/2019,8/9/2019,1350.031813,6,2.785787037,1,,
309,8/7/2019,8/8/2019,592.2466702,4,1.506157407,1,,
310,8/17/2019,8/20/2019,1065.142857,5,2.75556713,1,,
311,8/22/2019,8/25/2019,1767.100526,9,3.493888889,1,,
312,8/6/2019,8/8/2019,1214.23951,6,1.837361111,1,,
313,8/20/2019,8/20/2019,0,1,-0.392569444,0,,
314,8/18/2019,8/19/2019,766.3319039,4,1.275856481,1,,
315,8/24/2019,8/26/2019,1558.280395,7,2.116435185,1,,
316,8/15/2019,8/16/2019,1065.142857,5,1.575659722,1,,
317,8/7/2019,8/9/2019,1273.488861,6,1.982025463,1,,
318,8/11/2019,8/12/2019,639.7395193,3,1.287592593,1,,
319,8/7/2019,8/12/2019,1416.787087,8,4.508472222,1,,
320,8/20/2019,8/21/2019,915.3490973,5,1.17875,1,,
321,8/9/2019,8/11/2019,1522.006815,8,2.020092593,1,,
322,1/1/1970,8/20/2019,176.1315296,2,18128.99233,0,,
323,8/14/2019,8/15/2019,1077.457718,5,1.544907407,1,,
324,8/13/2019,8/15/2019,1558.596107,8,2.142939815,1,,
325,8/19/2019,8/20/2019,1042.052239,5,1.334537037,1,,
326,8/10/2019,8/11/2019,1065.142857,5,1.281724537,1,,
327,8/8/2019,8/10/2019,1065.142857,5,1.706805556,1,,
328,8/20/2019,8/24/2019,1035.3569,5,4.246608796,1,,
329,8/19/2019,8/21/2019,1368.443918,7,2.087928241,1,,
330,8/13/2019,8/13/2019,377.3568457,3,0.479976852,1,,
331,8/17/2019,8/19/2019,915.3490973,5,1.121898148,1,,
332,8/12/2019,8/12/2019,0,1,0.000277778,0,,
333,8/7/2019,8/9/2019,1273.488861,6,2.183275463,1,,
334,8/9/2019,8/11/2019,1067.456478,6,2.082175926,1,,
335,8/9/2019,8/14/2019,1963.812648,9,4.61212963,1,,
336,8/21/2019,8/22/2019,740.3139718,4,0.892858796,1,,
337,8/7/2019,8/6/2019,0,1,-1.05431713,0,,
338,8/25/2019,8/26/2019,717.7544894,4,1.822488426,1,,
339,8/7/2019,8/8/2019,991.0296214,6,1.252083333,1,,
340,8/12/2019,8/15/2019,1084.734371,5,3.762604167,1,,
341,8/15/2019,8/15/2019,285.5258886,2,0.413356481,1,,
342,8/16/2019,8/17/2019,674.6856498,4,1.091747685,1,,
343,8/3/2019,8/3/2019,0,1,-0.019699074,0,,
344,8/2/2019,8/2/2019,472.5859265,3,0.67837963,1,,
345,8/24/2019,8/26/2019,1546.953221,8,1.868761574,1,,
346,8/20/2019,8/21/2019,377.3568457,3,0.875497685,1,,
347,8/16/2019,8/18/2019,969.7097919,5,2.113310185,1,,
348,8/6/2019,8/9/2019,2062.169864,9,3.1821875,1,,
349,8/17/2019,8/17/2019,377.3568457,3,0.523703704,1,,
350,8/20/2019,8/22/2019,999.1623568,5,1.585196759,1,,
351,8/2/2019,8/2/2019,0,1,-0.017569444,0,,
352,8/9/2019,8/12/2019,853.0375549,4,2.607962963,1,,
353,8/21/2019,8/23/2019,852.3104333,5,1.640949074,1,,
354,8/23/2019,8/23/2019,249.8648853,2,0.601064815,1,,
355,8/20/2019,8/23/2019,1684.353843,10,3.089166667,1,,
356,8/19/2019,8/21/2019,1546.953221,8,1.785439815,1,,
357,8/9/2019,8/11/2019,1214.679226,6,1.985671296,1,,
358,8/18/2019,8/20/2019,1217.389378,6,2.572962963,1,,
359,8/22/2019,8/23/2019,334.3316596,2,0.569895833,1,,
360,8/3/2019,8/5/2019,1600.677464,8,2.527800926,1,,
361,8/19/2019,8/20/2019,818.7476131,4,1.269270833,1,,
362,8/17/2019,8/17/2019,250.2220457,2,0.316168981,1,,
363,8/19/2019,8/21/2019,1214.23951,6,2.167800926,1,,
364,8/9/2019,8/11/2019,1456.655691,7,2.613217593,1,,
365,8/14/2019,8/15/2019,377.3568457,3,0.633321759,1,,
366,8/16/2019,8/17/2019,249.8648853,2,0.219583333,1,,
367,8/19/2019,8/18/2019,0,1,-0.550416667,0,,
368,8/14/2019,8/16/2019,712.5130419,4,1.631574074,1,,
369,8/16/2019,8/18/2019,778.5764691,4,2.178032407,1,,
370,8/7/2019,8/14/2019,1367.719111,7,7.179305556,1,,
371,8/21/2019,8/21/2019,385.5142457,3,0.401030093,1,,
372,8/8/2019,8/9/2019,377.3568457,3,0.484270833,1,,
373,8/7/2019,8/8/2019,721.0220617,4,0.862824074,1,,
374,8/15/2019,8/16/2019,293.7092126,2,0.266238426,1,,
375,8/10/2019,8/10/2019,176.1315296,2,0.283460648,1,,
376,8/10/2019,8/11/2019,990.9357299,5,1.590648148,1,,
377,8/9/2019,8/10/2019,472.8484031,3,0.682824074,1,,
378,8/24/2019,8/24/2019,0,1,-0.01994213,0,,
379,8/5/2019,8/9/2019,912.4899003,4,3.645300926,1,,
380,8/21/2019,8/24/2019,1324.931006,7,2.936377315,1,,
381,8/11/2019,8/10/2019,0,1,-0.346134259,0,,
382,8/16/2019,8/17/2019,459.1717274,3,1.122916667,1,,
383,8/9/2019,8/9/2019,179.6379295,2,0.280092593,1,,
384,8/8/2019,8/11/2019,1784.174719,8,2.840289352,1,,
385,8/10/2019,8/12/2019,1405.03321,7,2.636666667,1,,
386,8/19/2019,8/22/2019,2001.10119,8,3.695972222,1,,
387,8/10/2019,8/10/2019,428.6621722,3,0.735578704,1,,
388,8/7/2019,8/8/2019,795.5436625,5,1.027268519,1,,
389,8/20/2019,8/21/2019,969.7097919,5,1.477962963,1,,
390,8/17/2019,8/19/2019,1348.272227,6,2.199837963,1,,
391,8/5/2019,8/8/2019,1492.741414,7,3.618854167,1,,
392,8/22/2019,8/22/2019,227.3685256,2,0.435034722,1,,
393,8/19/2019,8/19/2019,582.9033326,4,0.649282407,1,,
394,8/2/2019,8/5/2019,1558.596107,8,2.061006944,1,,
395,8/8/2019,8/9/2019,390.5776238,2,0.673981481,1,,
396,8/13/2019,8/16/2019,1325.618468,7,3.58599537,1,,
397,8/9/2019,8/12/2019,1189.304728,6,2.622094907,1,,
398,8/8/2019,8/11/2019,1746.036999,8,2.869583333,1,,
399,8/10/2019,8/12/2019,541.6764174,4,1.80755787,1,,
400,8/2/2019,8/5/2019,1600.677464,8,2.618622685,1,,
401,8/7/2019,8/8/2019,795.5436625,5,1.351342593,1,,
402,8/14/2019,8/17/2019,1240.226277,6,2.312511574,1,,
403,8/10/2019,8/11/2019,795.5436625,5,1.024421296,1,,
404,8/17/2019,8/17/2019,582.9033326,4,0.744548611,1,,
405,8/11/2019,8/11/2019,377.3568457,3,0.420509259,1,,
406,8/6/2019,8/8/2019,1214.679226,6,1.723634259,1,,
407,8/8/2019,8/9/2019,652.014916,4,1.107638889,1,,
408,8/9/2019,8/14/2019,1714.003637,9,4.650439815,1,,
409,8/6/2019,8/9/2019,1498.669832,8,2.639953704,1,,
410,8/5/2019,8/7/2019,1522.006815,8,2.229664352,1,,
411,8/12/2019,8/13/2019,977.0820233,5,1.458576389,1,,
412,8/7/2019,8/10/2019,888.6445715,5,3.080381944,1,,
