id,trip_code,vehicle_number,vehicle_type,arrival_timestamp,departure_timestamp,client_id,ps_seq,1,2,3,4,5,6,7,8,9,10,11,12,ps_count,ps_count_for hist,placement_location,destination_location,Revisit Pitstops,Origin_PS,Destination_PS,arrival_time,departure_time,arrival_date,departure_date,lead time days
9898,RPRP1-DELP1,873,TYPE_32,1562544706304,1561280623000,1669,RPRP1-NURP1-JHSP1-AGRP2,RPRP1,NURP1,JHSP1,AGRP2,,,,,,,,,4,3,tgc8x,ttnfh,FALSE,34,56,7/7/19,6/23/19,7/7/19,6/23/19,14.58333333
4429,PGHP1-HYDC1-VGAP1,1885,TYPE_32,1565377803806,1564143907000,1687,SYNP1-JHSP1-NURP1-NAGP1-ADBP1-TPNP1,SYNP1,JHSP1,NURP1,NAGP1,ADBP1,TPNP1,,,,,,,6,5,tv0mj,tfcmu,FALSE,53,19,8/9/19,7/26/19,8/9/19,7/26/19,14.35185185
7173,BLSP1-PNQP1,897,TYPE_32,1563025118219,1561830581654,446,KDJP1-SBPP1-RPRP1-SBPP1-RPRP1-NAGP1-MLGP1-AWBP1,KDJP1,SBPP1,RPRP1,SBPP1,RPRP1,NAGP1,MLGP1,AWBP1,,,,,8,7,tgvf1,tek94,TRUE,41,27,7/13/19,6/29/19,7/13/19,6/29/19,13.88888889
2232,NAGP1-NAGC1,2069,TYPE_32,1566808200000,1565684625000,393,NAGP1,NAGP1,,,,,,,,,,,,1,0,tgb0m,tgb06,FALSE,30,30,8/26/19,8/13/19,8/26/19,8/13/19,13.0787037
7795,JHSP1-BGMP1,2075,TYPE_32,1562556900000,1561473981000,31,JHSP1-IDRP1-DHIP1-PNQP1-BGMP1-BGMP1,JHSP1,IDRP1,DHIP1,PNQP1,BGMP1,,,,,,,,5,4,tu81m,tdufp,FALSE,45,15,7/8/19,6/25/19,7/8/19,6/25/19,12.61574074
6409,PNQP1-DELP1,2697,TYPE_32,1562781064000,1561715641000,1784,PNQP1-DHIP1-IDRP1-CORP1-JAIP1-DELP1,PNQP1,DHIP1,IDRP1,CORP1,JAIP1,DELP1,,,,,,,6,5,tek3p,ttnfv,FALSE,26,60,7/10/19,6/28/19,7/10/19,6/28/19,12.26851852
1585,HYDP1-COKC4,1727,TYPE_32,1565813364386,1564763550000,25,HYDP1-KRNP1-BAGP1-BAGP1-SXVP1,HYDP1,KRNP1,BAGP1,,,,,,,,,,3,2,tepf2,t9vzq,FALSE,16,6,8/14/19,8/2/19,8/14/19,8/2/19,12.15277778
9343,COKC1-CTCC1,469,TYPE_32,1560599903323,1559551824000,23,SXVP1-MAAP1-GDRP1-VGAP1-VTZP1-BAMP1,SXVP1,MAAP1,GDRP1,VGAP1,VTZP1,BAMP1,,,,,,,6,5,t9y6b,tgthe,FALSE,1,33,6/15/19,6/3/19,6/15/19,6/3/19,12.15277778
5037,BOMP1-DELP3,1943,TYPE_32,1566028491545,1564980972000,68,BOMP1-VAPP1-BDQP1-KHRP1-BHLP1-JAIP1-DELP3-DELP3,BOMP1,VAPP1,BDQP1,KHRP1,BHLP1,JAIP1,DELP3,,,,,,7,6,tekn0,ttngg,FALSE,29,61,8/17/19,8/5/19,8/17/19,8/5/19,12.15277778
4929,PGHP1-VGAP1,431,TYPE_32,1563776214000,1562761251216,696,PGHP1-JHSP1-NURP1-NAGP1-ADBP1-TPNP1-VGAP1-PGRP1-VGAP1,PGHP1,JHSP1,NURP1,NAGP1,ADBP1,TPNP1,VGAP1,PGRP1,VGAP1,,,,9,8,tv0tj,tfcmg,TRUE,62,14,7/22/19,7/10/19,7/22/19,7/10/19,11.80555556
809,BLRP1-HYDP1,1064,TYPE_32,1565747777327,1564742532000,696,BLRP2-BAGP1-KRNP1-KRNP1,BLRP2,BAGP1,KRNP1,,,,,,,,,,3,2,tdr2d,tepu1,FALSE,3,11,8/14/19,8/2/19,8/14/19,8/2/19,11.68981481
2917,PGHP1-COKC1,2285,TYPE_32,1565669427000,1564663868000,1455,PGHP1-JHSP1-NURP1-NAGP1-ADBP1-TPNP1-KRNP1-BAGP1-BAGP1-SXVP1,PGHP1,JHSP1,NURP1,NAGP1,ADBP1,TPNP1,KRNP1,BAGP1,,,,,8,7,tv0tj,t9wmy,FALSE,62,6,8/13/19,8/1/19,8/13/19,8/1/19,11.68981481
1318,SCLC1-IDRP1,1519,TYPE_32,1566559124000,1565563564055,511,GAUP1-NJPP1-MZUP1-GKPP1-KNUP1-JHSP1,GAUP1,NJPP1,MZUP1,GKPP1,KNUP1,JHSP1,,,,,,,6,5,wh3vq,tsn1b,FALSE,66,45,8/23/19,8/11/19,8/23/19,8/11/19,11.57407407
5483,DBDP1-WGCC1-MAAC1-BLRP1,2639,TYPE_32,1565789215000,1564834956000,1455,DBDP1-IXWP1-BHCP1-BAMP1-VTZP1-SATP1-PGRP1-GDRP1-MAAP1,DBDP1,IXWP1,BHCP1,BAMP1,VTZP1,SATP1,PGRP1,GDRP1,MAAP1,,,,9,8,tumd5,tdr0y,FALSE,51,7,8/14/19,8/3/19,8/14/19,8/3/19,11.11111111
1264,DELP1-GOIC2,135,TYPE_32,1565893447448,1564928318240,32,SYNP1-JHSP1-IDRP1-DHIP1-STRP1-NPWP1,SYNP1,JHSP1,IDRP1,DHIP1,STRP1,NPWP1,,,,,,,6,5,ttpm1,tdu8k,FALSE,53,18,8/15/19,8/4/19,8/15/19,8/4/19,11.11111111
3482,BHAC1-PGHP1,562,TYPE_32,1564597500000,1563638334000,91,TPNP1-ADBP1-NAGP1-NURP1-JHSP1-SYNP1,TPNP1,ADBP1,NAGP1,NURP1,JHSP1,SYNP1,,,,,,,6,5,tg1kx,ttrd2,FALSE,19,53,7/31/19,7/20/19,7/31/19,7/20/19,11.11111111
1094,BGMP1-VGAP1,1343,TYPE_32,1565848546251,1564897619000,446,HBXP1-SSEP1-HYDP2,HBXP1,SSEP1,HYDP2,,,,,,,,,,3,2,tdsxg,tfcq4,FALSE,12,17,8/15/19,8/4/19,8/15/19,8/4/19,10.99537037
2445,AGRP1-BGMP1,489,TYPE_32,1563998058653,1563046578395,446,JHSP1-IDRP1-DHIP1-PNQP1-STRP1-PNQP1-NPWP1,JHSP1,IDRP1,DHIP1,PNQP1,STRP1,PNQP1,NPWP1,,,,,,7,6,tszf0,tdu80,TRUE,45,18,7/24/19,7/13/19,7/24/19,7/13/19,10.99537037
8802,PGHP1-BOMP1,204,TYPE_32,1562688699000,1561743845000,1024,SYNP1-JHSP1-IDRP1-DHIP1,SYNP1,JHSP1,IDRP1,DHIP1,,,,,,,,,4,3,tv0jv,te7yn,FALSE,53,31,7/9/19,6/28/19,7/9/19,6/28/19,10.99537037
260,BOMP1-HYDC1-VGAP1,393,TYPE_32,1566428477860,1565485503000,227,PNQP1-SSEP1-HYDP2,PNQP1,SSEP1,HYDP2,,,,,,,,,,3,2,te7yp,tfcq1,FALSE,26,17,8/21/19,8/11/19,8/21/19,8/11/19,10.87962963
1019,MAAP1-AMDP1,1276,TYPE_32,1565777189464,1564852536000,715,MAAP1-KRIP1-CTAP1-BGMP1-STRP1-BOMP1-VAPP1-BDQP1,MAAP1,KRIP1,CTAP1,BGMP1,STRP1,BOMP1,VAPP1,BDQP1,,,,,8,7,tf348,ts5hv,FALSE,7,39,8/14/19,8/3/19,8/14/19,8/3/19,10.76388889
2382,BGMP1-VGAP1,2141,TYPE_32,1565819433278,1564897589000,446,HBXP1-SSEP1-HYDP2,HBXP1,SSEP1,HYDP2,,,,,,,,,,3,2,tdsxg,tfcmf,FALSE,12,17,8/14/19,8/4/19,8/14/19,8/4/19,10.64814815
2425,BGMP1-HYDP1,2150,TYPE_32,1566167791648,1565252495830,446,HBXP1-SSEP1,HBXP1,SSEP1,,,,,,,,,,,2,1,tdsxg,tepff,FALSE,12,21,8/18/19,8/8/19,8/18/19,8/8/19,10.64814815
7143,KNUP1-PNQP1,620,TYPE_32,1563003748700,1562086042000,31,JHSP1-IDRP1-DHIP1-PNQP1-NPWP1-BGMP1-BGMP1,JHSP1,IDRP1,DHIP1,PNQP1,NPWP1,BGMP1,,,,,,,6,5,tu87z,tek9b,FALSE,45,15,7/13/19,7/2/19,7/13/19,7/2/19,10.53240741
2891,MAAP1-KNUP1,522,TYPE_32,1565079602533,1564172645000,715,MAAP1-MAAP1-GDRP1-PGRP1-TPNP1-ADBP1-NAGP1-NURP1-JHSP1,MAAP1,,,,,,,,,,,,1,0,tf348,tu8yq,FALSE,7,7,8/6/19,7/26/19,8/6/19,7/26/19,10.53240741
1029,MAAP1-CCUP1,1290,TYPE_32,1566483589000,1565599358000,122,GDRP1-VGAP1-VTZP1-BAMP1-BHCP1,GDRP1,VGAP1,VTZP1,BAMP1,BHCP1,,,,,,,,5,4,tf2c5,tun8x,FALSE,8,42,8/22/19,8/12/19,8/22/19,8/12/19,10.18518519
1112,HYDP1-CTCC1,806,TYPE_32,1566046667000,1565166186000,25,HYDP1-SATP1-VTZP1-BAMP1,HYDP1,SATP1,VTZP1,BAMP1,,,,,,,,,4,3,tepf2,tgsgz,FALSE,16,33,8/17/19,8/7/19,8/17/19,8/7/19,10.18518519
1792,DELP1-CJPC1-COKC1,1841,TYPE_32,1565815686000,1564950260000,84,AGRP2-JHSP1-NURP1-NAGP1-ADBP1-TPNP1-KRNP1-BAGP1-SXVP1-SXVP1,AGRP2,JHSP1,NURP1,NAGP1,ADBP1,TPNP1,KRNP1,BAGP1,SXVP1,,,,9,8,ttn9t,t9y32,FALSE,56,1,8/14/19,8/4/19,8/14/19,8/4/19,10.06944444
5346,PGHP1-HYDC1-VGAP1,1010,TYPE_32,1563856254000,1562989942000,1687,SYNP1-JHSP1-NURP1-NAGP1-ADBP1-TPNP1,SYNP1,JHSP1,NURP1,NAGP1,ADBP1,TPNP1,,,,,,,6,5,tv0kz,tfcmu,FALSE,53,19,7/23/19,7/13/19,7/23/19,7/13/19,10.06944444
9814,AMBP1-NJPC1-GAUP1,1218,TYPE_32,1560869572000,1560001427000,46,DELP1-AGRP1-KNUP1-GKPP1-MZUP1-NJPP1-BKSP1-BKSP1-NJPP1-BKSP1,DELP1,AGRP1,KNUP1,GKPP1,MZUP1,NJPP1,BKSP1,,,,,,7,6,ttqty,wh9hx,FALSE,60,65,6/18/19,6/8/19,6/18/19,6/8/19,10.06944444
4869,PGHP1-BLRP1,406,TYPE_32,1563721697000,1562856785675,696,SYNP1-JHSP1-NURP1-NAGP1-ADBP1-TPNP1-KRNP1-BAGP1,SYNP1,JHSP1,NURP1,NAGP1,ADBP1,TPNP1,KRNP1,BAGP1,,,,,8,7,tv0tj,tdr0z,FALSE,53,6,7/21/19,7/11/19,7/21/19,7/11/19,9.953703704
7384,PGHP1-BOMP1,616,TYPE_32,1562325600000,1561467883100,1024,PGHP1-SYNP1-JHSP1-IDRP1-DHIP1,PGHP1,SYNP1,JHSP1,IDRP1,DHIP1,,,,,,,,5,4,tv0jv,tek5d,FALSE,62,31,7/5/19,6/25/19,7/5/19,6/25/19,9.953703704
285,MAAP1-BOMP1,46,TYPE_32,1565784076000,1564931998000,122,KRIP1-CTAP1-BGMP1-NPWP1-STRP1,KRIP1,CTAP1,BGMP1,NPWP1,STRP1,,,,,,,,5,4,tf2c5,te7vz,FALSE,2,22,8/14/19,8/4/19,8/14/19,8/4/19,9.837962963
1850,CJPC1-TUPC1-PNQC1-VAPC1-AMDP1,1716,TYPE_32,1565792986000,1564937387000,84,KRIP1-CTAP1-BGMP1-NPWP1-PNQP1-PNQP1-VAPP1-BDQP1,KRIP1,CTAP1,BGMP1,NPWP1,PNQP1,,,,,,,,5,4,t9yyf,ts5d9,FALSE,2,26,8/14/19,8/4/19,8/14/19,8/4/19,9.837962963
3261,GAUP1-SXVP1,394,TYPE_32,1565442230000,1564586270000,227,NJPP1-BPCP1-CCUP1-BHCP1-BAMP1-VTZP1-VGAP1-GDRP1-MAAP1-SXVP1,NJPP1,BPCP1,CCUP1,BHCP1,BAMP1,VTZP1,VGAP1,GDRP1,MAAP1,SXVP1,,,10,9,wh8s2,tdp0w,FALSE,63,1,8/10/19,7/31/19,8/10/19,7/31/19,9.837962963
8369,BLSP1-HYDP1,1158,TYPE_32,1560378098515,1559541078000,241,BAMP1-VTZP1-SATP1,BAMP1,VTZP1,SATP1,,,,,,,,,,3,2,tgvdr,tepg2,FALSE,33,20,6/12/19,6/3/19,6/12/19,6/3/19,9.722222222
2829,BHCP1-VAPP1,2270,TYPE_32,1563789462249,1562953382176,241,KDJP1-SBPP1-RPRP1-NAGP1-MLGP1-AWBP1-VAPP1,KDJP1,SBPP1,RPRP1,NAGP1,MLGP1,AWBP1,VAPP1,,,,,,7,6,tgvdr,tegb3,FALSE,41,32,7/22/19,7/12/19,7/22/19,7/12/19,9.722222222
7516,PGHP1-HYDC1-VGAP1,460,TYPE_32,1561949098000,1561112252000,1687,SYNP1-JHSP1-NURP1-NAGP1-ADBP1-TPNP1,SYNP1,JHSP1,NURP1,NAGP1,ADBP1,TPNP1,,,,,,,6,5,tv0kz,tfcmu,FALSE,53,19,7/1/19,6/21/19,7/1/19,6/21/19,9.722222222
9897,GAUP1-SBPP1,217,TYPE_32,1560585312576,1559751549000,446,GAUP1-GAUP1-BKSP1-NJPP1-BPCP1-CCUP1-KDJP1,GAUP1,,,,,,,,,,,,1,0,whdz4,tggu2,FALSE,66,66,6/15/19,6/5/19,6/15/19,6/5/19,9.722222222
2496,CCUP1-GAUP1,1904,TYPE_32,1562895725000,1562068963000,1680,BPCP1-NJPP1-BKSP1,BPCP1,NJPP1,BKSP1,,,,,,,,,,3,2,tun8x,wh9rg,FALSE,58,65,7/12/19,7/2/19,7/12/19,7/2/19,9.606481481
5277,HWRC1-BOMP1,1685,TYPE_32,1564801797000,1563968644000,1632,AGRP2-JHSP1-IDRP1-DHIP1,AGRP2,JHSP1,IDRP1,DHIP1,,,,,,,,,4,3,ttrd2,te7yp,FALSE,56,31,8/3/19,7/24/19,8/3/19,7/24/19,9.606481481
8877,CCUP1-GAUP1,429,TYPE_32,1560816576870,1559995035000,1680,CCUP1-BPCP1-NJPP1-BKSP1-GAUP1,CCUP1,BPCP1,NJPP1,BKSP1,GAUP1,,,,,,,,5,4,tun8x,wh9hz,FALSE,52,66,6/18/19,6/8/19,6/18/19,6/8/19,9.490740741
9301,BLSP1-BOMP1,1358,TYPE_32,1562208206000,1561401535000,241,KDJP1-SBPP1-RPRP1-NAGP1-MLGP1-AWBP1,KDJP1,SBPP1,RPRP1,NAGP1,MLGP1,AWBP1,,,,,,,6,5,tgvdr,te7xz,FALSE,41,27,7/4/19,6/24/19,7/4/19,6/24/19,9.375
73,MAAP1-BOMP1,122,TYPE_32,1565676582000,1564875376000,696,GDRP1-PGRP1-HYDP2-SSEP1-PNQP1-BOMP1,GDRP1,PGRP1,HYDP2,SSEP1,PNQP1,BOMP1,,,,,,,6,5,tf2gt,te7vz,FALSE,8,29,8/13/19,8/4/19,8/13/19,8/4/19,9.259259259
7928,GAUP1-CCUP1,1395,TYPE_32,1561329765000,1560527606000,695,BKSP1-NJPP1-BPCP1,BKSP1,NJPP1,BPCP1,,,,,,,,,,3,2,whdne,tunb2,FALSE,65,58,6/23/19,6/14/19,6/23/19,6/14/19,9.259259259
8767,TPNP1-BHCP1,2554,TYPE_32,1561679817678,1560876595000,446,TPNP1-SATP1-VTZP1-BAMP1,TPNP1,SATP1,VTZP1,BAMP1,,,,,,,,,4,3,tg057,tgtee,FALSE,19,33,6/28/19,6/18/19,6/28/19,6/18/19,9.259259259
6475,BLSP1-BOMP1,1320,TYPE_32,1562623005075,1561829798444,446,KDJP1-SBPP1-RPRP1-NAGP1-MLGP1-AWBP1,KDJP1,SBPP1,RPRP1,NAGP1,MLGP1,AWBP1,,,,,,,6,5,tgvf9,te7v4,FALSE,41,27,7/8/19,6/29/19,7/8/19,6/29/19,9.143518519
1383,BLRP1-PNQP1,1501,TYPE_32,1565700247368,1564920296000,1764,BLRP2-CTAP1-HBXP1-BGMP1-NPWP1-NPWP1,BLRP2,CTAP1,HBXP1,BGMP1,NPWP1,,,,,,,,5,4,tdr1k,tek8g,FALSE,3,18,8/13/19,8/4/19,8/13/19,8/4/19,9.027777778
6052,HWRC1-MAAP1,2184,TYPE_32,1564750213165,1563978552000,1064,AGRP2-JHSP1-NURP1-NAGP1-ADBP1-TPNP1-PGRP1-GDRP1,AGRP2,JHSP1,NURP1,NAGP1,ADBP1,TPNP1,PGRP1,GDRP1,,,,,8,7,ttrd2,tf2fr,FALSE,56,8,8/2/19,7/24/19,8/2/19,7/24/19,8.912037037
2886,PNQC1-PNQP1,610,TYPE_32,1564173193000,1563395070000,393,PNQP1,PNQP1,,,,,,,,,,,,1,0,tek92,tek6j,FALSE,26,26,7/26/19,7/17/19,7/26/19,7/17/19,8.912037037
6379,IXWP1-MAAP1,1026,TYPE_22,1562646205000,1561880808658,1150,IXWP1-BHCP1-BAMP1-VTZP1-VGAP1-GDRP1,IXWP1,BHCP1,BAMP1,VTZP1,VGAP1,GDRP1,,,,,,,6,5,tuj1x,tf2bt,FALSE,46,8,7/9/19,6/30/19,7/9/19,6/30/19,8.912037037
6477,BLSP1-VGAC1-HYDP1,469,TYPE_32,1561658708218,1560891686000,241,BAMP1-VTZP1-VGAP1-TPNP1,BAMP1,VTZP1,VGAP1,TPNP1,,,,,,,,,4,3,tgvdr,tepf8,FALSE,33,19,6/27/19,6/18/19,6/27/19,6/18/19,8.912037037
8269,BGMP1-GAUP1,2348,TYPE_32,1562674845684,1561900011000,446,NPWP1-SSEP1-HYDP2-SATP1-VTZP1-BAMP1-BHCP1-CCUP1-BPCP1-NJPP1-BKSP1,NPWP1,SSEP1,HYDP2,SATP1,VTZP1,BAMP1,BHCP1,CCUP1,BPCP1,NJPP1,BKSP1,,11,10,tdu8g,wh9hz,FALSE,18,65,7/9/19,6/30/19,7/9/19,6/30/19,8.912037037
8991,AMBP1-SXVP1,1563,TYPE_32,1560249063716,1559479473000,1612,AMBP1-DELP1-AGRP2-JHSP1-NURP1-NAGP1-ADBP1-TPNP1-KRNP1-BAGP1-SXVP1,AMBP1,DELP1,AGRP2,JHSP1,NURP1,NAGP1,ADBP1,TPNP1,KRNP1,BAGP1,SXVP1,,11,10,ttqt1,t9y32,FALSE,64,1,6/11/19,6/2/19,6/11/19,6/2/19,8.912037037
5728,BHCP1-BOMP1,2317,TYPE_32,1565009890904,1564249350750,241,BHCP1-KDJP1-SBPP1-RPRP1-NAGP1-MLGP1-AWBP1,BHCP1,KDJP1,SBPP1,RPRP1,NAGP1,MLGP1,AWBP1,,,,,,7,6,tgvdr,te7y6,FALSE,42,27,8/5/19,7/27/19,8/5/19,7/27/19,8.796296296
2861,GAUP1-DHIP1,127,TYPE_32,1563672880605,1562907311000,446,BKSP1-NJPP1-BPCP1-CCUP1-KDJP1-SBPP1-RPRP1-NAGP1,BKSP1,NJPP1,BPCP1,CCUP1,KDJP1,SBPP1,RPRP1,NAGP1,,,,,8,7,wh9hx,tetxr,FALSE,65,30,7/21/19,7/12/19,7/21/19,7/12/19,8.796296296
2975,BHAC1-PGHP1,2297,TYPE_32,1564592621000,1563832518000,91,TPNP1-ADBP1-NAGP1-NURP1-JHSP1-SYNP1,TPNP1,ADBP1,NAGP1,NURP1,JHSP1,SYNP1,,,,,,,6,5,tg1kx,ttrd2,FALSE,19,53,7/31/19,7/22/19,7/31/19,7/22/19,8.796296296
3857,KNUP1-BGMP1,1392,TYPE_32,1564899657379,1564141823000,31,JHSP1-IDRP1-DHIP1-STRP1-BGMP1-BGMP1,JHSP1,IDRP1,DHIP1,STRP1,BGMP1,,,,,,,,5,4,tu9re,tdufp,FALSE,45,15,8/4/19,7/26/19,8/4/19,7/26/19,8.796296296
881,BDQP1-MAAP1,1140,TYPE_32,1565761638000,1565003448000,943,VAPP1-BOMP1-PNQP1-SSEP1-HYDP2-PGRP1-GDRP1,VAPP1,BOMP1,PNQP1,SSEP1,HYDP2,PGRP1,GDRP1,,,,,,7,6,tsh0p,tf2bk,FALSE,32,8,8/14/19,8/5/19,8/14/19,8/5/19,8.796296296
1170,GAUP1-BGMP1,596,TYPE_32,1566812532508,1566052426838,446,NJPP1-BPCP1-CCUP1-BHCP1-BAMP1-VTZP1-SATP1-HYDP2-SSEP1-NPWP1,NJPP1,BPCP1,CCUP1,BHCP1,BAMP1,VTZP1,SATP1,HYDP2,SSEP1,NPWP1,,,10,9,wh8up,tdstk,FALSE,63,18,8/26/19,8/17/19,8/26/19,8/17/19,8.796296296
2958,KNUP1-PNQP1,1638,TYPE_32,1563176296751,1562420229034,31,JHSP1-IDRP1-DHIP1-PNQP1-BGMP1,JHSP1,IDRP1,DHIP1,PNQP1,BGMP1,,,,,,,,5,4,tu9re,tek9b,FALSE,45,15,7/15/19,7/6/19,7/15/19,7/6/19,8.796296296
9319,HYDP1-GAUP1,959,TYPE_32,1562057211000,1561296430000,1298,TPNP1-SATP1-VTZP1-BAMP1-BHCP1-CCUP1-CCUP1-BPCP1-NJPP1-BKSP1,TPNP1,SATP1,VTZP1,BAMP1,BHCP1,CCUP1,,,,,,,6,5,tg057,wh9jn,FALSE,19,52,7/2/19,6/23/19,7/2/19,6/23/19,8.796296296
1985,BOMP1-BLRP1,214,TYPE_32,1565731816099,1564989130000,22,STRP1-BGMP1-CTAP1,STRP1,BGMP1,CTAP1,,,,,,,,,,3,2,tekjb,tdpp6,FALSE,22,9,8/13/19,8/5/19,8/13/19,8/5/19,8.564814815
3400,PNQP1-AMBP1,245,TYPE_22,1563934623000,1563193417000,1650,PNQP1-VAPP1-STVP1-BDQP1-KHRP1-BHLP1-JAIP1-BHLP1-JAIP1-DELP1,PNQP1,VAPP1,STVP1,BDQP1,KHRP1,BHLP1,JAIP1,BHLP1,JAIP1,DELP1,,,10,9,tekd2,ttqvt,TRUE,26,60,7/24/19,7/15/19,7/24/19,7/15/19,8.564814815
3843,CCUP1-VAPP1,593,TYPE_32,1563042527000,1562300891347,446,KDJP1-SBPP1-RPRP1-NAGP1-MLGP1-AWBP1,KDJP1,SBPP1,RPRP1,NAGP1,MLGP1,AWBP1,,,,,,,6,5,tgytw,teegm,FALSE,41,27,7/13/19,7/5/19,7/13/19,7/5/19,8.564814815
9812,SXVP1-DELC1-PGHP1,1335,TYPE_32,1560823294120,1560081790000,227,SXVP1-BAGP1-KRNP1-TPNP1-ADBP1-NAGP1-NURP1-JHSP1-AGRP2-DELP1,SXVP1,BAGP1,KRNP1,TPNP1,ADBP1,NAGP1,NURP1,JHSP1,AGRP2,DELP1,,,10,9,tdp1q,ttrkr,FALSE,1,60,6/18/19,6/9/19,6/18/19,6/9/19,8.564814815
370,DELP1-GOIC2,544,TYPE_32,1565873158333,1565138013081,32,AGRP2-JHSP1-IDRP1-DHIP1-PNQP1-STRP1-NPWP1,AGRP2,JHSP1,IDRP1,DHIP1,PNQP1,STRP1,NPWP1,,,,,,7,6,ttpm1,tdu8k,FALSE,56,18,8/15/19,8/7/19,8/15/19,8/7/19,8.449074074
4043,CCUP1-VAPP1,269,TYPE_32,1563009432373,1562275260000,446,KDJP1-SBPP1-RPRP1-NAGP1-MLGP1-AWBP1,KDJP1,SBPP1,RPRP1,NAGP1,MLGP1,AWBP1,,,,,,,6,5,tgytv,teegm,FALSE,41,27,7/13/19,7/4/19,7/13/19,7/4/19,8.449074074
6630,HYDP1-CTCC1,1599,TYPE_32,1560470779397,1559735319000,1122,TPNP1-SATP1-VTZP1-BAMP1,TPNP1,SATP1,VTZP1,BAMP1,,,,,,,,,4,3,tepu1,tgthg,FALSE,19,33,6/13/19,6/5/19,6/13/19,6/5/19,8.449074074
8045,CCUP1-BOMP2,1230,TYPE_32,1560318001000,1559591221000,446,KDJP1-SBPP1-RPRP1-NAGP1-MLGP1-AWBP1,KDJP1,SBPP1,RPRP1,NAGP1,MLGP1,AWBP1,,,,,,,6,5,tundp,te7ug,FALSE,41,27,6/12/19,6/3/19,6/12/19,6/3/19,8.449074074
