X.SXVP1.,X.SXVP1..1,X0,startloc,endloc,,
BLRP2,NURP1,1134.986723,3,37,3_37,1134.986723
BLRP2,SBPP1,1155.284041,3,38,3_38,1155.284041
BLRP2,BDQP1,1162.422871,3,39,3_39,1162.422871
BLRP2,AMDP1,1249.452052,3,40,3_40,1249.452052
BLRP2,KDJP1,1300.542929,3,41,3_41,1300.542929
BLRP2,BHCP1,1311.464005,3,42,3_42,1311.464005
BLRP2,KHRP1,1322.827021,3,43,3_43,1322.827021
BLRP2,CORP1,1382.20645,3,44,3_44,1382.20645
BLRP2,JHSP1,1410.63787,3,45,3_45,1410.63787
BLRP2,IXWP1,1431.540104,3,46,3_46,1431.540104
BLRP2,BHLP1,1435.411346,3,47,3_47,1435.411346
BLRP2,VNSP1,1492.733695,3,48,3_48,1492.733695
BLRP2,AUBP1,1498.174934,3,49,3_49,1498.174934
BLRP2,KNUP1,1523.026807,3,50,3_50,1523.026807
BLRP2,DBDP1,1530.106913,3,51,3_51,1530.106913
BLRP2,CCUP1,1551.09113,3,52,3_52,1551.09113
BLRP2,SYNP1,1580.228255,3,53,3_53,1580.228255
BLRP2,JAIP1,1581.534812,3,54,3_54,1581.534812
BLRP2,AGRP1,1605.047435,3,55,3_55,1605.047435
BLRP2,AGRP2,1614.413568,3,56,3_56,1614.413568
BLRP2,GKPP1,1650.285579,3,57,3_57,1650.285579
BLRP2,BPCP1,1664.67543,3,58,3_58,1664.67543
BLRP2,MZUP1,1686.458017,3,59,3_59,1686.458017
BLRP2,DELP1,1724.962271,3,60,3_60,1724.962271
BLRP2,DELP3,1782.055463,3,61,3_61,1782.055463
BLRP2,PGHP1,1799.303208,3,62,3_62,1799.303208
BLRP2,NJPP1,1899.431671,3,63,3_63,1899.431671
BLRP2,AMBP1,1944.737786,3,64,3_64,1944.737786
BLRP2,BKSP1,1953.789386,3,65,3_65,1953.789386
BLRP2,GAUP1,2091.990832,3,66,3_66,2091.990832
MULP1,SXVP1,173.056724,4,1,4_1,173.056724
MULP1,KRIP1,80.61923519,4,2,4_2,80.61923519
MULP1,BLRP2,88.0628709,4,3,4_3,88.0628709
MULP1,MULP1,0,4,4,4_4,0
MULP1,BLRP1,128.6999858,4,5,4_5,128.6999858
MULP1,BAGP1,99.18720543,4,6,4_6,99.18720543
MULP1,MAAP1,176.8805474,4,7,4_7,176.8805474
MULP1,GDRP1,179.6379295,4,8,4_8,179.6379295
MULP1,CTAP1,260.7846741,4,9,4_9,260.7846741
MULP1,GTYP1,226.3188365,4,10,4_10,226.3188365
MULP1,KRNP1,307.7523621,4,11,4_11,307.7523621
MULP1,HBXP1,438.0594091,4,12,4_12,438.0594091
MULP1,PGRP1,392.3681492,4,13,4_13,392.3681492
MULP1,VGAP1,427.2825729,4,14,4_14,427.2825729
MULP1,BGMP1,517.4781566,4,15,4_15,517.4781566
MULP1,HYDP1,445.8117963,4,16,4_16,445.8117963
MULP1,HYDP2,485.4476182,4,17,4_17,485.4476182
MULP1,NPWP1,583.0314399,4,18,4_18,583.0314399
MULP1,TPNP1,518.5906119,4,19,4_19,518.5906119
MULP1,SATP1,512.9786332,4,20,4_20,512.9786332
MULP1,SSEP1,580.1503921,4,21,4_21,580.1503921
MULP1,STRP1,696.4482468,4,22,4_22,696.4482468
MULP1,NDCP1,672.5023106,4,23,4_23,672.5023106
MULP1,VTZP1,686.1979517,4,24,4_24,686.1979517
MULP1,ADBP1,709.3635368,4,25,4_25,709.3635368
MULP1,PNQP1,794.1472264,4,26,4_26,794.1472264
MULP1,AWBP1,808.2911783,4,27,4_27,808.2911783
MULP1,MLGP1,799.7121318,4,28,4_28,799.7121318
MULP1,BOMP1,887.7451041,4,29,4_29,887.7451041
MULP1,NAGP1,881.591505,4,30,4_30,881.591505
MULP1,DHIP1,939.3536866,4,31,4_31,939.3536866
MULP1,VAPP1,993.4727195,4,32,4_32,993.4727195
MULP1,BAMP1,952.0319736,4,33,4_33,952.0319736
MULP1,RPRP1,949.8664182,4,34,4_34,949.8664182
MULP1,STVP1,1063.080648,4,35,4_35,1063.080648
MULP1,IDRP1,1088.152122,4,36,4_36,1088.152122
MULP1,NURP1,1083.717873,4,37,4_37,1083.717873
MULP1,SBPP1,1077.428199,4,38,4_38,1077.428199
MULP1,BDQP1,1156.386459,4,39,4_39,1156.386459
MULP1,AMDP1,1245.574274,4,40,4_40,1245.574274
MULP1,KDJP1,1218.599788,4,41,4_41,1218.599788
MULP1,BHCP1,1227.013427,4,42,4_42,1227.013427
MULP1,KHRP1,1308.480804,4,43,4_43,1308.480804
MULP1,CORP1,1359.903178,4,44,4_44,1359.903178
MULP1,JHSP1,1364.921053,4,45,4_45,1364.921053
MULP1,IXWP1,1350.455284,4,46,4_46,1350.455284
MULP1,BHLP1,1412.442667,4,47,4_47,1412.442667
MULP1,VNSP1,1425.084922,4,48,4_48,1425.084922
MULP1,AUBP1,1425.557829,4,49,4_49,1425.557829
MULP1,KNUP1,1467.586677,4,50,4_50,1467.586677
MULP1,DBDP1,1450.430401,4,51,4_51,1450.430401
MULP1,CCUP1,1466.658676,4,52,4_52,1466.658676
MULP1,SYNP1,1537.291616,4,53,4_53,1537.291616
MULP1,JAIP1,1550.321809,4,54,4_54,1550.321809
MULP1,AGRP1,1561.028837,4,55,4_55,1561.028837
MULP1,AGRP2,1572.087814,4,56,4_56,1572.087814
MULP1,GKPP1,1584.567507,4,57,4_57,1584.567507
MULP1,BPCP1,1582.168093,4,58,4_58,1582.168093
MULP1,MZUP1,1613.513823,4,59,4_59,1613.513823
MULP1,DELP1,1686.919587,4,60,4_60,1686.919587
MULP1,DELP3,1742.427428,4,61,4_61,1742.427428
MULP1,PGHP1,1749.627551,4,62,4_62,1749.627551
MULP1,NJPP1,1820.481975,4,63,4_63,1820.481975
MULP1,AMBP1,1905.91269,4,64,4_64,1905.91269
MULP1,BKSP1,1872.371248,4,65,4_65,1872.371248
MULP1,GAUP1,2008.345271,4,66,4_66,2008.345271
BLRP1,SXVP1,180.7175243,5,1,5_1,180.7175243
BLRP1,KRIP1,117.432144,5,2,5_2,117.432144
BLRP1,BLRP2,65.43250029,5,3,5_3,65.43250029
BLRP1,MULP1,128.6999858,5,4,5_4,128.6999858
BLRP1,BLRP1,0,5,5,5_5,0
BLRP1,BAGP1,86.19568473,5,6,5_6,86.19568473
BLRP1,MAAP1,305.0837237,5,7,5_7,305.0837237
BLRP1,GDRP1,295.9928186,5,8,5_8,295.9928186
BLRP1,CTAP1,160.906163,5,9,5_9,160.906163
BLRP1,GTYP1,212.9683825,5,10,5_10,212.9683825
BLRP1,KRNP1,317.3801563,5,11,5_11,317.3801563
BLRP1,HBXP1,340.4991839,5,12,5_12,340.4991839
BLRP1,PGRP1,460.9405337,5,13,5_13,460.9405337
BLRP1,VGAP1,510.3029845,5,14,5_14,510.3029845
BLRP1,BGMP1,421.9828734,5,15,5_15,421.9828734
BLRP1,HYDP1,461.9033281,5,16,5_16,461.9033281
BLRP1,HYDP2,498.2257137,5,17,5_17,498.2257137
BLRP1,NPWP1,495.2344948,5,18,5_18,495.2344948
BLRP1,TPNP1,537.6085775,5,19,5_19,537.6085775
BLRP1,SATP1,590.5495126,5,20,5_20,590.5495126
BLRP1,SSEP1,533.4317096,5,21,5_21,533.4317096
BLRP1,STRP1,619.5583393,5,22,5_22,619.5583393
BLRP1,NDCP1,665.3340762,5,23,5_23,665.3340762
BLRP1,VTZP1,783.0789069,5,24,5_24,783.0789069
BLRP1,ADBP1,725.3974946,5,25,5_25,725.3974946
BLRP1,PNQP1,722.9442646,5,26,5_26,722.9442646
BLRP1,AWBP1,770.4399209,5,27,5_27,770.4399209
BLRP1,MLGP1,788.5282609,5,28,5_28,788.5282609
BLRP1,BOMP1,814.3755516,5,29,5_29,814.3755516
BLRP1,NAGP1,901.3004879,5,30,5_30,901.3004879
BLRP1,DHIP1,898.0183964,5,31,5_31,898.0183964
BLRP1,VAPP1,927.0294732,5,32,5_32,927.0294732
BLRP1,BAMP1,1048.483495,5,33,5_33,1048.483495
BLRP1,RPRP1,1003.471629,5,34,5_34,1003.471629
BLRP1,STVP1,1003.223668,5,35,5_35,1003.223668
BLRP1,IDRP1,1067.781745,5,36,5_36,1067.781745
BLRP1,NURP1,1104.2678,5,37,5_37,1104.2678
BLRP1,SBPP1,1152.892041,5,38,5_38,1152.892041
BLRP1,BDQP1,1105.765587,5,39,5_39,1105.765587
BLRP1,AMDP1,1191.873704,5,40,5_40,1191.873704
BLRP1,KDJP1,1304.852231,5,41,5_41,1304.852231
BLRP1,BHCP1,1321.251393,5,42,5_42,1321.251393
BLRP1,KHRP1,1269.347273,5,43,5_43,1269.347273
BLRP1,CORP1,1332.394039,5,44,5_44,1332.394039
BLRP1,JHSP1,1375.027292,5,45,5_45,1375.027292
BLRP1,IXWP1,1433.986094,5,46,5_46,1433.986094
BLRP1,BHLP1,1385.85894,5,47,5_47,1385.85894
BLRP1,VNSP1,1476.457601,5,48,5_48,1476.457601
BLRP1,AUBP1,1487.762072,5,49,5_49,1487.762072
BLRP1,KNUP1,1494.877779,5,50,5_50,1494.877779
BLRP1,DBDP1,1529.906693,5,51,5_51,1529.906693
BLRP1,CCUP1,1560.484382,5,52,5_52,1560.484382
BLRP1,SYNP1,1542.363932,5,53,5_53,1542.363932
BLRP1,JAIP1,1536.250156,5,54,5_54,1536.250156
BLRP1,AGRP1,1567.903582,5,55,5_55,1567.903582
BLRP1,AGRP2,1576.079463,5,56,5_56,1576.079463
BLRP1,GKPP1,1631.672885,5,57,5_57,1631.672885
BLRP1,BPCP1,1669.573816,5,58,5_58,1669.573816
BLRP1,MZUP1,1676.178128,5,59,5_59,1676.178128
BLRP1,DELP1,1683.650109,5,60,5_60,1683.650109
BLRP1,DELP3,1741.704763,5,61,5_61,1741.704763
BLRP1,PGHP1,1766.07924,5,62,5_62,1766.07924
BLRP1,NJPP1,1897.571771,5,63,5_63,1897.571771
BLRP1,AMBP1,1903.700582,5,64,5_64,1903.700582
BLRP1,BKSP1,1956.235964,5,65,5_65,1956.235964
BLRP1,GAUP1,2098.982248,5,66,5_66,2098.982248
BAGP1,SXVP1,231.7069717,6,1,6_1,231.7069717
BAGP1,KRIP1,143.5328216,6,2,6_2,143.5328216
BAGP1,BLRP2,107.6275717,6,3,6_3,107.6275717
BAGP1,MULP1,99.18720543,6,4,6_4,99.18720543
BAGP1,BLRP1,86.19568473,6,5,6_5,86.19568473
BAGP1,BAGP1,0,6,6,6_6,0
BAGP1,MAAP1,264.0643308,6,7,6_7,264.0643308
BAGP1,GDRP1,226.5525846,6,8,6_8,226.5525846
BAGP1,CTAP1,165.6189419,6,9,6_9,165.6189419
BAGP1,GTYP1,143.1329834,6,10,6_10,143.1329834
BAGP1,KRNP1,240.8789548,6,11,6_11,240.8789548
BAGP1,HBXP1,339.8634571,6,12,6_12,339.8634571
BAGP1,PGRP1,374.7473852,6,13,6_13,374.7473852
BAGP1,VGAP1,424.7319815,6,14,6_14,424.7319815
BAGP1,BGMP1,418.7435138,6,15,6_15,418.7435138
BAGP1,HYDP1,385.0951396,6,16,6_16,385.0951396
BAGP1,HYDP2,422.8554806,6,17,6_17,422.8554806
BAGP1,NPWP1,483.844783,6,18,6_18,483.844783
BAGP1,TPNP1,460.4137574,6,19,6_19,460.4137574
BAGP1,SATP1,504.4557206,6,20,6_20,504.4557206
BAGP1,SSEP1,488.5989522,6,21,6_21,488.5989522
BAGP1,STRP1,598.1098724,6,22,6_22,598.1098724
BAGP1,NDCP1,599.0689141,6,23,6_23,599.0689141
BAGP1,VTZP1,699.1299138,6,24,6_24,699.1299138
BAGP1,ADBP1,650.0993756,6,25,6_25,650.0993756
BAGP1,PNQP1,696.8405921,6,26,6_26,696.8405921
BAGP1,AWBP1,720.8752237,6,27,6_27,720.8752237
BAGP1,MLGP1,724.6127868,6,28,6_28,724.6127868
BAGP1,BOMP1,790.175152,6,29,6_29,790.175152
BAGP1,NAGP1,825.2660304,6,30,6_30,825.2660304
BAGP1,DHIP1,850.9139563,6,31,6_31,850.9139563
BAGP1,VAPP1,897.4135804,6,32,6_32,897.4135804
BAGP1,BAMP1,964.0940976,6,33,6_33,964.0940976
BAGP1,RPRP1,919.2201211,6,34,6_34,919.2201211
BAGP1,STVP1,968.7636431,6,35,6_35,968.7636431
BAGP1,IDRP1,1009.09289,6,36,6_36,1009.09289
BAGP1,NURP1,1028.331245,6,37,6_37,1028.331245
BAGP1,SBPP1,1066.714602,6,38,6_38,1066.714602
BAGP1,BDQP1,1064.992051,6,39,6_39,1064.992051
BAGP1,AMDP1,1153.280905,6,40,6_40,1153.280905
BAGP1,KDJP1,1218.946472,6,41,6_41,1218.946472
BAGP1,BHCP1,1236.277016,6,42,6_42,1236.277016
BAGP1,KHRP1,1221.453965,6,43,6_43,1221.453965
BAGP1,CORP1,1277.872392,6,44,6_44,1277.872392
BAGP1,JHSP1,1303.140821,6,45,6_45,1303.140821
BAGP1,IXWP1,1347.898328,6,46,6_46,1347.898328
BAGP1,BHLP1,1330.889038,6,47,6_47,1330.889038
BAGP1,VNSP1,1392.916166,6,48,6_48,1392.916166
BAGP1,AUBP1,1402.589804,6,49,6_49,1402.589804
BAGP1,KNUP1,1417.23122,6,50,6_50,1417.23122
BAGP1,DBDP1,1443.71302,6,51,6_51,1443.71302
BAGP1,CCUP1,1475.354981,6,52,6_52,1475.354981
BAGP1,SYNP1,1472.604714,6,53,6_53,1472.604714
BAGP1,JAIP1,1474.987358,6,54,6_54,1474.987358
BAGP1,AGRP1,1497.447525,6,55,6_55,1497.447525
BAGP1,AGRP2,1506.785996,6,56,6_56,1506.785996
BAGP1,GKPP1,1549.037475,6,57,6_57,1549.037475
BAGP1,BPCP1,1583.688869,6,58,6_58,1583.688869
BAGP1,MZUP1,1591.00442,6,59,6_59,1591.00442
BAGP1,DELP1,1617.512115,6,60,6_60,1617.512115
BAGP1,DELP3,1674.504329,6,61,6_61,1674.504329
BAGP1,PGHP1,1692.182346,6,62,6_62,1692.182346
BAGP1,NJPP1,1811.399899,6,63,6_63,1811.399899
BAGP1,AMBP1,1837.244336,6,64,6_64,1837.244336
BAGP1,BKSP1,1870.120892,6,65,6_65,1870.120892
BAGP1,GAUP1,2013.33616,6,66,6_66,2013.33616
MAAP1,SXVP1,270.9805777,7,1,7_1,270.9805777
MAAP1,KRIP1,217.9513702,7,2,7_2,217.9513702
MAAP1,BLRP2,254.3961352,7,3,7_3,254.3961352
MAAP1,MULP1,176.8805474,7,4,7_4,176.8805474
MAAP1,BLRP1,305.0837237,7,5,7_5,305.0837237
MAAP1,BAGP1,264.0643308,7,6,7_6,264.0643308
MAAP1,MAAP1,0.000134414,7,7,7_7,0.000134414
MAAP1,GDRP1,120.8282938,7,8,7_8,120.8282938
MAAP1,CTAP1,429.6105389,7,9,7_9,429.6105389
MAAP1,GTYP1,348.7460425,7,10,7_10,348.7460425
MAAP1,KRNP1,390.8825884,7,11,7_11,390.8825884
MAAP1,HBXP1,599.7324818,7,12,7_12,599.7324818
MAAP1,PGRP1,377.4381027,7,13,7_13,377.4381027
MAAP1,VGAP1,380.2724213,7,14,7_14,380.2724213
MAAP1,BGMP1,675.9034813,7,15,7_15,675.9034813
MAAP1,HYDP1,500.7912565,7,16,7_16,500.7912565
MAAP1,HYDP2,540.4412219,7,17,7_17,540.4412219
MAAP1,NPWP1,734.1449229,7,18,7_18,734.1449229
MAAP1,TPNP1,562.520225,7,19,7_19,562.520225
MAAP1,SATP1,466.8144683,7,20,7_20,466.8144683
MAAP1,SSEP1,694.5517671,7,21,7_21,694.5517671
MAAP1,STRP1,835.6959252,7,22,7_22,835.6959252
MAAP1,NDCP1,739.0291527,7,23,7_23,739.0291527
MAAP1,VTZP1,591.5698937,7,24,7_24,591.5698937
MAAP1,ADBP1,744.5594315,7,25,7_25,744.5594315
MAAP1,PNQP1,926.044211,7,26,7_26,926.044211
MAAP1,AWBP1,905.1182067,7,27,7_27,905.1182067
MAAP1,MLGP1,865.7770894,7,28,7_28,865.7770894
MAAP1,BOMP1,1020.158444,7,29,7_29,1020.158444
MAAP1,NAGP1,904.7689289,7,30,7_30,904.7689289
MAAP1,DHIP1,1036.843748,7,31,7_31,1036.843748
MAAP1,VAPP1,1117.266874,7,32,7_32,1117.266874
MAAP1,BAMP1,850.6215237,7,33,7_33,850.6215237
MAAP1,RPRP1,921.3829101,7,34,7_34,921.3829101
MAAP1,STVP1,1178.889003,7,35,7_35,1178.889003
MAAP1,IDRP1,1157.915853,7,36,7_36,1157.915853
MAAP1,NURP1,1100.177742,7,37,7_37,1100.177742
MAAP1,SBPP1,1010.61357,7,38,7_38,1010.61357
MAAP1,BDQP1,1260.696428,7,39,7_39,1260.696428
MAAP1,AMDP1,1352.276352,7,40,7_40,1352.276352
MAAP1,KDJP1,1131.116516,7,41,7_41,1131.116516
MAAP1,BHCP1,1125.413078,7,42,7_42,1125.413078
MAAP1,KHRP1,1397.541052,7,43,7_43,1397.541052
MAAP1,CORP1,1434.285329,7,44,7_44,1434.285329
MAAP1,JHSP1,1390.64696,7,45,7_45,1390.64696
MAAP1,IXWP1,1265.964908,7,46,7_46,1265.964908
