experiment_id,formulation,driver,shift,homeloc,hours,legendname
10,heterogeneous,60,2,11,17.485,With driver equity
10,heterogeneous,61,2,11,8.489,With driver equity
10,heterogeneous,62,2,11,16.809,With driver equity
10,heterogeneous,63,1,12,0,With driver equity
10,heterogeneous,64,2,12,11.141,With driver equity
10,heterogeneous,65,2,12,11.141,With driver equity
10,heterogeneous,66,1,12,11.141,With driver equity
10,heterogeneous,67,2,12,20.618,With driver equity
10,heterogeneous,68,2,12,6.981,With driver equity
10,heterogeneous,69,1,12,9.646,With driver equity
10,heterogeneous,70,1,13,22.204,With driver equity
10,heterogeneous,71,1,13,33.319,With driver equity
10,heterogeneous,72,2,13,17.81,With driver equity
10,heterogeneous,73,1,14,18.343,With driver equity
10,heterogeneous,74,1,14,18.343,With driver equity
10,heterogeneous,75,1,14,14.378,With driver equity
10,heterogeneous,76,1,14,19.721,With driver equity
10,heterogeneous,77,2,14,18.343,With driver equity
10,heterogeneous,78,2,14,18.343,With driver equity
10,heterogeneous,79,2,14,22.23,With driver equity
10,heterogeneous,80,2,15,12.896,With driver equity
10,heterogeneous,81,2,15,12.896,With driver equity
10,heterogeneous,82,1,15,12.246,With driver equity
10,heterogeneous,83,2,15,12.896,With driver equity
10,heterogeneous,84,1,15,8.359,With driver equity
10,heterogeneous,85,1,15,0,With driver equity
10,heterogeneous,86,2,15,0,With driver equity
10,heterogeneous,87,2,15,0,With driver equity
10,heterogeneous,88,1,15,4.433,With driver equity
10,heterogeneous,89,1,15,12.246,With driver equity
10,heterogeneous,90,1,16,7.605,With driver equity
10,heterogeneous,91,1,16,18.642,With driver equity
10,heterogeneous,92,2,16,22.88,With driver equity
10,heterogeneous,93,1,16,15.301,With driver equity
10,heterogeneous,94,1,17,14.703,With driver equity
10,heterogeneous,95,1,17,18.772,With driver equity
10,heterogeneous,96,2,18,6.175,With driver equity
10,heterogeneous,97,1,18,25.89,With driver equity
10,heterogeneous,98,1,18,24.005,With driver equity
10,heterogeneous,99,2,19,8.32,With driver equity
10,heterogeneous,100,1,19,24.466,With driver equity
10,heterogeneous,101,1,19,10.231,With driver equity
10,heterogeneous,102,2,19,20.397,With driver equity
10,heterogeneous,103,1,20,17.511,With driver equity
10,heterogeneous,104,2,20,23.894,With driver equity
10,heterogeneous,105,1,20,26.416,With driver equity
10,heterogeneous,106,1,21,0,With driver equity
10,heterogeneous,107,1,21,9.815,With driver equity
10,heterogeneous,108,1,21,15.054,With driver equity
10,heterogeneous,109,2,21,23.985,With driver equity
10,heterogeneous,110,2,21,23.985,With driver equity
10,heterogeneous,111,1,21,23.01,With driver equity
10,heterogeneous,112,1,21,22.165,With driver equity
10,heterogeneous,113,1,21,0,With driver equity
10,heterogeneous,114,1,22,33.553,With driver equity
10,heterogeneous,115,2,22,12.779,With driver equity
10,heterogeneous,116,1,22,11.154,With driver equity
10,heterogeneous,117,2,22,22.399,With driver equity
10,heterogeneous,118,2,22,23.933,With driver equity
10,heterogeneous,119,2,22,6.084,With driver equity
10,heterogeneous,120,1,22,6.084,With driver equity
10,heterogeneous,121,2,22,23.238,With driver equity
10,heterogeneous,122,2,22,0,With driver equity
10,heterogeneous,123,1,22,22.399,With driver equity
10,heterogeneous,124,1,22,22.399,With driver equity
10,heterogeneous,125,1,23,7.241,With driver equity
10,heterogeneous,126,2,23,25.532,With driver equity
10,heterogeneous,127,1,23,11.024,With driver equity
10,heterogeneous,128,2,24,8.45,With driver equity
10,heterogeneous,129,2,24,18.343,With driver equity
10,heterogeneous,130,2,24,8.45,With driver equity
10,heterogeneous,131,1,24,18.343,With driver equity
10,heterogeneous,132,2,24,18.343,With driver equity
10,heterogeneous,133,2,25,0,With driver equity
10,heterogeneous,134,2,25,21.879,With driver equity
10,heterogeneous,135,1,25,11.089,With driver equity
10,heterogeneous,136,2,25,21.879,With driver equity
10,heterogeneous,137,2,25,10.231,With driver equity
10,heterogeneous,138,2,25,21.879,With driver equity
10,heterogeneous,139,2,25,10.894,With driver equity
10,heterogeneous,140,2,25,10.894,With driver equity
10,heterogeneous,141,2,25,10.894,With driver equity
10,heterogeneous,142,1,25,21.047,With driver equity
10,heterogeneous,143,2,25,10.894,With driver equity
10,heterogeneous,144,1,25,16.231,With driver equity
10,heterogeneous,145,2,25,10.894,With driver equity
10,heterogeneous,146,1,25,10.231,With driver equity
10,heterogeneous,147,2,26,22.568,With driver equity
10,heterogeneous,148,1,26,28.483,With driver equity
10,heterogeneous,149,2,26,6.331,With driver equity
10,heterogeneous,150,2,26,19.188,With driver equity
10,heterogeneous,151,1,26,21.983,With driver equity
10,heterogeneous,152,2,26,35.386,With driver equity
10,heterogeneous,153,2,26,18.811,With driver equity
10,heterogeneous,154,2,26,30.797,With driver equity
10,heterogeneous,155,2,27,24.349,With driver equity
10,heterogeneous,156,2,28,16.075,With driver equity
10,heterogeneous,157,2,28,21.574,With driver equity
10,heterogeneous,158,2,28,6.344,With driver equity
10,heterogeneous,159,1,29,24.505,With driver equity
10,heterogeneous,160,2,30,24.336,With driver equity
10,heterogeneous,161,2,30,0,With driver equity
10,heterogeneous,162,1,30,19.253,With driver equity
10,heterogeneous,163,2,30,13.676,With driver equity
10,heterogeneous,164,1,30,13.676,With driver equity
10,heterogeneous,165,2,30,0,With driver equity
10,heterogeneous,166,2,30,16.25,With driver equity
10,heterogeneous,167,1,30,20.397,With driver equity
10,heterogeneous,168,1,30,8.086,With driver equity
10,heterogeneous,169,1,30,22.698,With driver equity
10,heterogeneous,170,2,31,15.08,With driver equity
10,heterogeneous,171,2,31,12.311,With driver equity
10,heterogeneous,172,1,31,12.311,With driver equity
10,heterogeneous,173,1,31,21.385,With driver equity
10,heterogeneous,174,2,31,10.309,With driver equity
10,heterogeneous,175,2,31,26.676,With driver equity
10,heterogeneous,176,1,31,21.385,With driver equity
10,heterogeneous,177,2,32,20.566,With driver equity
10,heterogeneous,178,1,32,32.266,With driver equity
10,heterogeneous,179,1,32,0,With driver equity
10,heterogeneous,180,1,32,29.276,With driver equity
10,heterogeneous,181,1,32,22.711,With driver equity
10,heterogeneous,182,2,32,20.566,With driver equity
10,heterogeneous,183,1,33,25.779,With driver equity
10,heterogeneous,184,2,33,16.64,With driver equity
10,heterogeneous,185,2,33,16.64,With driver equity
10,heterogeneous,186,2,33,16.64,With driver equity
10,heterogeneous,187,2,33,8.19,With driver equity
10,heterogeneous,188,1,33,16.64,With driver equity
10,heterogeneous,189,2,33,8.19,With driver equity
10,heterogeneous,190,2,33,24.83,With driver equity
10,heterogeneous,191,2,34,6.539,With driver equity
10,heterogeneous,192,1,34,19.578,With driver equity
10,heterogeneous,193,1,35,0,With driver equity
10,heterogeneous,194,2,35,11.635,With driver equity
10,heterogeneous,195,1,35,23.296,With driver equity
10,heterogeneous,196,2,35,11.596,With driver equity
10,heterogeneous,197,1,36,24.141,With driver equity
10,heterogeneous,198,1,36,24.141,With driver equity
10,heterogeneous,199,1,36,24.141,With driver equity
10,heterogeneous,200,2,36,23.816,With driver equity
10,heterogeneous,201,2,36,10.361,With driver equity
10,heterogeneous,202,1,36,18.421,With driver equity
10,heterogeneous,203,2,36,10.361,With driver equity
10,heterogeneous,204,2,36,30.667,With driver equity
10,heterogeneous,205,2,36,30.667,With driver equity
10,heterogeneous,206,2,37,10.985,With driver equity
10,heterogeneous,207,2,37,10.985,With driver equity
10,heterogeneous,208,1,37,22.399,With driver equity
10,heterogeneous,209,1,37,25.87,With driver equity
10,heterogeneous,210,2,37,13.676,With driver equity
10,heterogeneous,211,2,37,10.985,With driver equity
10,heterogeneous,212,1,37,25.87,With driver equity
10,heterogeneous,213,1,37,21.879,With driver equity
10,heterogeneous,214,1,37,25.87,With driver equity
10,heterogeneous,215,2,37,10.985,With driver equity
10,heterogeneous,216,1,37,22.399,With driver equity
10,heterogeneous,217,1,37,25.87,With driver equity
10,heterogeneous,218,2,37,10.985,With driver equity
10,heterogeneous,219,2,37,10.985,With driver equity
10,heterogeneous,220,1,38,19.539,With driver equity
10,heterogeneous,221,1,38,6.5,With driver equity
10,heterogeneous,222,2,39,11.986,With driver equity
10,heterogeneous,223,1,39,23.309,With driver equity
10,heterogeneous,224,1,39,8.32,With driver equity
10,heterogeneous,225,1,39,0,With driver equity
10,heterogeneous,226,2,39,18.148,With driver equity
10,heterogeneous,227,2,39,9.074,With driver equity
10,heterogeneous,228,2,39,23.686,With driver equity
10,heterogeneous,229,2,39,0,With driver equity
10,heterogeneous,230,1,39,11.375,With driver equity
10,heterogeneous,231,2,40,7.865,With driver equity
10,heterogeneous,232,2,40,25.721,With driver equity
10,heterogeneous,233,2,40,7.865,With driver equity
10,heterogeneous,234,2,41,25.909,With driver equity
10,heterogeneous,235,1,41,17.16,With driver equity
10,heterogeneous,236,2,42,0,With driver equity
10,heterogeneous,237,2,42,17.81,With driver equity
10,heterogeneous,238,1,42,17.81,With driver equity
10,heterogeneous,239,1,42,17.81,With driver equity
10,heterogeneous,240,2,42,23.348,With driver equity
10,heterogeneous,241,2,42,15.054,With driver equity
10,heterogeneous,242,2,42,0,With driver equity
10,heterogeneous,243,1,42,26.481,With driver equity
10,heterogeneous,244,2,42,0,With driver equity
10,heterogeneous,245,2,42,17.81,With driver equity
10,heterogeneous,246,2,43,22.711,With driver equity
10,heterogeneous,247,2,43,17.355,With driver equity
10,heterogeneous,248,1,43,11.375,With driver equity
10,heterogeneous,249,1,43,11.375,With driver equity
10,heterogeneous,250,1,43,22.75,With driver equity
10,heterogeneous,251,2,43,22.711,With driver equity
10,heterogeneous,252,1,43,11.375,With driver equity
10,heterogeneous,253,2,43,17.375,With driver equity
10,heterogeneous,254,2,43,11.934,With driver equity
10,heterogeneous,255,1,43,4.966,With driver equity
10,heterogeneous,256,1,43,17.375,With driver equity
10,heterogeneous,257,2,44,8.58,With driver equity
10,heterogeneous,258,2,44,14.768,With driver equity
10,heterogeneous,259,1,45,7.371,With driver equity
10,heterogeneous,260,1,45,9.945,With driver equity
10,heterogeneous,261,1,45,14.885,With driver equity
10,heterogeneous,262,1,45,22.256,With driver equity
10,heterogeneous,263,2,45,27.677,With driver equity
10,heterogeneous,264,2,45,27.677,With driver equity
10,heterogeneous,265,2,45,14.885,With driver equity
10,heterogeneous,266,1,45,14.885,With driver equity
10,heterogeneous,267,1,45,14.885,With driver equity
10,heterogeneous,268,2,45,30.251,With driver equity
10,heterogeneous,269,1,45,0,With driver equity
10,heterogeneous,270,1,45,24.83,With driver equity
10,heterogeneous,271,2,45,0,With driver equity
10,heterogeneous,272,2,45,17.706,With driver equity
10,heterogeneous,273,2,45,27.677,With driver equity
10,heterogeneous,274,1,45,14.885,With driver equity
10,heterogeneous,275,2,45,0,With driver equity
10,heterogeneous,276,1,45,19.916,With driver equity
10,heterogeneous,277,1,45,22.256,With driver equity
10,heterogeneous,278,2,45,10.335,With driver equity
10,heterogeneous,279,1,46,11.72,With driver equity
10,heterogeneous,280,2,46,20.566,With driver equity
10,heterogeneous,281,1,46,0,With driver equity
10,heterogeneous,282,1,46,10.361,With driver equity
10,heterogeneous,283,2,47,11.954,With driver equity
10,heterogeneous,284,2,47,0,With driver equity
10,heterogeneous,285,1,47,30.147,With driver equity
10,heterogeneous,286,2,47,32.097,With driver equity
10,heterogeneous,287,1,47,22.295,With driver equity
10,heterogeneous,288,2,47,20.033,With driver equity
10,heterogeneous,289,1,47,33.423,With driver equity
10,heterogeneous,290,2,47,21.333,With driver equity
10,heterogeneous,291,2,47,21.489,With driver equity
10,heterogeneous,292,1,48,24.908,With driver equity
10,heterogeneous,293,2,48,16.484,With driver equity
10,heterogeneous,294,1,48,16.484,With driver equity
10,heterogeneous,295,1,48,8.424,With driver equity
10,heterogeneous,296,2,48,16.484,With driver equity
10,heterogeneous,297,2,48,29.744,With driver equity
10,heterogeneous,298,1,48,8.424,With driver equity
10,heterogeneous,299,2,49,27.417,With driver equity
10,heterogeneous,300,1,49,20.58,With driver equity
10,heterogeneous,301,1,49,20.58,With driver equity
10,heterogeneous,302,2,49,20.58,With driver equity
10,heterogeneous,303,1,50,22.815,With driver equity
10,heterogeneous,304,1,50,17.537,With driver equity
10,heterogeneous,305,2,50,12.571,With driver equity
10,heterogeneous,306,1,50,6.331,With driver equity
10,heterogeneous,307,1,50,0,With driver equity
10,heterogeneous,308,1,50,12.545,With driver equity
10,heterogeneous,309,1,50,0,With driver equity
10,heterogeneous,310,2,50,6.136,With driver equity
10,heterogeneous,311,1,50,12.545,With driver equity
10,heterogeneous,312,2,50,6.136,With driver equity
10,heterogeneous,313,2,50,16.484,With driver equity
10,heterogeneous,314,2,50,16.484,With driver equity
10,heterogeneous,315,1,50,12.571,With driver equity
10,heterogeneous,316,2,51,21.32,With driver equity
10,heterogeneous,317,2,51,10.686,With driver equity
10,heterogeneous,318,1,51,21.32,With driver equity
10,heterogeneous,319,1,51,21.32,With driver equity
10,heterogeneous,320,2,51,0,With driver equity
10,heterogeneous,321,1,51,21.32,With driver equity
10,heterogeneous,322,1,51,21.32,With driver equity
10,heterogeneous,323,2,51,10.686,With driver equity
10,heterogeneous,324,2,52,17.667,With driver equity
10,heterogeneous,325,1,52,15.054,With driver equity
10,heterogeneous,326,2,52,0,With driver equity
10,heterogeneous,327,2,52,15.054,With driver equity
10,heterogeneous,328,1,52,19.019,With driver equity
10,heterogeneous,329,1,53,4.94,With driver equity
10,heterogeneous,330,1,53,0,With driver equity
10,heterogeneous,331,1,53,22.335,With driver equity
10,heterogeneous,332,2,53,26.67,With driver equity
10,heterogeneous,333,1,53,16.335,With driver equity
10,heterogeneous,334,2,53,10.335,With driver equity
10,heterogeneous,335,1,53,10.335,With driver equity
10,heterogeneous,336,2,53,21.431,With driver equity
10,heterogeneous,337,1,53,1.469,With driver equity
10,heterogeneous,338,1,53,10.335,With driver equity
10,heterogeneous,339,2,54,23.556,With driver equity
10,heterogeneous,340,2,54,28.977,With driver equity
10,heterogeneous,341,2,54,5.824,With driver equity
10,heterogeneous,342,1,54,23.778,With driver equity
10,heterogeneous,343,2,54,23.153,With driver equity
10,heterogeneous,344,1,54,17.778,With driver equity
10,heterogeneous,345,1,54,27.463,With driver equity
10,heterogeneous,346,2,54,17.778,With driver equity
10,heterogeneous,347,2,55,12.571,With driver equity
10,heterogeneous,348,1,55,12.571,With driver equity
10,heterogeneous,349,2,55,12.571,With driver equity
10,heterogeneous,350,2,55,6.24,With driver equity
10,heterogeneous,351,1,55,7.625,With driver equity
10,heterogeneous,352,1,55,0,With driver equity
10,heterogeneous,353,1,55,7.625,With driver equity
10,heterogeneous,354,2,55,20.71,With driver equity
10,heterogeneous,355,2,55,12.571,With driver equity
10,heterogeneous,356,1,55,12.571,With driver equity
10,heterogeneous,357,2,56,0,With driver equity
10,heterogeneous,358,1,56,0,With driver equity
10,heterogeneous,359,2,56,18.707,With driver equity
10,heterogeneous,360,1,56,20.086,With driver equity
10,heterogeneous,361,2,56,6.084,With driver equity
10,heterogeneous,362,2,56,12.948,With driver equity
10,heterogeneous,363,1,56,0,With driver equity
10,heterogeneous,364,2,56,0,With driver equity
10,heterogeneous,365,1,56,0,With driver equity
10,heterogeneous,366,1,56,0,With driver equity
10,heterogeneous,367,2,56,0,With driver equity
10,heterogeneous,368,2,56,0,With driver equity
10,heterogeneous,369,1,56,13,With driver equity
10,heterogeneous,370,1,56,12.623,With driver equity
10,heterogeneous,371,1,57,8.671,With driver equity
10,heterogeneous,372,2,57,0,With driver equity
10,heterogeneous,373,1,57,17.537,With driver equity
10,heterogeneous,374,2,58,22.906,With driver equity
10,heterogeneous,375,1,58,22.906,With driver equity
10,heterogeneous,376,1,58,6.565,With driver equity
10,heterogeneous,377,2,59,12.545,With driver equity
10,heterogeneous,378,2,59,6.24,With driver equity
10,heterogeneous,379,2,59,6.24,With driver equity
10,heterogeneous,380,1,59,0,With driver equity
10,heterogeneous,381,1,59,9.334,With driver equity
10,heterogeneous,382,1,59,0,With driver equity
10,heterogeneous,383,2,60,20.02,With driver equity
10,heterogeneous,384,2,60,10.569,With driver equity
10,heterogeneous,385,2,60,0,With driver equity
10,heterogeneous,386,2,60,10.569,With driver equity
10,heterogeneous,387,2,60,21.463,With driver equity
10,heterogeneous,388,1,60,21.463,With driver equity
10,heterogeneous,389,1,60,21.685,With driver equity
10,heterogeneous,390,2,60,0,With driver equity
10,heterogeneous,391,2,60,0,With driver equity
10,heterogeneous,392,2,60,0,With driver equity
10,heterogeneous,393,2,60,0,With driver equity
10,heterogeneous,394,2,60,21.333,With driver equity
10,heterogeneous,395,1,60,9.789,With driver equity
10,heterogeneous,396,2,61,21.762,With driver equity
10,heterogeneous,397,2,62,9.919,With driver equity
10,heterogeneous,398,1,63,30.238,With driver equity
10,heterogeneous,399,1,63,22.205,With driver equity
10,heterogeneous,400,1,63,20.254,With driver equity
10,heterogeneous,401,2,63,10.205,With driver equity
10,heterogeneous,402,1,63,0,With driver equity
10,heterogeneous,403,2,63,9.984,With driver equity
10,heterogeneous,404,2,63,0,With driver equity
10,heterogeneous,405,2,64,20.02,With driver equity
10,heterogeneous,406,2,64,9.516,With driver equity
10,heterogeneous,407,2,64,26.91,With driver equity
10,heterogeneous,408,1,64,0,With driver equity
10,heterogeneous,409,1,64,0,With driver equity
10,heterogeneous,410,1,65,0,With driver equity
10,heterogeneous,411,1,65,0,With driver equity
10,heterogeneous,412,2,66,0,With driver equity
10,heterogeneous,413,1,66,0,With driver equity
10,heterogeneous,414,2,66,11.284,With driver equity
11,homogeneousdeadlines,1,2,1,8.619,No driver equity
11,homogeneousdeadlines,2,2,1,22.477,No driver equity
11,homogeneousdeadlines,3,2,1,8.619,No driver equity
11,homogeneousdeadlines,4,2,1,17.875,No driver equity
11,homogeneousdeadlines,6,1,2,5.564,No driver equity
11,homogeneousdeadlines,7,1,2,15.425,No driver equity
11,homogeneousdeadlines,8,1,2,12.896,No driver equity
11,homogeneousdeadlines,10,1,2,21.931,No driver equity
11,homogeneousdeadlines,11,1,2,21.931,No driver equity
11,homogeneousdeadlines,5,2,2,24.271,No driver equity
11,homogeneousdeadlines,9,2,2,24.271,No driver equity
11,homogeneousdeadlines,12,2,2,12.896,No driver equity
11,homogeneousdeadlines,13,1,3,17.902,No driver equity
11,homogeneousdeadlines,14,2,4,9.113,No driver equity
11,homogeneousdeadlines,15,2,4,14.547,No driver equity
11,homogeneousdeadlines,16,2,5,6.877,No driver equity
11,homogeneousdeadlines,17,2,5,16.965,No driver equity
11,homogeneousdeadlines,18,1,6,11.648,No driver equity
11,homogeneousdeadlines,19,1,6,18.525,No driver equity
11,homogeneousdeadlines,21,1,6,17.635,No driver equity
11,homogeneousdeadlines,20,2,6,11.635,No driver equity
11,homogeneousdeadlines,23,1,7,0,No driver equity
11,homogeneousdeadlines,26,1,7,0,No driver equity
11,homogeneousdeadlines,22,2,7,23.699,No driver equity
11,homogeneousdeadlines,24,2,7,11.486,No driver equity
11,homogeneousdeadlines,25,2,7,27.833,No driver equity
11,homogeneousdeadlines,27,2,7,23.699,No driver equity
11,homogeneousdeadlines,28,2,7,22.906,No driver equity
11,homogeneousdeadlines,29,2,7,13.598,No driver equity
11,homogeneousdeadlines,30,2,7,19.266,No driver equity
11,homogeneousdeadlines,34,1,8,12.506,No driver equity
11,homogeneousdeadlines,36,1,8,19.747,No driver equity
11,homogeneousdeadlines,31,2,8,13.156,No driver equity
11,homogeneousdeadlines,32,2,8,23.53,No driver equity
11,homogeneousdeadlines,33,2,8,24.414,No driver equity
11,homogeneousdeadlines,35,2,8,12.506,No driver equity
11,homogeneousdeadlines,37,1,9,31.07,No driver equity
11,homogeneousdeadlines,40,1,9,33.644,No driver equity
11,homogeneousdeadlines,41,1,9,33.644,No driver equity
11,homogeneousdeadlines,43,1,9,33.67,No driver equity
11,homogeneousdeadlines,46,1,9,33.644,No driver equity
11,homogeneousdeadlines,38,2,9,20.82,No driver equity
11,homogeneousdeadlines,39,2,9,17.563,No driver equity
11,homogeneousdeadlines,42,2,9,20.787,No driver equity
11,homogeneousdeadlines,44,2,9,22.165,No driver equity
11,homogeneousdeadlines,45,2,9,21.736,No driver equity
11,homogeneousdeadlines,47,2,9,22.399,No driver equity
11,homogeneousdeadlines,49,1,10,8.619,No driver equity
11,homogeneousdeadlines,50,1,10,11.856,No driver equity
11,homogeneousdeadlines,53,1,10,7.124,No driver equity
11,homogeneousdeadlines,48,2,10,16.484,No driver equity
11,homogeneousdeadlines,51,2,10,26.78,No driver equity
11,homogeneousdeadlines,52,2,10,23.049,No driver equity
11,homogeneousdeadlines,54,2,10,16.484,No driver equity
11,homogeneousdeadlines,55,2,10,19.877,No driver equity
11,homogeneousdeadlines,57,1,11,21.58,No driver equity
11,homogeneousdeadlines,56,2,11,19.046,No driver equity
11,homogeneousdeadlines,58,2,11,11.635,No driver equity
11,homogeneousdeadlines,59,2,11,10.946,No driver equity
11,homogeneousdeadlines,60,2,11,12.064,No driver equity
11,homogeneousdeadlines,61,2,11,21.58,No driver equity
11,homogeneousdeadlines,62,2,11,10.764,No driver equity
11,homogeneousdeadlines,63,1,12,9.646,No driver equity
11,homogeneousdeadlines,66,1,12,10.127,No driver equity
11,homogeneousdeadlines,69,1,12,6.981,No driver equity
11,homogeneousdeadlines,64,2,12,9.646,No driver equity
11,homogeneousdeadlines,65,2,12,0,No driver equity
11,homogeneousdeadlines,67,2,12,9.646,No driver equity
11,homogeneousdeadlines,68,2,12,0,No driver equity
11,homogeneousdeadlines,70,1,13,11.115,No driver equity
11,homogeneousdeadlines,71,1,13,28.34,No driver equity
11,homogeneousdeadlines,72,2,13,22.204,No driver equity
11,homogeneousdeadlines,73,1,14,18.343,No driver equity
11,homogeneousdeadlines,74,1,14,22.23,No driver equity
11,homogeneousdeadlines,75,1,14,19.63,No driver equity
11,homogeneousdeadlines,76,1,14,20.839,No driver equity
11,homogeneousdeadlines,77,2,14,5.304,No driver equity
11,homogeneousdeadlines,78,2,14,5.304,No driver equity
11,homogeneousdeadlines,79,2,14,18.343,No driver equity
11,homogeneousdeadlines,82,1,15,0,No driver equity
11,homogeneousdeadlines,84,1,15,12.896,No driver equity
11,homogeneousdeadlines,85,1,15,0,No driver equity
11,homogeneousdeadlines,88,1,15,13.351,No driver equity
11,homogeneousdeadlines,89,1,15,0,No driver equity
11,homogeneousdeadlines,80,2,15,16.569,No driver equity
11,homogeneousdeadlines,81,2,15,0,No driver equity
11,homogeneousdeadlines,83,2,15,6.136,No driver equity
11,homogeneousdeadlines,86,2,15,12.896,No driver equity
11,homogeneousdeadlines,87,2,15,0,No driver equity
11,homogeneousdeadlines,90,1,16,22.555,No driver equity
11,homogeneousdeadlines,91,1,16,15.301,No driver equity
11,homogeneousdeadlines,93,1,16,15.301,No driver equity
11,homogeneousdeadlines,92,2,16,8.32,No driver equity
11,homogeneousdeadlines,94,1,17,20.787,No driver equity
11,homogeneousdeadlines,95,1,17,19.591,No driver equity
11,homogeneousdeadlines,97,1,18,24.739,No driver equity
11,homogeneousdeadlines,98,1,18,24.466,No driver equity
11,homogeneousdeadlines,96,2,18,24.232,No driver equity
11,homogeneousdeadlines,100,1,19,30.498,No driver equity
11,homogeneousdeadlines,101,1,19,26.332,No driver equity
11,homogeneousdeadlines,99,2,19,20.436,No driver equity
11,homogeneousdeadlines,102,2,19,24.453,No driver equity
11,homogeneousdeadlines,103,1,20,17.511,No driver equity
11,homogeneousdeadlines,105,1,20,26.416,No driver equity
11,homogeneousdeadlines,104,2,20,8.905,No driver equity
11,homogeneousdeadlines,106,1,21,12.935,No driver equity
11,homogeneousdeadlines,107,1,21,6.526,No driver equity
11,homogeneousdeadlines,108,1,21,15.574,No driver equity
11,homogeneousdeadlines,111,1,21,6.526,No driver equity
11,homogeneousdeadlines,112,1,21,6.37,No driver equity
11,homogeneousdeadlines,113,1,21,12.857,No driver equity
11,homogeneousdeadlines,109,2,21,21.944,No driver equity
11,homogeneousdeadlines,110,2,21,24.271,No driver equity
11,homogeneousdeadlines,114,1,22,17.238,No driver equity
11,homogeneousdeadlines,116,1,22,33.553,No driver equity
11,homogeneousdeadlines,120,1,22,34.45,No driver equity
11,homogeneousdeadlines,123,1,22,33.553,No driver equity
11,homogeneousdeadlines,124,1,22,33.553,No driver equity
11,homogeneousdeadlines,115,2,22,23.296,No driver equity
11,homogeneousdeadlines,117,2,22,23.296,No driver equity
11,homogeneousdeadlines,118,2,22,23.296,No driver equity
11,homogeneousdeadlines,119,2,22,23.608,No driver equity
11,homogeneousdeadlines,121,2,22,23.296,No driver equity
11,homogeneousdeadlines,122,2,22,12.974,No driver equity
11,homogeneousdeadlines,125,1,23,19.89,No driver equity
11,homogeneousdeadlines,127,1,23,11.024,No driver equity
11,homogeneousdeadlines,126,2,23,20.566,No driver equity
11,homogeneousdeadlines,131,1,24,8.45,No driver equity
