varname,currtime,a,arcstartloc,arcendloc,arcstarttime,arcendtime,value
y,12,382,27,23,36.0,48.0,0.0
y,12,384,27,23,48.0,60.0,0.0
y,12,386,27,23,60.0,72.0,0.0
y,12,388,27,23,72.0,84.0,0.0
y,12,399,27,21,12.0,24.0,0.0
y,12,401,27,21,24.0,36.0,0.0
y,12,403,27,21,36.0,48.0,0.0
y,12,405,27,21,48.0,60.0,0.0
y,12,407,27,21,60.0,72.0,0.0
y,12,409,27,21,72.0,84.0,0.0
y,12,434,6,5,12.0,18.0,0.0
y,12,435,6,5,18.0,24.0,0.0
y,12,436,6,5,24.0,30.0,0.0
y,12,437,6,5,30.0,36.0,0.0
y,12,438,6,5,36.0,42.0,0.0
y,12,439,6,5,42.0,48.0,0.0
y,12,440,6,5,48.0,54.0,0.0
y,12,441,6,5,54.0,60.0,0.0
y,12,442,6,5,60.0,66.0,0.0
y,12,443,6,5,66.0,72.0,0.0
y,12,444,6,5,72.0,78.0,0.0
y,12,445,6,5,78.0,84.0,0.0
y,12,446,6,3,12.0,18.0,0.0
y,12,447,6,3,18.0,24.0,0.0
y,12,448,6,3,24.0,30.0,0.0
y,12,449,6,3,30.0,36.0,0.0
y,12,450,6,3,36.0,42.0,0.0
y,12,451,6,3,42.0,48.0,0.0
y,12,452,6,3,48.0,54.0,0.0
y,12,453,6,3,54.0,60.0,0.0
y,12,454,6,3,60.0,66.0,0.0
y,12,455,6,3,66.0,72.0,0.0
y,12,456,6,3,72.0,78.0,0.0
y,12,457,6,3,78.0,84.0,0.0
y,12,458,6,9,12.0,24.0,0.0
y,12,460,6,9,24.0,36.0,0.0
y,12,462,6,9,36.0,48.0,0.0
y,12,464,6,9,48.0,60.0,0.0
y,12,466,6,9,60.0,72.0,0.0
y,12,468,6,9,72.0,84.0,0.0
y,12,469,6,10,12.0,18.0,0.0
y,12,470,6,10,18.0,24.0,0.0
y,12,471,6,10,24.0,30.0,0.0
y,12,472,6,10,30.0,36.0,0.0
y,12,473,6,10,36.0,42.0,0.0
y,12,474,6,10,42.0,48.0,0.0
y,12,475,6,10,48.0,54.0,0.0
y,12,476,6,10,54.0,60.0,0.0
y,12,477,6,10,60.0,66.0,0.0
y,12,478,6,10,66.0,72.0,0.0
y,12,479,6,10,72.0,78.0,0.0
y,12,480,6,10,78.0,84.0,0.0
y,12,490,6,11,12.0,24.0,0.0
y,12,492,6,11,24.0,36.0,0.0
y,12,494,6,11,36.0,48.0,0.0
y,12,496,6,11,48.0,60.0,0.0
y,12,498,6,11,60.0,72.0,0.0
y,12,500,6,11,72.0,84.0,0.0
y,12,501,6,1,12.0,24.0,0.0
y,12,503,6,1,24.0,36.0,0.0
y,12,505,6,1,36.0,48.0,0.0
y,12,507,6,1,48.0,60.0,0.0
y,12,509,6,1,60.0,72.0,0.0
y,12,511,6,1,72.0,84.0,0.0
y,12,512,33,42,12.0,24.0,1.0000000000001992
y,12,514,33,42,24.0,36.0,1.0
y,12,516,33,42,36.0,48.0,2.0
y,12,518,33,42,48.0,60.0,3.0
y,12,520,33,42,60.0,72.0,0.0
y,12,522,33,42,72.0,84.0,0.0
y,12,548,33,24,12.0,24.0,0.0
y,12,550,33,24,24.0,36.0,0.0
y,12,552,33,24,36.0,48.0,0.0
y,12,554,33,24,48.0,60.0,0.0
y,12,556,33,24,60.0,72.0,0.0
y,12,558,33,24,72.0,84.0,0.0
y,12,559,39,40,12.0,18.0,0.0
y,12,560,39,40,18.0,24.0,0.0
y,12,561,39,40,24.0,30.0,2.0
y,12,562,39,40,30.0,36.0,0.0
y,12,563,39,40,36.0,42.0,0.0
y,12,564,39,40,42.0,48.0,0.0
y,12,565,39,40,48.0,54.0,0.0
y,12,566,39,40,54.0,60.0,0.0
y,12,567,39,40,60.0,66.0,0.0
y,12,568,39,40,66.0,72.0,0.0
y,12,569,39,40,72.0,78.0,0.0
y,12,570,39,40,78.0,84.0,0.0
y,12,582,39,36,12.0,24.0,0.0
y,12,584,39,36,24.0,36.0,0.0
y,12,586,39,36,36.0,48.0,0.0
y,12,588,39,36,48.0,60.0,0.0
y,12,590,39,36,60.0,72.0,0.0
y,12,592,39,36,72.0,84.0,0.0
y,12,593,39,43,12.0,24.0,0.0
y,12,595,39,43,24.0,36.0,0.0
y,12,597,39,43,36.0,48.0,0.0
y,12,599,39,43,48.0,60.0,0.0
y,12,601,39,43,60.0,72.0,0.0
y,12,603,39,43,72.0,84.0,0.0
y,12,604,39,35,12.0,18.0,0.0
y,12,605,39,35,18.0,24.0,0.0
y,12,606,39,35,24.0,30.0,0.0
y,12,607,39,35,30.0,36.0,0.0
y,12,608,39,35,36.0,42.0,0.0
y,12,609,39,35,42.0,48.0,0.0
y,12,610,39,35,48.0,54.0,0.0
y,12,611,39,35,54.0,60.0,0.0
y,12,612,39,35,60.0,66.0,0.0
y,12,613,39,35,66.0,72.0,0.0
y,12,614,39,35,72.0,78.0,0.0
y,12,615,39,35,78.0,84.0,0.0
y,12,616,39,32,12.0,24.0,0.0
y,12,618,39,32,24.0,36.0,0.0
y,12,620,39,32,36.0,48.0,0.0
y,12,622,39,32,48.0,60.0,0.0
y,12,624,39,32,60.0,72.0,0.0
y,12,626,39,32,72.0,84.0,0.0
y,12,627,15,9,12.0,24.0,0.0
y,12,629,15,9,24.0,36.0,0.0
y,12,631,15,9,36.0,48.0,0.0
y,12,633,15,9,48.0,60.0,0.0
y,12,635,15,9,60.0,72.0,0.0
y,12,637,15,9,72.0,84.0,0.0
y,12,638,15,12,12.0,18.0,0.0
y,12,639,15,12,18.0,24.0,0.0
y,12,640,15,12,24.0,30.0,0.0
y,12,641,15,12,30.0,36.0,0.0
y,12,642,15,12,36.0,42.0,0.0
y,12,643,15,12,42.0,48.0,0.0
y,12,644,15,12,48.0,54.0,0.0
y,12,645,15,12,54.0,60.0,0.0
y,12,646,15,12,60.0,66.0,0.0
y,12,647,15,12,66.0,72.0,0.0
y,12,648,15,12,72.0,78.0,0.0
y,12,649,15,12,78.0,84.0,0.0
y,12,656,15,26,12.0,24.0,0.0
y,12,658,15,26,24.0,36.0,0.0
y,12,660,15,26,36.0,48.0,0.0
y,12,662,15,26,48.0,60.0,0.0
y,12,664,15,26,60.0,72.0,0.0
y,12,666,15,26,72.0,84.0,0.0
y,12,677,15,22,12.0,18.0,0.0
y,12,678,15,22,18.0,24.0,0.0
y,12,679,15,22,24.0,30.0,1.0000000000008245
y,12,680,15,22,30.0,36.0,1.0000000000002285
y,12,681,15,22,36.0,42.0,0.0
y,12,682,15,22,42.0,48.0,0.0
y,12,683,15,22,48.0,54.0,0.0
y,12,684,15,22,54.0,60.0,1.000000000000185
y,12,685,15,22,60.0,66.0,1.9999999999999998
y,12,686,15,22,66.0,72.0,1.0000000000004123
y,12,687,15,22,72.0,78.0,0.0
y,12,688,15,22,78.0,84.0,0.0
y,12,689,42,33,12.0,24.0,0.0
y,12,691,42,33,24.0,36.0,0.0
y,12,693,42,33,36.0,48.0,0.0
y,12,695,42,33,48.0,60.0,0.0
y,12,697,42,33,60.0,72.0,0.0
y,12,699,42,33,72.0,84.0,0.0
y,12,700,42,52,12.0,24.0,0.0
y,12,702,42,52,24.0,36.0,0.0
y,12,704,42,52,36.0,48.0,0.0
y,12,706,42,52,48.0,60.0,1.0
y,12,708,42,52,60.0,72.0,0.0
y,12,710,42,52,72.0,84.0,0.0
y,12,711,42,46,12.0,24.0,0.0
y,12,713,42,46,24.0,36.0,0.0
y,12,715,42,46,36.0,48.0,0.0
y,12,717,42,46,48.0,60.0,0.0
y,12,719,42,46,60.0,72.0,0.0
y,12,721,42,46,72.0,84.0,0.0
y,12,722,42,41,12.0,24.0,0.0
y,12,724,42,41,24.0,36.0,0.0
y,12,726,42,41,36.0,48.0,0.0
y,12,728,42,41,48.0,60.0,0.0
y,12,730,42,41,60.0,72.0,0.0
y,12,732,42,41,72.0,84.0,0.0
y,12,743,47,60,12.0,24.0,0.0
y,12,745,47,60,24.0,36.0,1.0
y,12,747,47,60,36.0,48.0,0.0
y,12,749,47,60,48.0,60.0,1.0000000000006817
y,12,751,47,60,60.0,72.0,0.0
y,12,753,47,60,72.0,84.0,0.0
y,12,754,47,54,12.0,18.0,0.0
y,12,755,47,54,18.0,24.0,0.0
y,12,756,47,54,24.0,30.0,0.0
y,12,757,47,54,30.0,36.0,0.0
y,12,758,47,54,36.0,42.0,0.0
y,12,759,47,54,42.0,48.0,0.0
y,12,760,47,54,48.0,54.0,0.0
y,12,761,47,54,54.0,60.0,0.0
y,12,762,47,54,60.0,66.0,0.0
y,12,763,47,54,66.0,72.0,0.0
y,12,764,47,54,72.0,78.0,0.0
y,12,765,47,54,78.0,84.0,0.0
y,12,766,47,43,12.0,18.0,0.0
y,12,767,47,43,18.0,24.0,0.0
y,12,768,47,43,24.0,30.0,0.0
y,12,769,47,43,30.0,36.0,0.0
y,12,770,47,43,36.0,42.0,0.0
y,12,771,47,43,42.0,48.0,0.0
y,12,772,47,43,48.0,54.0,0.0
y,12,773,47,43,54.0,60.0,0.0
y,12,774,47,43,60.0,66.0,0.0
y,12,775,47,43,66.0,72.0,0.0
y,12,776,47,43,72.0,78.0,0.0
y,12,777,47,43,78.0,84.0,0.0
y,12,794,65,63,12.0,24.0,0.0
y,12,796,65,63,24.0,36.0,0.0
y,12,798,65,63,36.0,48.0,0.0
y,12,800,65,63,48.0,60.0,0.0
y,12,802,65,63,60.0,72.0,0.0
y,12,804,65,63,72.0,84.0,0.0
y,12,805,5,6,12.0,18.0,0.0
y,12,806,5,6,18.0,24.0,0.0
y,12,807,5,6,24.0,30.0,0.0
y,12,808,5,6,30.0,36.0,0.0
y,12,809,5,6,36.0,42.0,0.0
y,12,810,5,6,42.0,48.0,0.0
y,12,811,5,6,48.0,54.0,0.0
y,12,812,5,6,54.0,60.0,0.0
y,12,813,5,6,60.0,66.0,0.0
y,12,814,5,6,66.0,72.0,0.0
y,12,815,5,6,72.0,78.0,0.0
y,12,816,5,6,78.0,84.0,0.0
y,12,817,5,3,12.0,18.0,0.0
y,12,818,5,3,18.0,24.0,0.0
y,12,819,5,3,24.0,30.0,0.0
y,12,820,5,3,30.0,36.0,0.0
y,12,821,5,3,36.0,42.0,0.0
y,12,822,5,3,42.0,48.0,2.0
y,12,823,5,3,48.0,54.0,0.0
y,12,824,5,3,54.0,60.0,1.0
y,12,825,5,3,60.0,66.0,0.0
y,12,826,5,3,66.0,72.0,0.0
y,12,827,5,3,72.0,78.0,0.0
y,12,828,5,3,78.0,84.0,0.0
y,12,829,5,9,12.0,18.0,0.0
y,12,830,5,9,18.0,24.0,0.0
y,12,831,5,9,24.0,30.0,0.0
y,12,832,5,9,30.0,36.0,0.0
y,12,833,5,9,36.0,42.0,0.0
y,12,834,5,9,42.0,48.0,0.0
y,12,835,5,9,48.0,54.0,0.0
y,12,836,5,9,54.0,60.0,0.0
y,12,837,5,9,60.0,66.0,0.0
y,12,838,5,9,66.0,72.0,0.0
y,12,839,5,9,72.0,78.0,0.0
y,12,840,5,9,78.0,84.0,0.0
y,12,841,5,10,12.0,24.0,0.0
y,12,843,5,10,24.0,36.0,0.0
y,12,845,5,10,36.0,48.0,0.0
y,12,847,5,10,48.0,60.0,0.0
y,12,849,5,10,60.0,72.0,0.0
y,12,851,5,10,72.0,84.0,0.0
y,12,852,5,2,12.0,24.0,0.0
y,12,854,5,2,24.0,36.0,0.0
y,12,856,5,2,36.0,48.0,0.0
y,12,858,5,2,48.0,60.0,0.0
y,12,860,5,2,60.0,72.0,0.0
y,12,862,5,2,72.0,84.0,0.0
y,12,863,5,4,12.0,24.0,0.0
y,12,865,5,4,24.0,36.0,0.0
y,12,867,5,4,36.0,48.0,0.0
y,12,869,5,4,48.0,60.0,0.0
y,12,871,5,4,60.0,72.0,0.0
y,12,873,5,4,72.0,84.0,0.0
y,12,874,5,1,12.0,24.0,0.0
y,12,876,5,1,24.0,36.0,0.0
y,12,878,5,1,36.0,48.0,0.0
y,12,880,5,1,48.0,60.0,0.0
y,12,882,5,1,60.0,72.0,0.0
y,12,884,5,1,72.0,84.0,0.0
y,12,885,3,6,12.0,18.0,0.0
y,12,886,3,6,18.0,24.0,0.0
y,12,887,3,6,24.0,30.0,0.0
y,12,888,3,6,30.0,36.0,0.0
y,12,889,3,6,36.0,42.0,0.0
y,12,890,3,6,42.0,48.0,0.0
y,12,891,3,6,48.0,54.0,0.0
y,12,892,3,6,54.0,60.0,0.0
y,12,893,3,6,60.0,66.0,0.0
y,12,894,3,6,66.0,72.0,0.0
y,12,895,3,6,72.0,78.0,0.0
y,12,896,3,6,78.0,84.0,0.0
y,12,897,16,17,12.0,18.0,0.0
y,12,898,16,17,18.0,24.0,0.0
y,12,899,16,17,24.0,30.0,0.0
y,12,900,16,17,30.0,36.0,-0.0
y,12,901,16,17,36.0,42.0,0.0
y,12,902,16,17,42.0,48.0,0.0
y,12,903,16,17,48.0,54.0,0.0
y,12,904,16,17,54.0,60.0,0.0
y,12,905,16,17,60.0,66.0,0.0
y,12,906,16,17,66.0,72.0,0.0
y,12,907,16,17,72.0,78.0,0.0
y,12,908,16,17,78.0,84.0,0.0
y,12,909,3,9,12.0,24.0,0.0
y,12,911,3,9,24.0,36.0,0.0
y,12,913,3,9,36.0,48.0,0.0
y,12,915,3,9,48.0,60.0,0.0
y,12,917,3,9,60.0,72.0,0.0
y,12,919,3,9,72.0,84.0,0.0
y,12,930,3,10,12.0,24.0,0.0
y,12,932,3,10,24.0,36.0,0.0
y,12,934,3,10,36.0,48.0,0.0
y,12,936,3,10,48.0,60.0,0.0
y,12,938,3,10,60.0,72.0,0.0
y,12,940,3,10,72.0,84.0,0.0
y,12,941,3,2,12.0,18.0,0.0
y,12,942,3,2,18.0,24.0,0.0
y,12,943,3,2,24.0,30.0,0.0
y,12,944,3,2,30.0,36.0,0.0
y,12,945,3,2,36.0,42.0,0.0
y,12,946,3,2,42.0,48.0,0.0
y,12,947,3,2,48.0,54.0,0.0
y,12,948,3,2,54.0,60.0,0.0
y,12,949,3,2,60.0,66.0,1.0000000000004259
y,12,950,3,2,66.0,72.0,0.0
y,12,951,3,2,72.0,78.0,0.0
y,12,952,3,2,78.0,84.0,0.0
y,12,953,3,4,12.0,18.0,0.0
y,12,954,3,4,18.0,24.0,0.0
y,12,955,3,4,24.0,30.0,0.0
y,12,956,3,4,30.0,36.0,0.0
y,12,957,3,4,36.0,42.0,0.0
y,12,958,3,4,42.0,48.0,0.0
y,12,959,3,4,48.0,54.0,0.0
y,12,960,3,4,54.0,60.0,0.0
y,12,961,3,4,60.0,66.0,0.0
y,12,962,3,4,66.0,72.0,0.0
y,12,963,3,4,72.0,78.0,0.0
y,12,964,3,4,78.0,84.0,0.0
y,12,965,3,1,12.0,18.0,0.0
y,12,966,3,1,18.0,24.0,0.0
y,12,967,3,1,24.0,30.0,0.0
y,12,968,3,1,30.0,36.0,0.0
y,12,969,3,1,36.0,42.0,0.0
y,12,970,3,1,42.0,48.0,0.0
y,12,971,3,1,48.0,54.0,0.0
y,12,972,3,1,54.0,60.0,0.0
y,12,973,3,1,60.0,66.0,0.0
y,12,974,3,1,66.0,72.0,0.0
y,12,975,3,1,72.0,78.0,0.0
y,12,976,3,1,78.0,84.0,0.0
y,12,977,29,27,12.0,24.0,0.0
y,12,979,29,27,24.0,36.0,0.0
y,12,981,29,27,36.0,48.0,0.0
y,12,983,29,27,48.0,60.0,0.0
y,12,985,29,27,60.0,72.0,0.0
y,12,987,29,27,72.0,84.0,0.0
y,12,997,29,31,12.0,24.0,0.0
y,12,999,29,31,24.0,36.0,0.0
y,12,1001,29,31,36.0,48.0,0.0
y,12,1003,29,31,48.0,60.0,0.0
y,12,1005,29,31,60.0,72.0,0.0
y,12,1007,29,31,72.0,84.0,0.0
y,12,1027,29,26,12.0,18.0,0.0
y,12,1028,29,26,18.0,24.0,0.0
y,12,1029,29,26,24.0,30.0,0.0
y,12,1030,29,26,30.0,36.0,0.0
y,12,1031,29,26,36.0,42.0,0.0
y,12,1032,29,26,42.0,48.0,0.0
y,12,1033,29,26,48.0,54.0,0.0
y,12,1034,29,26,54.0,60.0,0.0
y,12,1035,29,26,60.0,66.0,0.0
y,12,1036,29,26,66.0,72.0,0.0
y,12,1037,29,26,72.0,78.0,0.0
y,12,1038,29,26,78.0,84.0,0.0
y,12,1049,29,22,12.0,24.0,0.0
y,12,1051,29,22,24.0,36.0,0.0
y,12,1053,29,22,36.0,48.0,0.0
y,12,1055,29,22,48.0,60.0,0.0
y,12,1057,29,22,60.0,72.0,0.0
y,12,1059,29,22,72.0,84.0,0.0
y,12,1060,29,35,12.0,24.0,0.0
y,12,1062,29,35,24.0,36.0,0.0
y,12,1064,29,35,36.0,48.0,0.0
y,12,1066,29,35,48.0,60.0,0.0
y,12,1068,29,35,60.0,72.0,0.0
y,12,1070,29,35,72.0,84.0,0.0
y,12,1071,29,32,12.0,18.0,0.0
y,12,1072,29,32,18.0,24.0,0.0
y,12,1073,29,32,24.0,30.0,0.0
y,12,1074,29,32,30.0,36.0,0.0
y,12,1075,29,32,36.0,42.0,0.0
y,12,1076,29,32,42.0,48.0,0.0
y,12,1077,29,32,48.0,54.0,0.0
y,12,1078,29,32,54.0,60.0,0.0
y,12,1079,29,32,60.0,66.0,0.0
y,12,1080,29,32,66.0,72.0,0.0
y,12,1081,29,32,72.0,78.0,0.0
y,12,1082,29,32,78.0,84.0,0.0
y,12,1091,58,52,12.0,24.0,0.0
y,12,1093,58,52,24.0,36.0,0.0
y,12,1095,58,52,36.0,48.0,0.0
y,12,1097,58,52,48.0,60.0,0.0
y,12,1099,58,52,60.0,72.0,0.0
y,12,1101,58,52,72.0,84.0,0.0
y,12,1111,52,42,12.0,24.0,0.0
y,12,1113,52,42,24.0,36.0,0.0
y,12,1115,52,42,36.0,48.0,0.0
y,12,1117,52,42,48.0,60.0,0.0
y,12,1119,52,42,60.0,72.0,0.0
y,12,1121,52,42,72.0,84.0,0.0
y,12,1122,52,58,12.0,24.0,0.0
y,12,1124,52,58,24.0,36.0,0.0
y,12,1126,52,58,36.0,48.0,0.0
y,12,1128,52,58,48.0,60.0,0.0
y,12,1130,52,58,60.0,72.0,0.0
y,12,1132,52,58,72.0,84.0,0.0
y,12,1144,52,46,12.0,24.0,0.0
y,12,1146,52,46,24.0,36.0,0.0
y,12,1148,52,46,36.0,48.0,0.0
y,12,1150,52,46,48.0,60.0,0.0
y,12,1152,52,46,60.0,72.0,0.0
y,12,1154,52,46,72.0,84.0,0.0
y,12,1174,44,47,12.0,18.0,0.0
y,12,1175,44,47,18.0,24.0,0.0
y,12,1176,44,47,24.0,30.0,0.0
y,12,1177,44,47,30.0,36.0,0.0
y,12,1178,44,47,36.0,42.0,1.0
y,12,1179,44,47,42.0,48.0,1.0
y,12,1180,44,47,48.0,54.0,0.0
y,12,1181,44,47,54.0,60.0,0.0
y,12,1182,44,47,60.0,66.0,1.0
y,12,1183,44,47,66.0,72.0,0.0
y,12,1184,44,47,72.0,78.0,0.0
y,12,1185,44,47,78.0,84.0,0.0
y,12,1196,44,36,12.0,24.0,0.0
y,12,1198,44,36,24.0,36.0,0.0
y,12,1200,44,36,36.0,48.0,0.0
y,12,1202,44,36,48.0,60.0,0.0
y,12,1204,44,36,60.0,72.0,0.0
y,12,1206,44,36,72.0,84.0,0.0
y,12,1207,44,54,12.0,24.0,0.0
y,12,1209,44,54,24.0,36.0,0.0
y,12,1211,44,54,36.0,48.0,0.0
y,12,1213,44,54,48.0,60.0,0.0
y,12,1215,44,54,60.0,72.0,0.0
y,12,1217,44,54,72.0,84.0,0.0
y,12,1218,44,43,12.0,18.0,0.0
y,12,1219,44,43,18.0,24.0,0.0
y,12,1220,44,43,24.0,30.0,0.0
y,12,1221,44,43,30.0,36.0,0.0
y,12,1222,44,43,36.0,42.0,0.0
y,12,1223,44,43,42.0,48.0,0.0
y,12,1224,44,43,48.0,54.0,0.0
y,12,1225,44,43,54.0,60.0,0.0
