ID,example,timehorizon,timestep,numlocs,numdrivers,numtrucks,numarcs,lambdaobj,timedelta,totalcompletedorders,neworders,numorders,iteration,cumuloptval,totalpastcost,optval,optval_delay,optval_dist,infeasible_order_count,incomplete_order_count,ordertrips,emptytrips,taxitrips,ordermiles,emptymiles,taximiles,delay_per_order,max_order_delay,nightsathome,nightsaway,ip_time,order_arc_count
ex4_rr_rundate2022-03-23,4,72,6,66,3316,2495,5777,500,72,132,22,290,drivers,644512.1031445378,179623.40111833336,464888.70202620444,297.1333234104761,316322.04032096633,0.0,89.0,673,170.0000000000039,0,127514.46835598684,33653.97377865281,0,0.27962059066202666,1.3317585210913974,9621.0,327.0,1395.5568079948425,120902
ex4_rr_rundate2022-03-23,4,72,6,66,3316,2495,5777,500,78,181,54,295,drivers,737002.9363375097,228950.9637595345,508051.97257797513,307.64992371176726,354227.01072209125,0.0,107.0,830,192.00000000000404,0,161363.2199852399,38941.03198856724,0,0.3165382517759932,3.340110812035952,11185.0,440.0,3604.734475851059,115261
ex4_rr_rundate2022-03-23,4,72,6,66,3316,2495,5777,500,84,185,28,319,drivers,778714.546443078,233688.07731218467,545026.4691308932,340.2112305585278,374920.8538516293,0.0,113.0,865,194.00000000000404,0,165076.95972514362,39127.2927826255,0,0.31874405193962807,3.340110812035952,9588.0,360.0,3602.992257118225,125728
ex4_rr_rundate2022-03-23,4,72,6,66,3316,2495,5777,500,90,222,15,297,drivers,822687.477681149,278395.9839456454,544291.4937355036,344.6519774491678,371965.50501091965,0.0,122.0,1008,222.00000000000432,0,195194.35208295722,45980.276947922044,0,0.33532752175464864,4.258969803385356,11163.0,424.0,3605.843371152878,112075
ex4_rr_rundate2022-03-23,4,72,6,66,3316,2495,5777,500,96,224,31,326,drivers,864427.0180469655,282353.2378423122,582073.7802046533,381.35514082291655,391396.2097931952,0.0,123.0,1043,228.00000000000452,0,198229.46594631547,46902.41698123073,0,0.3323335260246964,4.258969803385356,9598.000000005317,349.9999999946831,3602.627764940262,125007
ex4_rr_rundate2022-03-23,4,72,6,66,3316,2495,5777,500,102,272,39,317,drivers,942712.1924669712,329038.5451072865,613673.6473596847,405.47254255233156,410937.37608351937,0.0,143.0,1197,261.00000000000455,0,230251.08620241017,53721.76863622339,0,0.3313653696224463,4.258969803385356,11191.0,434.0,3602.8089418411255,117819
ex4_rr_rundate2022-03-23,4,72,6,66,3316,2495,5777,500,108,277,36,348,drivers,994341.8352095259,335005.2120493137,659336.6231602122,438.1015163113188,440285.86500455305,0.0,143.0,1238,274.00000000000585,0,233570.1398358333,55766.25382768384,0,0.3297387609082784,4.258969803385356,9563.0,385.0,850.4157509803772,135042
ex4_rr_rundate2022-03-23,4,72,6,66,3316,2495,5777,500,114,310,10,325,drivers,1.019740070324979e6,380263.67105367687,639476.3992713022,434.10357813891454,422424.61020184535,0.0,145.0,1373,312.0000000000062,0,261408.78212501016,64187.83456920887,0,0.35269067328682513,4.258969803385356,11133.0,454.0,2541.5895931720734,125576
ex4_rr_rundate2022-03-23,4,72,6,66,3316,2495,5777,500,120,312,42,365,drivers,1.077211823565372e6,382681.8967731093,694529.9267922627,475.60434141407563,456727.7560852252,0.0,150.0,1404,316.0000000000062,0,263196.3940210822,64616.57867695243,0,0.35172387227612156,4.258969803385356,9568.0,380.0,817.9446220397949,141020
ex4_rr_rundate2022-03-23,4,72,6,66,3316,2495,5777,500,126,346,40,371,drivers,1.1374644018062197e6,429328.5644449166,708135.837361303,486.20157245444676,465035.05113407975,0.0,156.0,1556,350.0000000000065,0,295502.8901335886,72064.20116971861,0,0.3570027349225988,4.258969803385356,11136.0,489.0,3604.405762910843,145166
ex4_rr_rundate2022-03-23,4,72,6,66,3316,2495,5777,500,132,350,31,398,drivers,1.1849849071724904e6,435341.63140999177,749643.2757624987,529.6219216501303,484832.3149374334,0.0,160.0,1595,362.0000000000103,0,299473.8242048628,73604.21561208951,0,0.35579195196022645,4.258969803385356,9532.0,416.0,3612.0574429035187,161070
ex4_rr_rundate2022-03-23,4,72,6,66,3316,2495,5777,500,138,379,10,379,drivers,1.2197964649774306e6,480107.8321588177,739688.6328186129,536.4456675870427,471465.7990250917,0.0,164.0,1750,389.00000000001063,0,332525.1361225825,78995.76575673076,0,0.36193630754355965,4.258969803385356,11098.0,489.0,1560.740970134735,149859
ex4_rr_rundate2022-03-23,4,72,6,66,3316,2495,5777,500,144,381,18,395,drivers,1.2404894388236103e6,485194.34086435003,755295.0979592603,563.8455606635864,473372.3176274671,0.0,156.0,1786,393.00000000001063,0,336693.9397554967,79326.30450310688,0,0.36311861735300044,4.258969803385356,9558.0,390.0,1033.4044148921967,168689
ex4_rr_rundate2022-03-23,4,72,6,66,3316,2495,5777,500,150,430,14,360,drivers,1.2776435729357693e6,541008.6254729426,736634.9474628269,562.0281308280252,455620.8820488144,0.0,161.0,1970,429.00000000001063,0,373335.3237354471,87390.71870895626,0,0.3734073629234382,4.258969803385356,11155.0,470.0,1407.299404144287,155897
ex4_rr_rundate2022-03-23,4,72,6,66,3316,2495,5777,500,156,437,25,378,drivers,1.3158951332361202e6,548234.9196653345,767660.2135707857,598.572221447895,468374.10284683836,0.0,164.0,2023,435.00000000001063,0,378392.71592094895,88431.17226030026,0,0.3725905331079414,4.258969803385356,9582.0,366.0,3207.3494210243225,174850
ex4_rr_rundate2022-03-23,4,72,6,66,3316,2495,5777,500,162,482,16,349,drivers,1.3569296194431146e6,599370.0193197328,757559.6001233818,605.0633275393617,455027.93635370146,0.0,170.0,2200,465.00000000001154,0,412952.5942450429,94391.9409858745,0,0.3818484816963311,4.258969803385356,11152.0,435.0,1581.9406299591064,156132
ex4_rr_rundate2022-03-23,4,72,6,66,3316,2495,5777,500,162,831,,,final,,,,1.2311739893495105e6,1.2311739893495105e6,,,,,,,,,871623.6403493603,,,0.6367215474381094,8.406270182963356,,,,,,,
