ID,example,method,orderid,orderdist,orderpenaltydist,orderdeliverytime,shortesttriptime
ex4_rr_rundate2022-03-23,4,rr,40,690.1309701367102,690.1309701367102,185.774558949,36.74966073
ex4_rr_rundate2022-03-23,4,rr,41,1029.264424006732,0.0,56.001313278,44.001313278
ex4_rr_rundate2022-03-23,4,rr,42,950.9980424790169,0.0,55.318511947999994,29.94232708
ex4_rr_rundate2022-03-23,4,rr,43,2676.946263404616,2676.946263404616,250.6439884057,68.187683389
ex4_rr_rundate2022-03-23,4,rr,44,2093.4841150181305,2093.4841150181305,244.4982363322,63.460181794
ex4_rr_rundate2022-03-23,4,rr,45,2215.851818392065,2215.851818392065,223.5419617928,61.186124456
ex4_rr_rundate2022-03-23,4,rr,46,2507.080760688255,2507.080760688255,277.165767476,93.20443652
ex4_rr_rundate2022-03-23,4,rr,47,180.558805838109,0.0,5.073730041000001,5.073730041
ex4_rr_rundate2022-03-23,4,rr,48,1900.5803472830694,1900.5803472830694,230.82249976399999,66.78653828
ex4_rr_rundate2022-03-23,4,rr,49,575.89497188853,0.0,38.014879861,24.5044975
ex4_rr_rundate2022-03-23,4,rr,50,1029.264424006732,0.0,49.467738413000006,43.467738413
ex4_rr_rundate2022-03-23,4,rr,51,1558.5961069737707,0.0,67.311860141,61.311860141
ex4_rr_rundate2022-03-23,4,rr,52,795.543662424202,0.0,54.222808362,23.80302991
ex4_rr_rundate2022-03-23,4,rr,53,2778.2126111348207,2778.2126111348207,272.965767476,99.20443652
ex4_rr_rundate2022-03-23,4,rr,54,1123.7059432212957,0.0,63.16200976900001,51.162009769
ex4_rr_rundate2022-03-23,4,rr,55,795.543662424202,0.0,35.722140251,29.722140251
ex4_rr_rundate2022-03-23,4,rr,56,1539.0760454046135,1539.0760454046135,220.597571421,54.30582417
ex4_rr_rundate2022-03-23,4,rr,57,2844.9034210825116,2844.9034210825116,314.0990009318,116.999231486
ex4_rr_rundate2022-03-23,4,rr,58,1093.85093175829,0.0,50.466719451,44.466719451
ex4_rr_rundate2022-03-23,4,rr,59,245.599883785544,0.0,14.245203930999999,8.245203931
ex4_rr_rundate2022-03-23,4,rr,60,265.984125374118,0.0,15.777156177000002,9.777156177
ex4_rr_rundate2022-03-23,4,rr,61,773.926445309552,0.0,76.57227280000001,34.5722728
ex4_rr_rundate2022-03-23,4,rr,62,1623.659505905162,0.0,96.630303352,47.082065635
ex4_rr_rundate2022-03-23,4,rr,63,484.396946664967,0.0,23.51726875,13.21165365
ex4_rr_rundate2022-03-23,4,rr,64,959.750232733815,0.0,45.434176667,27.20443652
ex4_rr_rundate2022-03-23,4,rr,65,633.0930909562013,633.0930909562013,206.69900093180001,38.999231486
ex4_rr_rundate2022-03-23,4,rr,66,2215.851818392065,2215.851818392065,235.5419617928,61.186124456
ex4_rr_rundate2022-03-23,4,rr,67,950.9980424790169,0.0,55.318511947999994,29.94232708
ex4_rr_rundate2022-03-23,4,rr,68,413.83398931011476,413.83398931011476,183.974558949,30.74966073
ex4_rr_rundate2022-03-23,4,rr,69,951.5301165497989,0.0,45.20443652,33.20443652
ex4_rr_rundate2022-03-23,4,rr,70,1558.5961069737707,0.0,73.311860141,61.311860141
ex4_rr_rundate2022-03-23,4,rr,71,1928.223340411679,1928.223340411679,233.69900093180001,68.999231486
ex4_rr_rundate2022-03-23,4,rr,72,176.131529642208,0.0,5.650121864999999,5.650121865
ex4_rr_rundate2022-03-23,4,rr,73,1558.5961069737712,0.0,81.16200976900001,63.162009769
ex4_rr_rundate2022-03-23,4,rr,74,863.5370726505869,0.0,43.318511948,23.94232708
ex4_rr_rundate2022-03-23,4,rr,75,915.3490971809281,0.0,43.467738413,31.467738413
ex4_rr_rundate2022-03-23,4,rr,76,564.335533244422,0.0,21.979855625,20.877460834
ex4_rr_rundate2022-03-23,4,rr,77,255.33797869718,0.0,12.86057705,6.86057705
ex4_rr_rundate2022-03-23,4,rr,78,2093.4841150181305,2093.4841150181305,232.4982363322,63.460181794
ex4_rr_rundate2022-03-23,4,rr,79,65.9648991921843,0.0,1.75,1.75
ex4_rr_rundate2022-03-23,4,rr,80,1683.1065526260875,1683.1065526260875,219.8990009318,62.999231486
ex4_rr_rundate2022-03-23,4,rr,81,339.17476171996304,0.0,11.073730040999997,8.7038975
ex4_rr_rundate2022-03-23,4,rr,82,991.0298901400447,0.0,54.222808362,29.80302991
ex4_rr_rundate2022-03-23,4,rr,83,1683.1065526260875,1683.1065526260875,231.8990009318,62.999231486
ex4_rr_rundate2022-03-23,4,rr,84,617.3459192773978,617.3459192773978,188.22249976400002,24.786538280000002
ex4_rr_rundate2022-03-23,4,rr,85,2438.5262203596644,2438.5262203596644,251.482727932,68.83286764
ex4_rr_rundate2022-03-23,4,rr,86,888.6445716087889,0.0,41.650121865,37.53191459
ex4_rr_rundate2022-03-23,4,rr,87,1204.377799751935,0.0,73.719619166,55.719619166
ex4_rr_rundate2022-03-23,4,rr,88,675.924130705276,0.0,55.186124456,31.186124456
ex4_rr_rundate2022-03-23,4,rr,89,2093.4841150181305,2093.4841150181305,220.4982363322,63.460181794
ex4_rr_rundate2022-03-23,4,rr,90,444.08859499049197,0.0,18.98912993,12.98912993
ex4_rr_rundate2022-03-23,4,rr,91,1539.0760454046135,1539.0760454046135,220.597571421,54.30582417
ex4_rr_rundate2022-03-23,4,rr,92,173.937696063878,0.0,5.736752687999999,5.736752688
ex4_rr_rundate2022-03-23,4,rr,93,486.640062536589,0.0,34.890789337,22.30953611
ex4_rr_rundate2022-03-23,4,rr,94,1114.712142392224,0.0,47.546278728999994,41.02906907
ex4_rr_rundate2022-03-23,4,rr,95,755.841690386015,0.0,31.318511948,23.94232708
ex4_rr_rundate2022-03-23,4,rr,96,755.841690386015,0.0,31.318511948,23.94232708
ex4_rr_rundate2022-03-23,4,rr,97,677.956954724537,0.0,37.467738413,25.467738413
ex4_rr_rundate2022-03-23,4,rr,98,498.10685396751796,0.0,27.279758924999996,21.279758925
ex4_rr_rundate2022-03-23,4,rr,99,1333.499120583447,0.0,74.466719451,56.466719451
ex4_rr_rundate2022-03-23,4,rr,100,2093.4841150181305,2093.4841150181305,220.4982363322,63.460181794
ex4_rr_rundate2022-03-23,4,rr,101,245.599883785544,0.0,14.245203930999999,8.245203931
ex4_rr_rundate2022-03-23,4,rr,102,1539.0760454046135,1539.0760454046135,220.597571421,54.30582417
ex4_rr_rundate2022-03-23,4,rr,103,755.841690386015,0.0,31.318511948,23.94232708
ex4_rr_rundate2022-03-23,4,rr,104,959.7504228245905,0.0,63.434176667,27.20443652
ex4_rr_rundate2022-03-23,4,rr,105,1150.854479403797,0.0,81.297454803,44.44402778
ex4_rr_rundate2022-03-23,4,rr,106,451.11633389678195,0.0,20.245203931,20.245203931
ex4_rr_rundate2022-03-23,4,rr,107,1085.667333968398,0.0,69.20443652,39.20443652
ex4_rr_rundate2022-03-23,4,rr,108,888.6445716087889,0.0,47.650121865,37.53191459
ex4_rr_rundate2022-03-23,4,rr,109,2264.689471225639,2264.689471225639,249.111682696,76.23975592
ex4_rr_rundate2022-03-23,4,rr,110,792.7411300502159,0.0,55.533510015,29.073730041
ex4_rr_rundate2022-03-23,4,rr,111,587.2246799389779,0.0,19.533510015,17.073730041
ex4_rr_rundate2022-03-23,4,rr,112,677.956954724537,0.0,25.467738413,25.467738413
ex4_rr_rundate2022-03-23,4,rr,113,1485.6598032723869,0.0,69.460181794,57.460181794
ex4_rr_rundate2022-03-23,4,rr,114,254.734281388742,0.0,9.621779987,9.621779987
ex4_rr_rundate2022-03-23,4,rr,115,692.520167781424,0.0,29.764993770000004,23.76499377
ex4_rr_rundate2022-03-23,4,rr,116,1100.2594470513568,0.0,57.20443652,39.20443652
ex4_rr_rundate2022-03-23,4,rr,117,852.0552801659329,0.0,41.650121865,37.53191459
ex4_rr_rundate2022-03-23,4,rr,118,385.514245686837,0.0,18.630303352,12.630303352
ex4_rr_rundate2022-03-23,4,rr,119,1085.283135756929,0.0,56.68043762400001,13.05967522
ex4_rr_rundate2022-03-23,4,rr,120,990.8328829787149,0.0,54.222808361999995,29.80302991
ex4_rr_rundate2022-03-23,4,rr,121,275.580117356592,0.0,9.70961287,9.70961287
ex4_rr_rundate2022-03-23,4,rr,122,766.33190378474,0.0,33.548849963,33.548849963
ex4_rr_rundate2022-03-23,4,rr,123,240.878954790344,0.0,6.800324389,6.800324389
ex4_rr_rundate2022-03-23,4,rr,124,677.9569547245369,0.0,28.679927501,28.679927501
ex4_rr_rundate2022-03-23,4,rr,125,249.864885342296,0.0,7.49482566,7.49482566
ex4_rr_rundate2022-03-23,4,rr,126,572.397940369515,0.0,18.363327955000003,18.363327955
ex4_rr_rundate2022-03-23,4,rr,127,1080.444899144802,0.0,68.680437624,13.05967522
ex4_rr_rundate2022-03-23,4,rr,128,135.302637356042,0.0,4.679927501000002,4.679927501
ex4_rr_rundate2022-03-23,4,rr,129,173.937696063878,0.0,5.476895686999999,5.476895687
ex4_rr_rundate2022-03-23,4,rr,130,572.397940369515,0.0,23.722140251,23.722140251
ex4_rr_rundate2022-03-23,4,rr,131,1405.0333998387803,0.0,81.16200976900001,57.162009769
ex4_rr_rundate2022-03-23,4,rr,132,2267.0768264120634,2267.0768264120634,220.1106126997,63.162009769
ex4_rr_rundate2022-03-23,4,rr,133,294.697480493585,0.0,10.539634892000002,10.32215408
ex4_rr_rundate2022-03-23,4,rr,134,479.52929767440605,0.0,17.777241230999998,15.050518333
ex4_rr_rundate2022-03-23,4,rr,135,959.750232733815,0.0,57.434176667,27.20443652
ex4_rr_rundate2022-03-23,4,rr,136,377.356845711857,0.0,11.476895687000003,11.476895686999999
ex4_rr_rundate2022-03-23,4,rr,137,1214.679225525183,0.0,57.46018179399999,51.460181794
ex4_rr_rundate2022-03-23,4,rr,138,1040.2045857951543,0.0,57.20443652,39.20443652
ex4_rr_rundate2022-03-23,4,rr,139,245.599883785544,0.0,8.245203930999999,8.245203931
ex4_rr_rundate2022-03-23,4,rr,140,1522.3003389111675,755.9684351264275,164.1787896799,56.137530523
ex4_rr_rundate2022-03-23,4,rr,141,135.302637356042,0.0,4.679927501000002,4.679927501
ex4_rr_rundate2022-03-23,4,rr,142,890.136552342874,0.0,55.533510015000005,35.073730041
ex4_rr_rundate2022-03-23,4,rr,143,859.215725328784,0.0,31.318511948,23.94232708
ex4_rr_rundate2022-03-23,4,rr,144,959.750232733815,0.0,69.434176667,27.20443652
ex4_rr_rundate2022-03-23,4,rr,145,1299.2685730275177,0.0,69.16200976900001,51.162009769
ex4_rr_rundate2022-03-23,4,rr,146,1925.6785575507001,1925.6785575507001,226.3291120114,67.945470778
ex4_rr_rundate2022-03-23,4,rr,147,245.599883785544,0.0,8.245203930999999,8.245203931
ex4_rr_rundate2022-03-23,4,rr,148,479.52929767440605,0.0,19.533510014999997,14.7038975
ex4_rr_rundate2022-03-23,4,rr,149,2427.0332397516167,2427.0332397516167,233.14196179279998,73.186124456
ex4_rr_rundate2022-03-23,4,rr,150,592.124512776223,0.0,29.736752688000003,23.736752688
ex4_rr_rundate2022-03-23,4,rr,151,1214.679225525183,0.0,57.46018179399999,51.460181794
ex4_rr_rundate2022-03-23,4,rr,152,1352.060976744814,0.0,93.20443652,27.20443652
ex4_rr_rundate2022-03-23,4,rr,153,766.33190378474,0.0,33.548849963,33.548849963
ex4_rr_rundate2022-03-23,4,rr,154,1540.6594876064348,0.0,84.630303352,65.082065635
ex4_rr_rundate2022-03-23,4,rr,155,412.297585514458,0.0,25.268428778,19.268428778
ex4_rr_rundate2022-03-23,4,rr,156,366.9598438840822,0.0,16.14914187,12.12779746
ex4_rr_rundate2022-03-23,4,rr,157,512.23814453379,0.0,26.904265068,20.904265068
ex4_rr_rundate2022-03-23,4,rr,158,1522.0068155309148,0.0,73.311860141,61.311860141
ex4_rr_rundate2022-03-23,4,rr,159,316.07135882122225,0.0,12.222808362000002,12.222808362
ex4_rr_rundate2022-03-23,4,rr,160,339.17476171996304,0.0,11.073730040999997,8.7038975
ex4_rr_rundate2022-03-23,4,rr,161,852.0552801659329,0.0,47.650121865,37.53191459
ex4_rr_rundate2022-03-23,4,rr,162,792.793371719104,0.0,35.476895686999995,29.476895687
ex4_rr_rundate2022-03-23,4,rr,163,1558.5961069737712,0.0,75.16200976900001,63.162009769
ex4_rr_rundate2022-03-23,4,rr,164,759.1043030848516,0.0,46.698885321000006,33.824423945
ex4_rr_rundate2022-03-23,4,rr,165,525.536102786589,0.0,25.044437279999997,17.722140251
ex4_rr_rundate2022-03-23,4,rr,166,2264.689471225639,2264.689471225639,231.111682696,76.23975592
ex4_rr_rundate2022-03-23,4,rr,167,496.784560052312,0.0,26.279942196999997,20.279942197
ex4_rr_rundate2022-03-23,4,rr,168,1169.755750987871,0.0,87.460181794,39.460181794
ex4_rr_rundate2022-03-23,4,rr,169,1539.0760454046135,1539.0760454046135,202.597571421,54.30582417
ex4_rr_rundate2022-03-23,4,rr,170,915.3490971809281,0.0,49.467738413000006,31.467738413
ex4_rr_rundate2022-03-23,4,rr,171,950.9980424790169,0.0,61.318511947999994,29.94232708
ex4_rr_rundate2022-03-23,4,rr,172,472.848403080034,0.0,26.198913615000002,20.198913615000002
ex4_rr_rundate2022-03-23,4,rr,173,255.33797869718,0.0,12.860577050000003,6.86057705
ex4_rr_rundate2022-03-23,4,rr,174,633.0930909562013,633.0930909562013,182.69900093180001,38.999231486
ex4_rr_rundate2022-03-23,4,rr,175,1539.0760454046135,1539.0760454046135,202.597571421,54.30582417
ex4_rr_rundate2022-03-23,4,rr,176,926.7690261334429,0.0,48.092069787,42.092069787
ex4_rr_rundate2022-03-23,4,rr,177,254.734281388742,0.0,15.621779986999996,9.621779987
ex4_rr_rundate2022-03-23,4,rr,178,1439.007170667233,0.0,72.092069787,64.23975592
ex4_rr_rundate2022-03-23,4,rr,179,1368.4439183051488,0.0,63.06923682199999,56.83286764
ex4_rr_rundate2022-03-23,4,rr,180,1042.9058562732168,0.0,43.186124456,43.186124456
ex4_rr_rundate2022-03-23,4,rr,181,954.126420703903,0.0,54.092069787,40.23975592
ex4_rr_rundate2022-03-23,4,rr,182,479.10095925769804,0.0,19.311860140999997,19.311860141
ex4_rr_rundate2022-03-23,4,rr,183,651.357705689319,0.0,44.198913614999995,26.198913615000002
ex4_rr_rundate2022-03-23,4,rr,184,1522.0068155309148,0.0,67.311860141,61.311860141
ex4_rr_rundate2022-03-23,4,rr,185,2300.410045779336,2300.410045779336,213.50541818329998,67.311860141
ex4_rr_rundate2022-03-23,4,rr,186,287.316338671315,0.0,10.5722728,10.5722728
ex4_rr_rundate2022-03-23,4,rr,187,1843.0368789683841,1843.0368789683841,198.4355049158,55.719619166
ex4_rr_rundate2022-03-23,4,rr,188,1411.1266904229487,0.0,80.279942197,56.279942197
ex4_rr_rundate2022-03-23,4,rr,189,1079.495147716073,0.0,57.16200976900001,45.162009769
ex4_rr_rundate2022-03-23,4,rr,190,351.33742518054703,0.0,32.001313278,20.001313277999998
ex4_rr_rundate2022-03-23,4,rr,191,245.599883785544,0.0,8.245203930999999,8.245203931
ex4_rr_rundate2022-03-23,4,rr,192,1166.4489450544831,0.0,56.637178555000006,37.979875559999996
ex4_rr_rundate2022-03-23,4,rr,193,572.397940369515,0.0,23.722140251,23.722140251
ex4_rr_rundate2022-03-23,4,rr,194,240.878954790344,0.0,6.8003243889999965,6.800324389
ex4_rr_rundate2022-03-23,4,rr,195,587.2246799389779,0.0,19.533510014999997,17.073730041
ex4_rr_rundate2022-03-23,4,rr,196,413.83398931011476,413.83398931011476,157.851908497,29.11685269
ex4_rr_rundate2022-03-23,4,rr,197,1816.490259248,0.0,85.311860141,55.311860141
ex4_rr_rundate2022-03-23,4,rr,198,538.1007325269541,0.0,25.318511947999994,17.94232708
ex4_rr_rundate2022-03-23,4,rr,199,479.52929767440605,0.0,25.533510015000005,14.7038975
ex4_rr_rundate2022-03-23,4,rr,200,2163.3123328667843,2163.3123328667843,219.101244905,76.23172685
ex4_rr_rundate2022-03-23,4,rr,201,1683.1065526260875,1683.1065526260875,201.8990009318,62.999231486
ex4_rr_rundate2022-03-23,4,rr,202,1015.8868521049029,0.0,49.533510015000005,41.073730041
ex4_rr_rundate2022-03-23,4,rr,203,572.397940369515,0.0,35.722140251,23.722140251
ex4_rr_rundate2022-03-23,4,rr,204,166.775479194319,0.0,5.794532967000002,5.794532967
ex4_rr_rundate2022-03-23,4,rr,205,1310.5798224805128,0.0,72.940666027,46.309536109999996
ex4_rr_rundate2022-03-23,4,rr,206,915.3490971809281,0.0,49.467738413000006,31.467738413
ex4_rr_rundate2022-03-23,4,rr,207,1273.488861213167,0.0,87.460181794,57.460181794
ex4_rr_rundate2022-03-23,4,rr,208,757.603662511201,0.0,39.297454802999994,29.58862278
ex4_rr_rundate2022-03-23,4,rr,209,1391.9209923144597,1391.9209923144597,161.8439884057,32.187683389
ex4_rr_rundate2022-03-23,4,rr,210,818.270814401698,0.0,39.297454802999994,32.44402778
ex4_rr_rundate2022-03-23,4,rr,211,572.397940369515,0.0,29.722140251,23.722140251
ex4_rr_rundate2022-03-23,4,rr,212,991.0296213110919,0.0,36.222808361999995,29.80302991
ex4_rr_rundate2022-03-23,4,rr,213,1878.0869590795523,1878.0869590795523,206.82249976399999,66.78653828
ex4_rr_rundate2022-03-23,4,rr,214,339.7396999979584,0.0,14.245203930999999,14.245203931
ex4_rr_rundate2022-03-23,4,rr,215,240.878954790344,0.0,12.800324388999996,6.800324389
ex4_rr_rundate2022-03-23,4,rr,216,2215.851818392065,2215.851818392065,199.5419617928,61.186124456
ex4_rr_rundate2022-03-23,4,rr,217,1558.5961069737712,0.0,75.16200976900001,63.162009769
ex4_rr_rundate2022-03-23,4,rr,218,653.132050079944,0.0,34.781224965999996,28.781224966
ex4_rr_rundate2022-03-23,4,rr,219,653.132050079944,0.0,34.781224965999996,28.781224966
ex4_rr_rundate2022-03-23,4,rr,220,890.136552342874,0.0,43.533510015000005,35.073730041
ex4_rr_rundate2022-03-23,4,rr,221,249.864885342296,0.0,7.494825660000004,7.49482566
ex4_rr_rundate2022-03-23,4,rr,222,669.951535364982,0.0,31.311860140999997,25.311860141
ex4_rr_rundate2022-03-23,4,rr,223,674.2620559514689,0.0,32.245203931000006,31.96182667
ex4_rr_rundate2022-03-23,4,rr,224,451.11633389678195,0.0,20.245203931000006,20.245203931
ex4_rr_rundate2022-03-23,4,rr,225,1250.711888227952,0.0,78.706585751,52.48611722
ex4_rr_rundate2022-03-23,4,rr,226,1540.6594876064348,0.0,66.630303352,65.082065635
ex4_rr_rundate2022-03-23,4,rr,227,2631.2737921569233,2631.2737921569233,214.20668532550002,77.082065635
ex4_rr_rundate2022-03-23,4,rr,228,2427.0332397516167,2427.0332397516167,210.4439884057,74.187683389
ex4_rr_rundate2022-03-23,4,rr,229,1175.4792849204105,0.0,105.434176667,39.20443652
ex4_rr_rundate2022-03-23,4,rr,230,1228.9543844328123,0.0,97.9396375,57.162009769
ex4_rr_rundate2022-03-23,4,rr,231,846.08306500719,0.0,35.764993770000004,24.42
ex4_rr_rundate2022-03-23,4,rr,232,991.0296213110919,0.0,42.222808361999995,29.80302991
ex4_rr_rundate2022-03-23,4,rr,233,592.124512776223,0.0,30.222808361999995,17.80302991
ex4_rr_rundate2022-03-23,4,rr,234,795.543662424202,0.0,35.722140251,29.722140251
ex4_rr_rundate2022-03-23,4,rr,235,756.044157662909,0.0,31.044437279999997,29.722140251
ex4_rr_rundate2022-03-23,4,rr,236,951.5301165497989,0.0,57.20443652,33.20443652
ex4_rr_rundate2022-03-23,4,rr,237,1029.264424006732,0.0,56.001313278,44.001313278
ex4_rr_rundate2022-03-23,4,rr,238,1214.679225525183,0.0,57.46018179399999,51.460181794
ex4_rr_rundate2022-03-23,4,rr,239,1033.183779867793,0.0,45.46018179399999,39.460181794
ex4_rr_rundate2022-03-23,4,rr,240,755.8416903860151,0.0,29.777241231000005,21.050518333
ex4_rr_rundate2022-03-23,4,rr,241,1115.297323867333,0.0,56.637178555000006,43.979875559999996
ex4_rr_rundate2022-03-23,4,rr,242,1726.7904951344149,1726.7904951344149,220.3103030301,81.777156177
ex4_rr_rundate2022-03-23,4,rr,243,1210.0802235737006,0.0,105.297454803,44.44402778
ex4_rr_rundate2022-03-23,4,rr,244,2219.748021588493,0.0,116.17966186500001,52.23172685
ex4_rr_rundate2022-03-23,4,rr,245,1539.0760454046138,1539.0760454046138,185.22249976400002,54.78653828
ex4_rr_rundate2022-03-23,4,rr,246,764.745114715764,0.0,32.137530522999995,32.137530523
ex4_rr_rundate2022-03-23,4,rr,247,1549.9992956123338,320.68255515490176,128.972449375,49.21165365
ex4_rr_rundate2022-03-23,4,rr,248,1571.176154206632,0.0,109.9396375,69.16200976900001
ex4_rr_rundate2022-03-23,4,rr,249,1228.9541943420368,0.0,73.9396375,57.162009769
ex4_rr_rundate2022-03-23,4,rr,250,339.7396999979584,0.0,20.245203931000006,14.245203931
ex4_rr_rundate2022-03-23,4,rr,251,1463.695918826395,0.0,68.279942197,50.279942197
ex4_rr_rundate2022-03-23,4,rr,252,959.750232733815,0.0,57.434176667,27.20443652
ex4_rr_rundate2022-03-23,4,rr,253,1095.224472106853,0.0,58.877031591999994,39.162009769
ex4_rr_rundate2022-03-23,4,rr,254,246.846158338184,0.0,6.517231279999997,6.51723128
ex4_rr_rundate2022-03-23,4,rr,255,852.0552801659329,0.0,53.650121865,37.53191459
ex4_rr_rundate2022-03-23,4,rr,256,1510.150615051656,0.0,78.092069787,48.092069787
ex4_rr_rundate2022-03-23,4,rr,257,479.52929767440605,0.0,23.777241231000005,15.050518333
ex4_rr_rundate2022-03-23,4,rr,258,739.324092219258,0.0,29.029069070000006,23.02906907
ex4_rr_rundate2022-03-23,4,rr,259,915.3490971809281,0.0,73.467738413,31.467738413
ex4_rr_rundate2022-03-23,4,rr,260,479.52929767440605,0.0,23.777241231000005,15.050518333
ex4_rr_rundate2022-03-23,4,rr,261,250.222045738869,0.0,14.068437770999992,8.068437771
ex4_rr_rundate2022-03-23,4,rr,262,950.9980424790169,0.0,49.318511947999994,29.94232708
ex4_rr_rundate2022-03-23,4,rr,263,757.603662511201,0.0,39.297454802999994,29.58862278
ex4_rr_rundate2022-03-23,4,rr,264,339.17476171996304,0.0,9.979855624999999,8.877460834
ex4_rr_rundate2022-03-23,4,rr,265,293.709212608621,0.0,14.198913614999995,8.198913615
ex4_rr_rundate2022-03-23,4,rr,266,1540.6594876064348,0.0,75.16200976900001,63.162009769
ex4_rr_rundate2022-03-23,4,rr,267,1175.478714648084,0.0,63.434176667,39.20443652
ex4_rr_rundate2022-03-23,4,rr,268,377.356845711857,0.0,11.722140250999999,11.722140250999999
ex4_rr_rundate2022-03-23,4,rr,269,1539.0760454046135,1539.0760454046135,178.597571421,54.30582417
ex4_rr_rundate2022-03-23,4,rr,270,1306.3093574464738,0.0,86.13753052300001,56.137530523
ex4_rr_rundate2022-03-23,4,rr,271,2253.3220797826352,2253.3220797826352,195.34196179280002,67.186124456
ex4_rr_rundate2022-03-23,4,rr,272,412.897309952063,0.0,13.927844098999998,13.927844099
ex4_rr_rundate2022-03-23,4,rr,273,1558.5961069737712,0.0,75.16200976900001,63.162009769
ex4_rr_rundate2022-03-23,4,rr,274,592.6026684983684,0.0,45.621779987,23.39329694
ex4_rr_rundate2022-03-23,4,rr,275,230.50805487632,0.0,9.204436520000002,9.20443652
ex4_rr_rundate2022-03-23,4,rr,276,1807.6745291866036,1144.4564605709186,145.4982363322,57.460181794
ex4_rr_rundate2022-03-23,4,rr,277,339.17476171996304,0.0,11.073730041000005,8.7038975
ex4_rr_rundate2022-03-23,4,rr,278,270.980577747204,0.0,8.537859669,8.187683389
ex4_rr_rundate2022-03-23,4,rr,279,223.897014907375,0.0,7.753692830000006,7.75369283
