method,example,orderid,ordercompleted,orderdist,ordershortestdist,orderdetour,ordertime,ordershortesttime,orderdelay
abcg,4,225,1,1229.648361,1229.332648,0.000256816,58.48611722,52.48611722,0.114315943
abcg,4,226,1,1540.659488,1538.477491,0.001418283,78.63030335,65.08206564,0.2081716
abcg,4,227,1,1889.169982,1879.48128,0.005154987,101.0820656,77.08206564,0.311356472
abcg,4,228,1,1744.826905,1733.595171,0.006478868,88.55356268,74.18768339,0.193642376
abcg,4,229,1,1100.062709,855.4680012,0.285919178,45.20443652,39.20443652,0.153043904
abcg,4,230,1,1228.893105,1056.486843,0.163188272,81.16200977,57.16200977,0.419859275
abcg,4,231,1,846.0830649,788.7169795,0.072733423,47.76499377,24.42,0.955978451
abcg,4,232,1,991.0296214,990.7389916,0.000293346,42.22280836,29.80302991,0.416728718
abcg,4,233,1,592.1245129,592.0306214,0.000158592,30.22280836,17.80302991,0.697621614
abcg,4,234,1,795.5436625,795.449771,0.000118036,47.72214025,29.72214025,0.605609147
abcg,4,235,1,761.0791326,756.0441577,0.006659631,41.72214025,29.72214025,0.403739431
abcg,4,236,1,956.3683532,949.4630648,0.007272835,45.20443652,33.20443652,0.36139749
abcg,4,237,1,1029.264424,969.7069722,0.061417989,56.00131328,44.00131328,0.272719133
abcg,4,238,1,1214.679226,1173.875249,0.034760062,57.46018179,51.46018179,0.116595002
abcg,4,239,1,1033.18378,1015.555462,0.017358302,57.46018179,39.46018179,0.456156033
abcg,4,240,1,748.4083551,736.1670054,0.016628495,33.05051833,21.05051833,0.570057222
abcg,4,241,1,1210.27581,1079.150142,0.121508271,62.54504368,43.97987556,0.42212871
abcg,4,242,0,,,,,,
abcg,4,243,1,1211.594046,1110.050503,0.091476508,105.2974548,44.44402778,1.369214944
abcg,4,244,1,1614.167748,1197.928677,0.347465654,92.17966187,52.23172685,0.764821258
abcg,4,245,0,,,,,,
abcg,4,246,1,810.4527338,764.7451148,0.059768435,45.61798304,32.13753052,0.419461368
abcg,4,247,1,1458.405284,1194.67264,0.220757248,119.5172688,49.21165365,1.428637526
abcg,4,248,1,1571.114685,1569.077255,0.001298489,93.16200977,69.16200977,0.347011316
abcg,4,249,1,1228.893105,1056.486843,0.163188272,69.16200977,57.16200977,0.209929638
abcg,4,250,1,339.7397,336.3135528,0.01018736,20.24520393,14.24520393,0.421194391
abcg,4,251,1,1463.695919,1403.612108,0.042806563,80.2799422,50.2799422,0.596659397
abcg,4,252,1,959.7502327,639.7395193,0.50022033,57.43417667,27.20443652,1.111206259
abcg,4,253,1,1100.062709,855.4680012,0.285919178,52.87703159,39.16200977,0.35021241
abcg,4,254,1,246.8461583,246.8461583,0,18.51723128,6.51723128,1.841272695
abcg,4,255,1,852.0552801,851.7395678,0.000370668,65.65012187,37.53191459,0.749181266
abcg,4,256,1,1502.444759,1338.034753,0.122874242,54.09206979,48.09206979,0.124760694
abcg,4,257,1,475.2562863,459.8546127,0.033492485,22.15250899,15.05051833,0.471876815
abcg,4,258,1,739.3240923,739.3240923,0,29.02906907,23.02906907,0.260540275
abcg,4,259,1,915.3191413,915.3191413,1.24E-16,37.46773841,31.46773841,0.190671472
abcg,4,260,1,475.2562863,459.8546127,0.033492485,22.15250899,15.05051833,0.471876815
abcg,4,261,1,250.2220457,250.2220457,0,14.06843777,8.068437771,0.743638381
abcg,4,262,1,950.3115254,931.3233575,0.020388373,41.94232708,29.94232708,0.400770453
abcg,4,263,1,757.6036626,739.9753443,0.023822845,39.2974548,29.58862278,0.328127203
abcg,4,264,1,334.3316596,334.3316596,0,14.87746083,8.877460834,0.675868935
abcg,4,265,1,293.7092126,293.7092126,0,14.19891361,8.198913615,0.731804271
abcg,4,266,1,1539.353149,1538.477491,0.000569172,87.16200977,63.16200977,0.379975243
abcg,4,267,1,1100.062709,855.4680012,0.285919178,51.20443652,39.20443652,0.306087807
abcg,4,268,1,377.3568457,377.3568457,0,17.72214025,11.72214025,0.511851921
abcg,4,269,1,1624.264992,1099.340033,0.477490988,113.794533,54.30582417,1.095438836
abcg,4,270,1,1431.401828,1288.681039,0.110749507,113.1317826,56.13753052,1.01526112
abcg,4,271,1,1619.204473,1609.515771,0.006019638,73.18612446,67.18612446,0.089304154
abcg,4,272,1,419.6441282,408.712906,0.026745478,22.68646522,13.9278441,0.628856919
abcg,4,273,1,1558.596107,1501.230021,0.038212722,75.16200977,63.16200977,0.189987621
abcg,4,274,1,592.7189763,492.1814621,0.204269201,33.62177999,23.39329694,0.43723991
abcg,4,275,1,230.5080549,230.5080549,0,21.20443652,9.20443652,1.303719133
abcg,4,276,1,1440.361799,1385.63062,0.039499112,81.46018179,57.46018179,0.417680544
abcg,4,277,1,339.1747617,334.3316596,0.014485921,17.07373004,8.7038975,0.961618923
abcg,4,278,1,312.0034301,270.9805777,0.151386689,14.18768339,8.187683389,0.732808014
abcg,4,279,1,223.8970149,223.8970149,0,19.75369283,7.75369283,1.547649651
abcg,4,280,1,274.0342071,274.0342071,0,22.14914187,10.14914187,1.182365973
abcg,4,281,0,,,,,,
abcg,4,282,1,1109.95323,981.5634556,0.130801299,53.72214025,41.72214025,0.287617076
abcg,4,283,1,519.7040897,512.6036821,0.013851652,42.80032439,24.80032439,0.725796958
abcg,4,284,1,223.8970149,223.8970149,0,19.75369283,7.75369283,1.547649651
abcg,4,285,1,1114.712143,1113.223911,0.001336866,53.54627873,41.02906907,0.305081493
abcg,4,286,1,377.3568457,377.3568457,0,17.72214025,11.72214025,0.511851921
abcg,4,287,1,991.0296214,990.7389916,0.000293346,42.22280836,29.80302991,0.416728718
abcg,4,288,1,1691.860549,1680.397502,0.006821628,89.08206563,67.67460528,0.316329298
abcg,4,289,0,,,,,,
abcg,4,290,1,287.3163387,287.3163387,0,22.5722728,10.5722728,1.135044491
abcg,4,291,1,125.6224314,125.6224314,0,10.55356268,4.553562676,1.317649592
abcg,4,292,1,615.3632823,610.6440523,0.007728283,23.94232708,17.94232708,0.334404783
abcg,4,293,1,1170.430857,1130.301764,0.035502991,56.54504368,37.97987556,0.488815928
abcg,4,294,1,1744.288395,1733.595171,0.006168236,79.18612446,73.18612446,0.081982753
abcg,4,295,1,1084.180121,1024.423921,0.058331516,57.46018179,39.46018179,0.456156033
abcg,4,296,1,179.6379295,179.6379295,0,18.5702605,6.570260496,1.826411602
abcg,4,297,1,451.0471266,451.0471266,-1.26E-16,31.61238484,19.61238484,0.611858277
abcg,4,298,1,179.6379295,179.6379295,0,19.7101162,7.710116202,1.556396776
abcg,4,299,1,179.6379295,179.6379295,0,18.5702605,6.570260496,1.826411602
abcg,4,300,1,246.8461583,246.8461583,0,18.51723128,6.51723128,1.841272695
abcg,4,301,1,1614.494439,1197.928677,0.347738367,105.5921269,52.23172685,1.021608958
abcg,4,302,1,1179.180056,1114.774045,0.057774947,74.63717855,43.97987556,0.69707571
abcg,4,303,1,1548.430711,1361.38487,0.1373938,75.46018179,63.46018179,0.189094952
abcg,4,304,1,479.1009592,479.1009592,1.19E-16,25.31186014,19.31186014,0.310689905
abcg,4,305,1,245.5998838,245.5998838,0,14.24520393,8.245203931,0.727695767
abcg,4,306,1,1702.290462,1643.150033,0.035992106,85.31186014,67.31186014,0.267412013
abcg,4,307,1,135.3026374,135.3026374,0,10.6799275,4.679927501,1.282071143
abcg,4,308,1,474.1289579,472.5859265,0.003265081,24.80032439,18.80032439,0.319143429
abcg,4,309,1,1889.169982,1879.48128,0.005154987,95.08206563,77.08206564,0.233517354
abcg,4,310,1,701.5949496,685.0153842,0.024203202,34.15250899,27.05051833,0.262545456
abcg,4,311,1,959.7502327,639.7395193,0.50022033,51.43417667,27.20443652,0.890653998
abcg,4,312,1,795.5436625,795.449771,0.000118036,36.22280836,23.80302991,0.521773005
abcg,4,313,1,855.8312169,840.6941626,0.018005423,29.94232708,23.94232708,0.250602207
abcg,4,314,1,943.5647072,931.3233575,0.013144038,41.94232708,29.94232708,0.400770453
abcg,4,315,1,394.4151904,385.5142457,0.023088498,23.08206564,12.63030335,0.827514747
abcg,4,316,0,,,,,,
abcg,4,317,1,179.6379295,179.6379295,0,13.7101162,7.710116202,0.778198388
abcg,4,318,1,1154.748026,1130.301764,0.021628084,44.54504368,37.97987556,0.172859127
abcg,4,319,1,1211.594046,1110.050503,0.091476508,99.2974548,44.44402778,1.234213679
abcg,4,320,1,659.5660216,650.1486318,0.01448498,35.08206564,23.08206564,0.519884147
abcg,4,321,1,585.9721581,492.1814621,0.190561212,39.62177999,23.39329694,0.693723638
abcg,4,322,1,334.3316596,334.3316596,0,14.7038975,8.7038975,0.689346353
