method,example,driverid,emptymiles,ordermiles,percentempty
otd,4,734,252.5069702,252.5069702,0.5
otd,4,742,410.89440070002604,745.2260603000001,0.35540794801314113
otd,4,749,325.78178570002603,1152.4694794,0.22038322806913477
otd,4,758,127.2337174000495,1370.1327984,0.08497165928147389
otd,4,760,133.5954032700495,982.0699603300001,0.11974504867567223
otd,4,761,159.04214675,604.36015765,0.20833333333333331
otd,4,763,432.25570872000003,1217.11340708,0.2620733616139898
otd,4,766,31.80842935,789.43957345,0.03873181942793274
otd,4,768,318.0842935000495,827.0191631,0.27777777777780904
otd,4,770,91.92343953500017,719.307329575,0.11331355150131843
otd,4,779,186.2170829,1007.4650857,0.15600223225115536
otd,4,780,0.0,1258.2580805000002,0.0
otd,4,782,318.03448002,975.65846098,0.24583459485692594
otd,4,783,174.9463614250495,1322.420154375,0.11683603151201422
otd,4,786,362.27716415004954,553.12774025,0.3957561975129286
otd,4,833,163.73325586666667,327.46651173333333,0.33333333333333337
otd,4,838,252.5069702,252.5069702,0.5
otd,4,876,107.7633541,872.6182257099999,0.10991980706214897
otd,4,925,586.3585092,291.6610287,0.6678194321306572
otd,4,939,255.4690570000013,255.469057,0.5000000000000013
otd,4,943,199.1017385,199.1017385,0.5
otd,4,964,0.0,561.7549838,0.0
otd,4,983,0.0,715.5194475999999,0.0
otd,4,1018,190.8505761,543.1136353,0.2600270873370816
otd,4,1025,176.13152960008696,176.1315296,0.5000000000001235
otd,4,1040,0.0,352.2630592,0.0
otd,4,1100,163.73325586666667,2322.885964233333,0.0658457292307433
otd,4,1101,698.396808375,897.938753625,0.4375
otd,4,1103,399.0838905,1197.2516715,0.25
otd,4,1112,399.0838905,399.0838905,0.5
otd,4,1113,348.35810885,553.8745589499999,0.38610673419688385
otd,4,1133,399.0838905,1596.335562,0.19999999999999998
otd,4,1142,463.0461737416666,826.3213748583333,0.3591265921377065
otd,4,1144,0.0,798.167781,0.0
otd,4,1161,223.8970149,702.0343305,0.24180736078577947
otd,4,1166,343.4313438,582.5000016,0.3709036803928897
otd,4,1170,0.0,447.7940298,0.0
otd,4,1183,470.185184,685.6360866,0.40679748327864007
otd,4,1185,646.3527078,646.3527078,0.5
otd,4,1189,0.0,1164.5644487999998,0.0
otd,4,1211,0.0,406.1506948,0.0
otd,4,1222,0.0,352.2630592,0.0
otd,4,1249,0.0,352.2630592,0.0
otd,4,1252,223.8970149,223.89701490000002,0.5
otd,4,1253,0.0,406.1506948,0.0
otd,4,1278,0.0,478.1373156,0.0
otd,4,1291,230.5080549,230.5080549,0.5
otd,4,1306,193.7327902375,416.40671487250006,0.3175221217688118
otd,4,1307,0.0,822.0658004,0.0
otd,4,1314,223.1457221,316.54608095000003,0.4134687998574744
otd,4,1316,0.0,411.0329002,0.0
otd,4,1334,70.05026913750001,527.7833487624999,0.11717351958821655
otd,4,1359,408.57218009999997,674.5563055,0.3772148785041611
otd,4,1374,265.9841254,817.1443601999999,0.2455702429916778
otd,4,1381,66.49603135,465.47221944999995,0.125
otd,4,1394,66.49603135,465.47221944999995,0.125
otd,4,1399,66.49603135,465.47221944999995,0.125
otd,4,1403,66.49603135,465.47221944999995,0.125
otd,4,1425,195.11138039999793,195.1113804,0.4999999999999974
otd,4,1427,195.1113804,195.1113804,0.5
otd,4,1476,0.0,654.3038562,0.0
otd,4,1479,230.5080549,230.5080549,0.5
otd,4,1538,0.0,406.1506948,0.0
otd,4,1556,0.0,406.1506948,0.0
otd,4,1590,0.0,406.1506948,0.0
otd,4,1635,92.92563677,361.71912069999996,0.204391748157641
otd,4,1663,274.0342071,274.0342071,0.5
otd,4,1672,195.04109470004704,195.0410947,0.5000000000000603
otd,4,1799,275.5801174,275.5801174,0.5
otd,4,1813,0.0,347.8753922,0.0
otd,4,1864,166.678026,166.678026,0.5
otd,4,1866,166.678026,166.678026,0.5
otd,4,1876,166.678026,340.61572209999997,0.32856313846616475
otd,4,1878,166.678026,166.678026,0.5
otd,4,1887,166.678026,340.61572209999997,0.32856313846616475
otd,4,1953,151.30474588484856,1610.9505297151516,0.0858585858585859
otd,4,1957,97.90307086666667,1508.3907433333331,0.060949665622304854
otd,4,1958,0.0,1174.8368504,0.0
otd,4,1961,0.0,587.4184252,0.0
otd,4,1987,97.90307086666667,489.51535433333333,0.16666666666666666
otd,4,2042,0.0,587.4184252,0.0
otd,4,2055,97.90307086666667,1076.9337795333333,0.08333333333333333
otd,4,2060,0.0,587.4184252,0.0
otd,4,2064,97.90307086666667,489.51535433333333,0.16666666666666666
otd,4,2071,53.4016750181819,1121.4351753818182,0.04545454545454551
otd,4,2078,97.90307086666667,489.51535433333333,0.16666666666666666
otd,4,2108,0.0,227.8905654,0.0
otd,4,2113,113.9452827,113.9452827,0.5
otd,4,2127,113.9452827,113.9452827,0.5
otd,4,2137,0.0,654.3038562,0.0
otd,4,2166,0.0,797.4167404,0.0
otd,4,2190,383.08845160000004,1340.8095806000001,0.2222222222222222
otd,4,2191,574.6326774,574.6326774,0.5
otd,4,2209,95.77211290000001,478.8605645,0.16666666666666669
otd,4,2297,237.3921425,237.3921425,0.5
otd,4,2306,287.3163387,861.9490161000001,0.25
otd,4,2344,95.77211290000001,478.8605645,0.16666666666666669
otd,4,2399,372.6648239,372.6648239,0.5
otd,4,2429,372.6648239,745.3296478,0.33333333333333337
otd,4,2441,0.0,745.3296478,0.0
otd,4,2513,152.26831192500046,564.288450075,0.2125000000000005
otd,4,2519,179.1391905,179.1391905,0.5
otd,4,2520,107.4835143,609.0732477,0.15
otd,4,2528,107.4835143,250.7948667,0.3
otd,4,2542,107.4835143,250.7948667,0.3
otd,4,2564,107.4835143,250.7948667,0.3
otd,4,2602,53.99585401,949.2270579000001,0.053822389190852145
otd,4,2666,0.0,1021.3519148,0.0
otd,4,2747,0.0,510.6759574,0.0
otd,4,2761,484.3969467,484.3969467,0.5
otd,4,2792,215.7284819,215.7284819,0.5
otd,4,2824,215.7284819,215.7284819,0.5
otd,4,2856,0.0,431.4569638,0.0
otd,4,3003,0.0,797.4167404,0.0
otd,4,3004,398.7083702,398.7083702,0.5
otd,4,3049,32.74712563,353.5927224,0.08476248514612743
otd,4,3056,195.48595890004992,602.1275198,0.24508858503576553
otd,4,3202,220.1473055,220.1473055,0.5
otd,4,124,631.8713899800616,772.1100804,0.4500567872943596
otd,4,128,608.0158927466658,795.9655776333333,0.4330654681518705
otd,4,244,217.9513702,217.9513702,0.5
otd,4,511,81.51182554,1356.1240899400002,0.05669851779738314
otd,4,657,81.51182554,81.51182554,0.5
otd,4,761,159.04214675,604.36015765,0.20833333333333331
otd,4,763,432.25570872000003,1217.11340708,0.2620733616139898
otd,4,785,213.116476645,1827.3636744550001,0.10444427824015406
otd,4,913,0.0,272.1630492,0.0
otd,4,952,199.1017385,199.1017385,0.5
otd,4,1002,0.0,352.2630592,0.0
otd,4,1048,176.13152960008696,176.1315296,0.5000000000001235
otd,4,1097,0.0,352.2630592,0.0
otd,4,1164,286.3098081,525.3784659,0.3527336999573311
otd,4,1210,0.0,352.2630592,0.0
otd,4,1222,0.0,352.2630592,0.0
otd,4,1249,0.0,352.2630592,0.0
otd,4,1306,193.7327902375,416.40671487250006,0.3175221217688118
otd,4,1825,173.93769610001235,173.9376961,0.5000000000000178
otd,4,1859,166.678026,166.678026,0.5
otd,4,1879,173.93769610001235,173.9376961,0.5000000000000178
otd,4,1883,173.93769610001235,173.9376961,0.5000000000000178
otd,4,2602,53.99585401,949.2270579000001,0.053822389190852145
otd,4,3049,32.74712563,353.5927224,0.08476248514612743
otd,4,37,332.58366500001415,332.583665,0.5000000000000107
otd,4,61,332.58366500001415,332.583665,0.5000000000000107
otd,4,75,0.0,913.4946528,0.0
otd,4,98,456.7473264,456.7473264,0.5
otd,4,125,501.5211102000247,500.4440914,0.5005374531961314
otd,4,127,291.7711635800731,611.227706,0.32311354245189383
otd,4,131,179.6379295,179.6379295,0.5
otd,4,132,179.6379295,179.6379295,0.5
otd,4,137,179.6379295,538.9137885,0.25
otd,4,176,231.7069717,231.7069717,0.5
otd,4,177,240.87895480002385,240.8789548,0.5000000000000248
otd,4,192,807.0486416,1184.4867443,0.4052394184476338
otd,4,199,377.4381027,377.4381027,0.5
otd,4,213,377.4381027,377.4381027,0.5
otd,4,227,807.0486416001829,807.0486416,0.5000000000000566
otd,4,235,807.0486416001952,807.0486416,0.5000000000000604
otd,4,263,315.34252805,407.11379564999993,0.4364866327627938
otd,4,272,217.95137020004327,373.2871009,0.3686352983670506
otd,4,274,135.70459855,407.11379564999993,0.25
otd,4,281,172.88502259999999,864.425113,0.16666666666666666
otd,4,305,0.0,668.6633192,0.0
otd,4,398,0.0,976.614186,0.0
otd,4,421,325.538062,325.538062,0.5
otd,4,459,240.8789548,240.8789548,0.5
otd,4,495,181.9773179,181.9773179,0.5
otd,4,508,786.0906188999868,1109.8099818,0.4146264939257647
otd,4,516,0.0,361.1176116,0.0
otd,4,518,133.0279635,665.1398174999999,0.16666666666666669
otd,4,522,228.3736632,685.1209896,0.25
otd,4,528,228.3736632,685.1209896,0.25
otd,4,555,384.60349427499983,934.037057525,0.2916666666666666
otd,4,556,219.7734253,738.4284931,0.22936024347245768
otd,4,559,164.83006897500002,793.3718494249999,0.17202018260434326
otd,4,563,384.603494275,494.49020692500005,0.4375
otd,4,567,219.7734253,659.3202759000001,0.25
otd,4,568,274.716781625,824.1503448750001,0.25
otd,4,620,0.0,1385.4508699,0.0
otd,4,714,249.8648853,249.8648853,0.5
otd,4,723,499.7297706,749.5946559,0.39999999999999997
otd,4,727,640.4925857333657,808.8305658666668,0.4419253118438568
otd,4,738,479.8754958,732.382466,0.39585262454161596
otd,4,740,334.3316596,1002.9949788000001,0.25
otd,4,744,243.7285709,243.7285709,0.5
otd,4,762,63.61685870001071,318.0842935,0.16666666666669006
otd,4,765,389.1549207000001,643.6223555,0.37680430201936316
otd,4,767,389.15492070001073,834.4729316,0.31803372240058914
otd,4,769,266.8518761,266.8518761,0.5
otd,4,771,330.4687348000001,584.9361696000001,0.36100826335052794
otd,4,795,0.0,983.2390744000002,0.0
otd,4,799,287.4704835,287.4704835,0.5
otd,4,805,0.0,449.5353222,0.0
otd,4,882,291.6610287,291.6610287,0.5
otd,4,932,81.51182554,509.4019866,0.13794198724989037
otd,4,941,399.4129299,399.4129299,0.5
otd,4,958,168.575745825,1037.695488275,0.13974945357191954
otd,4,968,280.8774919,280.8774919,0.5
otd,4,970,280.8774919,280.8774919,0.5
otd,4,973,280.8774919,546.8616173,0.3393309422958941
otd,4,981,280.8774919,280.8774919,0.5
otd,4,982,168.575745825,280.959576375,0.37500000000000006
otd,4,992,168.575745825,280.959576375,0.37500000000000006
otd,4,996,168.575745825,280.959576375,0.37500000000000006
otd,4,1003,0.0,352.2630592,0.0
otd,4,1012,0.0,381.7011522,0.0
otd,4,1014,117.42101973333332,234.84203946666665,0.3333333333333333
otd,4,1099,266.055927,1575.8795188,0.14444367613787087
otd,4,1105,378.6278473,1309.8235918,0.2242456244414237
otd,4,1107,122.79994190000875,368.39982569999995,0.2500000000000134
otd,4,1109,286.5331977666754,695.8663374333332,0.291666666666673
otd,4,1121,122.79994190000875,368.39982569999995,0.2500000000000134
otd,4,1129,493.877037585,596.6352626349999,0.4528853434164523
otd,4,1135,122.79994190000875,859.5995932999999,0.1250000000000078
otd,4,1138,266.05592699998675,1330.2796349999999,0.16666666666665977
otd,4,1147,163.73325586666667,1524.7181832333333,0.0969724399974108
otd,4,1169,0.0,478.1373156,0.0
otd,4,1178,462.9656727,462.9656727,0.5
otd,4,1182,188.27963242000936,697.74819522,0.21249855427397127
otd,4,1184,362.4976355,759.48135231,0.3230877221752273
otd,4,1188,33.84589123333333,778.4554983666666,0.04166666666666667
otd,4,1190,117.42101973333332,640.9927342666667,0.1548244861251993
otd,4,1198,0.0,609.2260422,0.0
otd,4,1207,33.84589123333333,372.30480356666664,0.08333333333333333
otd,4,1218,223.8970149000039,630.0477097,0.26219146093428874
otd,4,1238,117.42101973333332,234.84203946666665,0.3333333333333333
otd,4,1257,33.84589123333333,372.30480356666664,0.08333333333333333
otd,4,1259,0.0,812.3013896000001,0.0
otd,4,1265,0.0,478.1373156,0.0
otd,4,1266,0.0,461.0161098,0.0
otd,4,1298,0.0,478.1373156,0.0
otd,4,1305,62.26690590000015,535.566712,0.10415423963397046
otd,4,1324,123.6825211,299.65626631,0.29215967158760375
otd,4,1326,93.40035885,93.40035885,0.5
otd,4,1332,93.40035885,93.40035885,0.5
otd,4,1337,123.6825211,299.65626631,0.29215967158760375
otd,4,1353,88.66137513333332,443.30687566666666,0.16666666666666666
otd,4,1366,265.9841254,265.9841254,0.5
otd,4,1393,88.66137513333332,443.30687566666666,0.16666666666666666
otd,4,1401,88.66137513333332,443.30687566666666,0.16666666666666666
otd,4,1410,0.0,493.6923166,0.0
otd,4,1428,195.1113804,195.1113804,0.5
otd,4,1432,390.2227608,585.3341412,0.39999999999999997
otd,4,1441,345.53674950000004,503.48791977,0.40698081222668836
otd,4,1450,276.9334667000668,1258.389251,0.18037475998200345
otd,4,1455,230.50805490000658,884.8119111000001,0.2066743732085266
otd,4,1474,0.0,922.0322196,0.0
otd,4,1493,230.5080549,230.5080549,0.5
otd,4,1511,0.0,812.3013896000001,0.0
otd,4,1519,0.0,406.15069480000005,0.0
otd,4,1558,33.84589123333333,959.7232287666667,0.034064958896199725
otd,4,1567,0.0,406.15069480000005,0.0
otd,4,1579,0.0,406.15069480000005,0.0
otd,4,1587,33.84589123333333,372.3048035666667,0.08333333333333333
otd,4,1597,0.0,1174.8368504,0.0
otd,4,1606,149.88894689047618,662.4124427095239,0.18452380952380948
otd,4,1607,116.04305565714286,696.2583339428572,0.14285714285714285
otd,4,1609,246.8461583,246.8461583,0.5
otd,4,1612,246.8461583,246.8461583,0.5
otd,4,1636,390.0821894001029,390.0821894,0.500000000000066
otd,4,1664,195.0410947002828,195.0410947,0.5000000000003625
otd,4,1673,195.04109470003638,195.0410947,0.5000000000000466
otd,4,1686,0.0,446.2914442,0.0
otd,4,1726,130.0858469,454.71504316999994,0.2224446800763742
otd,4,1742,275.5801174000118,275.5801174,0.5000000000000108
otd,4,1751,275.5801174000118,275.5801174,0.5000000000000108
otd,4,1803,275.5801174000118,275.5801174,0.5000000000000108
otd,4,1809,275.5801174000118,275.5801174,0.5000000000000108
