location1,location2,id,distance
2,41,2_41,1415.859883
2,42,2_42,1305.505762
2,43,2_43,1444.900773
2,44,2_44,1461.840628
2,45,2_45,1466.281831
2,46,2_46,1498.231911
2,47,2_47,1512.059089
2,48,2_48,1600.298018
2,49,2_49,1735.600655
2,50,2_50,1687.096906
2,51,2_51,1608.954501
2,52,2_52,1545.153951
2,53,2_53,1645.421021
2,54,2_54,1710.443264
2,55,2_55,1664.359714
2,56,2_56,1682.010313
2,57,2_57,1766.863851
2,58,2_58,1701.767595
2,59,2_59,1845.526564
2,60,2_60,1823.930324
2,61,2_61,1860.503716
2,62,2_62,1861.899211
2,63,2_63,1979.986808
2,64,2_64,2023.014102
2,65,2_65,1997.363302
3,1,3_1,125.6224314
3,2,3_2,52.02696769
3,3,3_3,0
3,4,3_4,88.0628709
3,5,3_5,65.43250029
3,6,3_6,107.6275717
3,7,3_7,254.3961352
3,8,3_8,267.4645975
3,9,3_9,225.1607715
3,10,3_10,250.2220457
3,11,3_11,348.5065265
3,12,3_12,405.7195773
3,13,3_13,526.7921314
3,14,3_14,538.8737946
3,15,3_15,486.9491113
3,16,3_16,493.1418174
3,17,3_17,530.4838444
3,18,3_18,559.4924311
3,19,3_19,568.7919116
3,20,3_20,626.6579427
3,21,3_21,615.7383953
3,22,3_22,685.0153842
3,23,3_23,729.5855829
3,24,3_24,778.9473098
3,25,3_25,757.7762035
3,26,3_26,789.5425414
3,27,3_27,854.2325976
3,28,3_28,857.3201114
3,29,3_29,880.1717363
3,30,3_30,933.7365873
3,31,3_31,980.3260533
3,32,3_32,995.0589915
3,33,3_33,1044.931435
3,34,3_34,1203.270492
3,35,3_35,1079.150142
3,36,3_36,1149.001911
3,37,3_37,1136.667368
3,38,3_38,1303.27373
3,39,3_39,1198.708057
3,40,3_40,1274.261523
3,41,3_41,1430.865674
3,42,3_42,1320.511553
3,43,3_43,1393.749151
3,44,3_44,1425.935378
3,45,3_45,1430.376581
3,46,3_46,1513.237702
3,47,3_47,1476.15384
3,48,3_48,1564.392768
3,49,3_49,1699.695405
3,50,3_50,1651.191656
3,51,3_51,1623.960291
3,52,3_52,1560.159741
3,53,3_53,1609.515771
3,54,3_54,1674.538014
3,55,3_55,1628.454464
3,56,3_56,1646.105063
3,57,3_57,1730.958601
3,58,3_58,1716.773385
3,59,3_59,1809.621314
3,60,3_60,1788.025074
3,61,3_61,1824.598466
3,62,3_62,1825.993961
3,63,3_63,1994.992599
3,64,3_64,1987.108852
3,65,3_65,2012.369092
4,1,4_1,213.6853023
4,2,4_2,140.0898386
4,3,4_3,88.0628709
4,4,4_4,0
4,5,4_5,128.6999858
4,6,4_6,99.18720543
4,7,4_7,300.4662233
4,8,4_8,179.6379295
4,9,4_9,260.7846741
4,10,4_10,226.3188365
4,11,4_11,332.9657526
4,12,4_12,441.3434799
4,13,4_13,438.9654634
4,14,4_14,451.0471266
4,15,4_15,522.5730139
4,16,4_16,476.1837218
4,17,4_17,511.7734713
4,18,4_18,595.1163337
4,19,4_19,551.8568985
4,20,4_20,538.8312747
4,21,4_21,651.3622979
4,22,4_22,720.6392868
4,23,4_23,710.8752098
4,24,4_24,691.1206418
4,25,4_25,738.7906313
4,26,4_26,825.166444
4,27,4_27,889.8565002
4,28,4_28,838.6097383
4,29,4_29,915.7956389
4,30,4_30,914.9221609
4,31,4_31,1015.949956
4,32,4_32,1030.682894
4,33,4_33,957.1047672
4,34,4_34,1184.456066
4,35,4_35,1114.774045
4,36,4_36,1130.291538
4,37,4_37,1117.681796
4,38,4_38,1215.447062
4,39,4_39,1234.331959
4,40,4_40,1309.885425
4,41,4_41,1343.039006
4,42,4_42,1232.684885
4,43,4_43,1429.373054
4,44,4_44,1407.225005
4,45,4_45,1411.391009
4,46,4_46,1425.411034
4,47,4_47,1457.443466
4,48,4_48,1545.578342
4,49,4_49,1680.880979
4,50,4_50,1632.206084
4,51,4_51,1536.133623
4,52,4_52,1472.333073
4,53,4_53,1590.530199
4,54,4_54,1655.827641
4,55,4_55,1609.468891
4,56,4_56,1627.11949
4,57,4_57,1712.144174
4,58,4_58,1628.946717
4,59,4_59,1790.806887
4,60,4_60,1769.039502
4,61,4_61,1805.612893
4,62,4_62,1807.008389
4,63,4_63,1907.165931
4,64,4_64,1968.12328
4,65,4_65,1924.542424
5,1,5_1,180.7175243
5,2,5_2,117.432144
5,3,5_3,65.43250029
5,4,5_4,128.6999858
5,5,5_5,0
5,6,5_6,86.19568473
5,7,5_7,319.8286355
5,8,5_8,308.3379153
5,9,5_9,160.906163
5,10,5_10,212.9683825
5,11,5_11,319.6152986
5,12,5_12,341.4649688
5,13,5_13,567.6654492
5,14,5_14,569.3509334
5,15,5_15,422.6945028
5,16,5_16,462.8332678
5,17,5_17,498.4230173
5,18,5_18,495.2378226
5,19,5_19,538.5064445
5,20,5_20,657.1350815
5,21,5_21,551.4837868
5,22,5_22,620.7607757
5,23,5_23,697.5247558
5,24,5_24,819.8206276
5,25,5_25,725.4401773
5,26,5_26,725.2879329
5,27,5_27,789.9779891
5,28,5_28,825.2592843
5,29,5_29,815.9171278
5,30,5_30,901.5717069
5,31,5_31,916.0714448
5,32,5_32,930.804383
5,33,5_33,1085.804753
5,34,5_34,1171.105612
5,35,5_35,1014.895534
5,36,5_36,1116.941084
5,37,5_37,1104.331342
5,38,5_38,1344.147047
5,39,5_39,1134.453448
5,40,5_40,1210.006914
5,41,5_41,1471.738991
5,42,5_42,1361.38487
5,43,5_43,1329.494543
5,44,5_44,1393.874551
5,45,5_45,1398.040555
5,46,5_46,1554.111019
5,47,5_47,1444.093012
5,48,5_48,1532.227888
5,49,5_49,1667.530525
5,50,5_50,1618.85563
5,51,5_51,1664.833609
5,52,5_52,1601.033059
5,53,5_53,1577.179745
5,54,5_54,1642.477187
5,55,5_55,1596.118437
5,56,5_56,1613.769036
5,57,5_57,1698.79372
5,58,5_58,1757.646703
5,59,5_59,1777.456433
5,60,5_60,1755.689048
5,61,5_61,1792.262439
5,62,5_62,1793.657935
5,63,5_63,2035.865917
5,64,5_64,1954.772826
5,65,5_65,2053.24241
6,1,6_1,231.7069717
6,2,6_2,143.5328216
6,3,6_3,107.6275717
6,4,6_4,99.18720543
6,5,6_5,86.19568473
6,6,6_6,0
6,7,6_7,361.4841918
6,8,6_8,278.8251349
6,9,6_9,165.6189419
6,10,6_10,143.1329834
6,11,6_11,240.8789548
6,12,6_12,346.1777477
6,13,6_13,538.1526688
6,14,6_14,499.5155343
6,15,6_15,427.4072817
6,16,6_16,385.5142457
6,17,6_17,422.8562727
6,18,6_18,499.9506015
6,19,6_19,461.1643399
6,20,6_20,587.2996824
6,21,6_21,556.1965657
6,22,6_22,625.4735546
6,23,6_23,621.9580112
6,24,6_24,780.3930262
6,25,6_25,650.1486318
6,26,6_26,730.0007118
6,27,6_27,794.690768
6,28,6_28,749.6925397
6,29,6_29,820.6299067
6,30,6_30,826.1090156
6,31,6_31,920.7842237
6,32,6_32,935.5171619
6,33,6_33,1041.404317
6,34,6_34,1095.642921
6,35,6_35,1019.608313
6,36,6_36,1041.37434
6,37,6_37,1029.039797
6,38,6_38,1299.746612
6,39,6_39,1139.166227
6,40,6_40,1214.719693
6,41,6_41,1427.338556
6,42,6_42,1316.984435
6,43,6_43,1334.207322
6,44,6_44,1318.307806
6,45,6_45,1322.749009
6,46,6_46,1509.710584
6,47,6_47,1368.526268
6,48,6_48,1456.765196
6,49,6_49,1592.067834
6,50,6_50,1543.564085
6,51,6_51,1620.433173
6,52,6_52,1556.632624
6,53,6_53,1501.8882
6,54,6_54,1566.910443
6,55,6_55,1520.826892
6,56,6_56,1538.477491
6,57,6_57,1623.331029
6,58,6_58,1713.246268
6,59,6_59,1701.993742
6,60,6_60,1680.397502
6,61,6_61,1716.970894
6,62,6_62,1718.36639
6,63,6_63,1991.465481
6,64,6_64,1879.48128
6,65,6_65,2008.841974
7,1,7_1,270.9805777
7,2,7_2,217.9513702
7,3,7_3,254.3961352
7,4,7_4,300.4662233
7,5,7_5,319.8286355
7,6,7_6,361.4841918
7,7,7_7,0
7,8,7_8,120.8282938
7,9,7_9,429.6105389
7,10,7_10,504.6171752
7,11,7_11,602.3631466
7,12,7_12,610.1693447
7,13,7_13,377.4381027
7,14,7_14,392.2374909
7,15,7_15,691.3988787
7,16,7_16,569.6193956
7,17,7_17,597.0857381
7,18,7_18,763.9421985
7,19,7_19,597.211528
7,20,7_20,480.021639
7,21,7_21,820.1881627
7,22,7_22,889.4651516
7,23,7_23,783.4286109
7,24,7_24,632.3110061
7,25,7_25,755.3311545
7,26,7_26,993.9923088
7,27,7_27,996.6244579
7,28,7_28,911.1631394
7,29,7_29,1084.621504
7,30,7_30,906.8275483
7,31,7_31,1111.287599
7,32,7_32,1199.508759
7,33,7_33,898.2951315
7,34,7_34,1176.361453
7,35,7_35,1283.59991
7,36,7_36,1202.844939
7,37,7_37,1109.902896
7,38,7_38,1156.637426
7,39,7_39,1338.034753
7,40,7_40,1430.960389
7,41,7_41,1284.22937
7,42,7_42,1173.875249
7,43,7_43,1533.075847
7,44,7_44,1479.778406
7,45,7_45,1403.612108
7,46,7_46,1366.601398
7,47,7_47,1529.996868
7,48,7_48,1537.483729
7,49,7_49,1658.354235
7,50,7_50,1624.427184
7,51,7_51,1477.323988
7,52,7_52,1413.523438
7,53,7_53,1582.751299
7,54,7_54,1728.381042
7,55,7_55,1601.689991
7,56,7_56,1619.34059
7,57,7_57,1704.049562
7,58,7_58,1570.137082
7,59,7_59,1755.810914
7,60,7_60,1761.260601
7,61,7_61,1797.833993
7,62,7_62,1799.229489
7,63,7_63,1848.356295
7,64,7_64,1960.344379
7,65,7_65,1865.732788
8,1,8_1,332.583665
8,2,8_2,252.4588071
8,3,8_3,267.4645975
8,4,8_4,179.6379295
8,5,8_5,308.3379153
8,6,8_6,278.8251349
8,7,8_7,120.8282938
8,8,8_8,0
8,9,8_9,440.4226036
8,10,8_10,405.956766
8,11,8_11,512.6036821
8,12,8_12,620.9814094
8,13,8_13,259.3275339
8,14,8_14,271.4091971
8,15,8_15,702.2109434
8,16,8_16,451.5088268
8,17,8_17,478.9751693
8,18,8_18,774.7542632
8,19,8_19,479.1009592
8,20,8_20,359.1933452
8,21,8_21,719.3456821
8,22,8_22,900.2772163
8,23,8_23,665.3180421
8,24,8_24,511.4827123
8,25,8_25,637.2205857
8,26,8_26,964.9455659
8,27,8_27,878.5138891
8,28,8_28,793.0525706
8,29,8_29,1055.659235
8,30,8_30,788.7169795
8,31,8_31,993.1770304
8,32,8_32,1150.381975
8,33,8_33,777.4668377
8,34,8_34,1058.250884
8,35,8_35,1174.12127
8,36,8_36,1084.734371
8,37,8_37,991.7923269
8,38,8_38,1035.809132
8,39,8_39,1219.924184
8,40,8_40,1312.849821
8,41,8_41,1163.401076
8,42,8_42,1053.046955
8,43,8_43,1414.965279
8,44,8_44,1361.667837
8,45,8_45,1285.50154
8,46,8_46,1245.773104
8,47,8_47,1411.886299
8,48,8_48,1419.37316
8,49,8_49,1537.525941
8,50,8_50,1506.316615
8,51,8_51,1356.495694
8,52,8_52,1292.695144
8,53,8_53,1464.64073
8,54,8_54,1610.270473
8,55,8_55,1483.579422
8,56,8_56,1501.230021
8,57,8_57,1585.938993
8,58,8_58,1449.308788
8,59,8_59,1634.98262
8,60,8_60,1643.150033
8,61,8_61,1679.723424
8,62,8_62,1681.11892
8,63,8_63,1727.528001
8,64,8_64,1842.233811
8,65,8_65,1744.904495
9,1,9_1,339.2183154
9,2,9_2,276.3123927
9,3,9_3,225.1607715
9,4,9_4,260.7846741
9,5,9_5,160.906163
9,6,9_6,165.6189419
9,7,9_7,429.6105389
9,8,9_8,440.4226036
9,9,9_9,0
9,10,9_10,163.0746803
9,11,9_11,269.7215964
9,12,9_12,180.5588058
9,13,9_13,594.524884
9,14,9_14,519.4572312
9,15,9_15,261.7883398
9,16,9_16,412.9395656
9,17,9_17,448.5293151
9,18,9_18,334.3316596
9,19,9_19,488.6127423
9,20,9_20,607.2413793
9,21,9_21,390.5776238
9,22,9_22,459.8546127
9,23,9_23,612.8521525
9,24,9_24,800.3347231
9,25,9_25,675.5464751
9,26,9_26,564.3817699
9,27,9_27,629.0718261
9,28,9_28,740.586681
9,29,9_29,655.0109648
9,30,9_30,851.6780047
9,31,9_31,755.1652818
9,32,9_32,769.89822
9,33,9_33,1061.346014
9,34,9_34,1121.21191
9,35,9_35,853.9893709
9,36,9_36,985.6733367
9,37,9_37,1054.43764
9,38,9_38,1319.688309
9,39,9_39,973.5472851
9,40,9_40,1049.100751
9,41,9_41,1447.280253
9,42,9_42,1336.926132
9,43,9_43,1168.58838
9,44,9_44,1262.606803
9,45,9_45,1348.146852
9,46,9_46,1529.652281
9,47,9_47,1312.825265
9,48,9_48,1482.334185
9,49,9_49,1617.636823
9,50,9_50,1568.961928
9,51,9_51,1640.37487
9,52,9_52,1576.574321
9,53,9_53,1527.286043
9,54,9_54,1511.20944
9,55,9_55,1546.224735
9,56,9_56,1563.875334
9,57,9_57,1648.900018
9,58,9_58,1733.187965
9,59,9_59,1727.562731
9,60,9_60,1704.628347
9,61,9_61,1742.368737
9,62,9_62,1743.764233
9,63,9_63,2011.407178
9,64,9_64,1904.879123
9,65,9_65,2028.783671
10,1,10_1,374.8399551
10,2,10_2,286.665805
10,3,10_3,250.2220457
10,4,10_4,226.3188365
10,5,10_5,212.9683825
10,6,10_6,143.1329834
10,7,10_7,504.6171752
10,8,10_8,405.956766
10,9,10_9,163.0746803
10,10,10_10,0
10,11,10_11,106.6469161
10,12,10_12,343.6334861
10,13,10_13,431.4502037
10,14,10_14,356.3825509
10,15,10_15,424.8630201
10,16,10_16,249.8648853
10,17,10_17,285.4546348
10,18,10_18,497.4063399
10,19,10_19,325.538062
10,20,10_20,444.166699
10,21,10_21,517.7017406
10,22,10_22,622.929293
10,23,10_23,484.5563733
10,24,10_24,637.2600428
10,25,10_25,512.4717948
10,26,10_26,727.4564502
10,27,10_27,697.7522203
10,28,10_28,612.2909018
10,29,10_29,818.0856451
10,30,10_30,688.6033244
10,31,10_31,812.4153616
10,32,10_32,932.9729003
10,33,10_33,898.271334
10,34,10_34,958.1372293
10,35,10_35,993.3596014
10,36,10_36,903.9727018
10,37,10_37,891.3629595
10,38,10_38,1156.613628
10,39,10_39,1039.162515
10,40,10_40,1132.088152
10,41,10_41,1284.205572
10,42,10_42,1173.851451
10,43,10_43,1234.20361
10,44,10_44,1180.906169
10,45,10_45,1185.072172
10,46,10_46,1366.5776
10,47,10_47,1231.12463
10,48,10_48,1319.259505
10,49,10_49,1454.562143
10,50,10_50,1405.887248
10,51,10_51,1477.30019
10,52,10_52,1413.49964
10,53,10_53,1364.211363
10,54,10_54,1429.508805
10,55,10_55,1383.150055
10,56,10_56,1400.800654
10,57,10_57,1485.825338
10,58,10_58,1570.113284
10,59,10_59,1564.488051
10,60,10_60,1542.720665
10,61,10_61,1579.294057
10,62,10_62,1580.689553
10,63,10_63,1848.332498
10,64,10_64,1741.804443
10,65,10_65,1865.708991
11,1,11_1,472.5859265
11,2,11_2,384.4117764
11,3,11_3,348.5065265
11,4,11_4,332.9657526
11,5,11_5,319.6152986
11,6,11_6,240.8789548
11,7,11_7,602.3631466
11,8,11_8,512.6036821
11,9,11_9,269.7215964
11,10,11_10,106.6469161
11,11,11_11,0
11,12,11_12,323.0062184
11,13,11_13,336.8165838
11,14,11_14,283.3310496
11,15,11_15,404.5180439
11,16,11_16,144.6352909
11,17,11_17,181.9773179
11,18,11_18,481.6221743
11,19,11_19,220.2853851
11,20,11_20,371.1151977
11,21,11_21,412.4721462
11,22,11_22,603.5209565
11,23,11_23,381.0790564
11,24,11_24,564.2085415
11,25,11_25,409.269677
11,26,11_26,658.07203
11,27,11_27,594.2749034
11,28,11_28,508.8135849
11,29,11_29,748.785699
11,30,11_30,585.2300608
11,31,11_31,708.9380447
11,32,11_32,863.5884801
11,33,11_33,825.2198327
11,34,11_34,854.7639657
11,35,11_35,889.8822845
11,36,11_36,800.4953849
11,37,11_37,788.1608417
11,38,11_38,1083.562127
11,39,11_39,935.6851981
11,40,11_40,1028.610835
11,41,11_41,1211.154071
11,42,11_42,1100.79995
11,43,11_43,1130.726293
11,44,11_44,1077.428852
11,45,11_45,1081.870054
11,46,11_46,1293.526099
11,47,11_47,1127.647313
11,48,11_48,1215.886242
11,49,11_49,1351.188879
11,50,11_50,1302.68513
11,51,11_51,1404.248689
11,52,11_52,1340.448139
11,53,11_53,1261.009245
11,54,11_54,1326.031488
11,55,11_55,1279.947937
11,56,11_56,1297.598536
11,57,11_57,1382.452074
11,58,11_58,1497.061783
11,59,11_59,1461.114787
11,60,11_60,1439.518547
11,61,11_61,1476.091939
11,62,11_62,1477.487435
11,63,11_63,1775.280996
11,64,11_64,1638.602325
11,65,11_65,1792.65749
12,1,12_1,519.7771212
12,2,12_2,456.7473264
12,3,12_3,405.7195773
12,4,12_4,441.3434799
12,5,12_5,341.4649688
12,6,12_6,346.1777477
12,7,12_7,610.1693447
12,8,12_8,620.9814094
12,9,12_9,180.5588058
12,10,12_10,343.6334861
12,11,12_11,323.0062184
12,12,12_12,0
12,13,12_13,659.8228022
12,14,12_14,606.337268
12,15,12_15,81.51182554
12,16,12_16,467.6415093
12,17,12_17,504.9835363
12,18,12_18,158.6159559
12,19,12_19,543.2916035
12,20,12_20,694.1214161
12,21,12_21,280.6316482
12,22,12_22,291.6610287
12,23,12_23,502.9061769
12,24,12_24,887.2147599
12,25,12_25,732.2758954
12,26,12_26,399.0838905
12,27,12_27,519.1258505
12,28,12_28,630.6407054
12,29,12_29,486.1530512
12,30,12_30,778.234464
12,31,12_31,639.7009827
12,32,12_32,604.6003406
12,33,12_33,1148.226051
12,34,12_34,1047.768369
12,35,12_35,688.6914915
12,36,12_36,870.2090376
12,37,12_37,981.3098114
12,38,12_38,1294.614527
12,39,12_39,808.2494057
12,40,12_40,883.8028719
12,41,12_41,1488.72974
12,42,12_42,1423.806169
12,43,12_43,1003.2905
12,44,12_44,1138.351053
12,45,12_45,1275.019024
12,46,12_46,1588.942363
12,47,12_47,1177.228197
12,48,12_48,1408.890645
12,49,12_49,1544.193282
12,50,12_50,1495.8341
12,51,12_51,1702.887645
12,52,12_52,1663.454357
12,53,12_53,1454.158215
12,54,12_54,1380.647346
12,55,12_55,1473.096907
12,56,12_56,1490.747506
12,57,12_57,1575.456478
12,58,12_58,1820.068001
12,59,12_59,1654.11919
12,60,12_60,1575.936567
12,61,12_61,1641.346205
12,62,12_62,1670.636405
12,63,12_63,1968.964654
12,64,12_64,1774.793513
12,65,12_65,2106.040763
13,1,13_1,591.9111989
13,2,13_2,511.786341
13,3,13_3,526.7921314
13,4,13_4,438.9654634
13,5,13_5,567.6654492
13,6,13_6,538.1526688
13,7,13_7,377.4381027
13,8,13_8,259.3275339
13,9,13_9,594.524884
13,10,13_10,431.4502037
13,11,13_11,336.8165838
13,12,13_12,659.8228022
13,13,13_13,0
13,14,13_14,75.06765283
13,15,13_15,710.4164139
13,16,13_16,192.1812929
13,17,13_17,219.6476354
13,18,13_18,666.6829054
13,19,13_19,219.7734253
13,20,13_20,132.3972031
13,21,13_21,460.0181482
13,22,13_22,651.0669585
13,23,13_23,405.9905082
13,24,13_24,355.9451447
13,25,13_25,377.8930518
13,26,13_26,705.618032
13,27,13_27,619.1863552
13,28,13_28,533.7250367
13,29,13_29,796.331701
13,30,13_30,529.3894456
13,31,13_31,733.8494965
13,32,13_32,891.0544406
13,33,13_33,605.5206713
13,34,13_34,798.9233505
13,35,13_35,914.7937363
13,36,13_36,825.4068367
13,37,13_37,732.464793
13,38,13_38,863.8629657
13,39,13_39,960.5966499
13,40,13_40,1053.522287
13,41,13_41,991.4549097
13,42,13_42,881.1007887
13,43,13_43,1155.637745
13,44,13_44,1102.340303
13,45,13_45,1026.174006
13,46,13_46,1073.826938
13,47,13_47,1152.558765
13,48,13_48,1160.045626
13,49,13_49,1295.348264
13,50,13_50,1246.989081
13,51,13_51,1184.549527
13,52,13_52,1120.748978
13,53,13_53,1205.313196
13,54,13_54,1350.94294
13,55,13_55,1224.251888
13,56,13_56,1241.902488
13,57,13_57,1326.611459
13,58,13_58,1277.362622
13,59,13_59,1405.274172
13,60,13_60,1383.822499
13,61,13_61,1420.39589
13,62,13_62,1421.791386
13,63,13_63,1555.581835
13,64,13_64,1582.906277
13,65,13_65,1572.958328
14,1,14_1,603.9928621
14,2,14_2,523.8680042
14,3,14_3,538.8737946
14,4,14_4,451.0471266
14,5,14_5,569.3509334
14,6,14_6,499.5155343
14,7,14_7,392.2374909
14,8,14_8,271.4091971
14,9,14_9,519.4572312
14,10,14_10,356.3825509
14,11,14_11,283.3310496
14,12,14_12,606.337268
14,13,14_13,75.06765283
14,14,14_14,0
14,15,14_15,687.8490935
14,16,14_16,261.7383866
14,17,14_17,284.8849334
14,18,14_18,736.2399991
14,19,14_19,277.425531
14,20,14_20,87.7841481
14,21,14_21,529.5752419
14,22,14_22,720.6240522
14,23,14_23,463.6426139
14,24,14_24,280.8774919
14,25,14_25,452.9607046
14,26,14_26,775.1751257
14,27,14_27,676.8384609
14,28,14_28,591.3771424
14,29,14_29,865.8887947
14,30,14_30,604.4570984
14,31,14_31,791.5016022
14,32,14_32,948.7065463
14,33,14_33,541.8887831
14,34,14_34,873.9910033
14,35,14_35,972.445842
14,36,14_36,883.0589424
14,37,14_37,807.5324458
14,38,14_38,800.2310775
14,39,14_39,1018.248756
14,40,14_40,1111.174392
14,41,14_41,927.8230215
14,42,14_42,817.4689005
14,43,14_43,1213.28985
14,44,14_44,1159.992409
14,45,14_45,1101.241658
14,46,14_46,1010.195049
14,47,14_47,1210.210871
14,48,14_48,1235.113279
14,49,14_49,1301.947887
14,50,14_50,1322.056734
14,51,14_51,1120.917639
14,52,14_52,1057.117089
14,53,14_53,1280.380849
14,54,14_54,1408.595045
14,55,14_55,1299.319541
14,56,14_56,1316.97014
14,57,14_57,1401.679112
14,58,14_58,1213.730733
14,59,14_59,1399.404566
14,60,14_60,1458.890152
14,61,14_61,1495.463543
14,62,14_62,1496.859039
14,63,14_63,1491.949947
14,64,14_64,1657.973929
14,65,14_65,1509.32644
15,1,15_1,601.0066552
15,2,15_2,538.1007325
15,3,15_3,486.9491113
15,4,15_4,522.5730139
15,5,15_5,422.6945028
15,6,15_6,427.4072817
15,7,15_7,691.3988787
15,8,15_8,702.2109434
15,9,15_9,261.7883398
15,10,15_10,424.8630201
15,11,15_11,404.5180439
15,12,15_12,81.51182554
15,13,15_13,710.4164139
15,14,15_14,687.8490935
15,15,15_15,0
15,16,15_16,518.235121
15,17,15_17,502.9052359
15,18,15_18,81.72330061
15,19,15_19,530.2626305
15,20,15_20,775.6332416
15,21,15_21,250.3982657
15,22,15_22,217.7409579
15,23,15_23,472.6727944
15,24,15_24,968.7265854
15,25,15_25,721.1132066
15,26,15_26,325.4363401
15,27,15_27,488.892468
15,28,15_28,600.4073229
15,29,15_29,408.712906
15,30,15_30,748.0010815
15,31,15_31,558.1891572
15,32,15_32,530.9527902
15,33,15_33,1229.737877
15,34,15_34,1017.534986
15,35,15_35,615.0439411
15,36,15_36,788.6972121
15,37,15_37,951.0764289
15,38,15_38,1264.381145
15,39,15_39,734.6018553
15,40,15_40,810.1553215
15,41,15_41,1458.496357
15,42,15_42,1505.317994
15,43,15_43,929.64295
15,44,15_44,1064.703503
15,45,15_45,1197.928677
15,46,15_46,1558.70898
15,47,15_47,1103.580646
15,48,15_48,1378.657262
15,49,15_49,1513.9599
15,50,15_50,1418.743752
15,51,15_51,1672.654263
15,52,15_52,1734.641009
15,53,15_53,1377.067867
15,54,15_54,1306.999796
15,55,15_55,1396.006559
15,56,15_56,1413.657158
15,57,15_57,1545.223095
15,58,15_58,1823.252689
15,59,15_59,1623.885808
15,60,15_60,1502.289016
15,61,15_61,1567.698655
15,62,15_62,1593.546057
15,63,15_63,1938.731272
15,64,15_64,1701.145963
15,65,15_65,2075.807381
16,1,16_1,617.2212174
16,2,16_2,529.0470673
16,3,16_3,493.1418174
16,4,16_4,476.1837218
16,5,16_5,462.8332678
16,6,16_6,385.5142457
16,7,16_7,569.6193956
16,8,16_8,451.5088268
16,9,16_9,412.9395656
16,10,16_10,249.8648853
16,11,16_11,144.6352909
16,12,16_12,467.6415093
16,13,16_13,192.1812929
16,14,16_14,261.7383866
16,15,16_15,518.235121
16,16,16_16,0
16,17,16_17,40.23578695
16,18,16_18,474.5016125
16,19,16_19,75.71757678
16,20,16_20,275.7203353
16,21,16_21,267.8368553
16,22,16_22,458.8856656
16,23,16_23,238.3076547
16,24,16_24,500.4879964
16,25,16_25,265.1943319
16,26,16_26,513.4367391
16,27,16_27,451.5035017
16,28,16_28,366.0421832
16,29,16_29,604.1504081
16,30,16_30,440.6622525
16,31,16_31,566.166643
