id,currtime,order,actual,best
69,48,56,11.954,11.954
69,48,58,17.954,17.954
69,48,60,34.985,28.985
69,48,61,8.424,8.424
69,48,63,17.031,5.031
69,48,66,3.575,3.575
69,48,68,17.72,17.466
69,48,73,32.671,8.424
69,48,86,23.245,18.981
69,48,92,19.254,18.5
69,48,93,23.954,17.954
69,48,96,20.58,9.685
69,48,100,29.72,29.466
69,48,101,20.905,20.905
69,48,102,32.671,8.671
69,48,103,5.629,5.629
69,48,107,41.616,22.985
69,48,109,59.284,53.284
69,48,110,40.55,30.305
69,48,120,40.186,23.999
69,48,121,43.514,43.514
69,48,122,34.985,28.985
69,48,125,53.239,47.239
69,48,134,44.32,26.32
69,48,135,64.94,58.764
69,48,141,52.446,44.411
69,48,142,58.94,40.94
69,48,143,9.685,9.685
69,48,144,47.954,29.954
69,48,145,53.239,47.239
69,48,150,58.985,34.985
69,48,151,55.41,48.201
69,48,156,41.525,34.205
69,48,157,37.391,29.141
69,48,158,23.954,22.316
69,48,159,8.379,5.629
69,48,161,71.356,62.379
69,48,162,22.251,22.251
69,48,166,69.139,57.139
69,48,167,53.239,53.239
69,48,170,17.954,17.954
69,48,178,54.331,36.331
69,48,180,63.445,54.136
69,48,181,19.514,19.514
69,48,186,30.11,18.11
69,48,188,54.539,42.539
69,48,196,66.565,36.565
69,48,198,30.11,24.11
69,48,203,5.629,5.629
69,48,207,30.331,30.331
69,48,208,59.005,18.11
69,48,210,53.239,53.239
69,48,213,43.391,29.141
69,48,214,35.141,29.141
69,48,216,33.074,30.11
69,48,217,54.136,54.136
69,48,220,54.539,54.539
69,48,227,35.154,23.154
69,48,230,11.18,11.18
69,48,233,17.954,17.954
69,48,234,25.391,23.141
69,48,235,19.371,13.371
69,48,240,18.331,9.685
69,48,241,53.135,53.135
69,48,246,42.539,42.539
69,48,247,18.11,18.11
69,48,250,52.446,46.446
69,48,258,59.284,47.284
69,48,262,46.764,34.764
69,48,268,6.539,6.539
69,48,284,32.606,28.185
69,48,289,30.11,30.11
69,48,290,22.94,22.94
69,48,299,34.641,13.91
69,72,4,41.239,35.239
69,72,5,39.484,32.099
69,72,6,22.764,22.764
69,72,8,57.445,54.006
69,72,9,30.331,30.331
69,72,11,32.97,14.97
69,72,24,20.58,8.32
69,72,26,34.68,29.141
69,72,35,29.954,29.954
69,72,37,29.629,17.629
69,72,38,66.5,35.141
69,72,42,43.371,19.371
69,72,44,54.136,48.136
69,72,47,45.074,30.11
69,72,50,35.466,29.466
69,72,53,30.11,30.11
69,72,55,47.154,25.91
69,72,59,23.206,16.12
69,72,62,34.101,28.146
69,72,64,29.72,29.466
69,72,65,46.634,42.851
69,72,67,23.141,17.141
69,72,70,42.331,30.331
69,72,74,35.954,23.954
69,72,75,29.954,29.954
69,72,76,30.11,30.11
69,72,78,35.661,32.801
69,72,79,46.205,34.205
69,72,82,44.45,28.224
69,72,87,35.661,29.661
69,72,91,63.445,42.136
69,72,94,38.6,29.466
69,72,97,52.446,52.446
69,72,111,77.356,68.379
69,72,112,55.514,43.514
69,72,113,54.136,48.136
69,72,115,69.139,45.139
69,72,118,56.606,28.185
69,72,127,66.435,54.435
69,72,139,44.145,37.93
69,72,140,79.469,54.435
69,72,160,54.539,54.539
69,72,163,55.625,36.539
69,72,168,54.539,54.539
69,72,169,90.11,71.005
69,72,173,42.201,30.201
69,72,176,68.411,56.411
69,72,182,57.139,39.139
69,72,189,59.284,47.284
69,72,193,57.139,45.139
69,72,212,47.661,32.801
69,72,218,77.135,59.135
69,72,228,17.629,5.629
69,72,231,53.135,53.135
69,72,238,18.539,6.539
69,72,239,42.539,42.539
69,72,243,43.514,43.514
69,72,244,41.135,23.135
69,72,248,80.574,55.234
69,72,251,31.625,30.539
69,72,252,46.94,22.94
69,72,269,66.565,48.565
69,72,273,45.074,33.074
69,72,276,57.139,45.139
69,72,286,46.985,28.985
69,72,292,77.98,62.099
69,72,294,56.255,43.234
69,72,303,18.331,18.331
69,72,308,11.174,5.174
69,72,310,10.68,6.5
69,72,313,5.941,5.941
69,72,315,21.074,20.905
69,72,316,13.755,5.421
69,72,319,19.696,14.366
69,72,320,15.965,8.216
69,72,322,7.189,7.189
69,72,325,6.331,6.331
69,72,326,23.096,13.13
69,72,332,6.331,6.331
69,72,336,5.616,5.616
69,72,341,23.154,11.154
69,72,342,10.394,4.394
69,72,353,5.941,5.941
69,72,363,7.391,6.5
69,72,365,5.629,5.629
69,72,374,23.629,5.629
69,72,376,18.331,6.331
69,72,377,19.371,13.371
69,72,380,5.954,5.954
69,72,385,7.371,7.371
69,72,388,11.72,5.72
69,72,390,11.954,11.954
69,72,393,16.641,8.125
69,72,401,5.629,5.629
69,72,405,19.371,19.371
69,72,406,19.254,11.986
69,72,417,8.476,8.476
69,72,420,15.445,9.445
69,96,7,66.136,54.136
69,96,20,70.524,39.36
69,96,29,57.445,54.006
69,96,34,67.371,60.89
69,96,39,55.625,48.539
69,96,45,66.136,54.136
69,96,51,53.135,53.135
69,96,52,57.445,54.006
69,96,57,61.625,42.539
69,96,71,69.139,45.139
69,96,83,71.609,39.139
69,96,89,53.356,32.379
69,96,95,57.139,39.139
69,96,114,68.19,56.19
69,96,128,81.139,51.139
69,96,164,78.539,48.539
69,96,165,56.411,44.411
69,96,174,83.98,62.099
69,96,175,58.179,46.179
69,96,190,53.239,53.239
69,96,192,95.284,47.284
69,96,195,113.135,83.135
69,96,256,54.539,54.539
69,96,257,90.474,54.474
69,96,270,81.139,57.139
69,96,272,77.239,59.239
69,96,278,103.384,47.284
69,96,281,92.45,38.45
69,96,287,71.59,56.099
69,96,288,63.484,39.484
69,96,293,43.93,37.93
69,96,298,81.139,51.139
69,96,302,28.186,23.999
69,96,318,34.985,28.985
69,96,324,27.965,20.216
69,96,328,41.135,16.679
69,96,329,34.101,22.101
69,96,333,35.466,35.466
69,96,334,42.539,36.539
69,96,335,31.391,18.5
69,96,337,41.239,35.239
69,96,343,35.141,29.141
69,96,344,32.32,26.32
69,96,348,33.289,12.019
69,96,350,47.284,47.284
69,96,358,35.954,29.954
69,96,360,30.37,24.37
69,96,364,27.965,20.216
69,96,366,42.981,29.661
69,96,368,29.954,17.954
69,96,370,47.954,29.954
69,96,378,44.905,20.905
69,96,386,35.661,35.661
69,96,387,28.94,28.764
69,96,391,29.135,23.135
69,96,397,30.331,30.331
69,96,398,32.671,26.379
69,96,399,29.954,17.954
69,96,408,28.94,28.764
69,96,409,42.331,36.331
69,96,413,40.849,29.954
69,96,414,30.539,30.539
69,96,415,34.985,28.985
69,96,421,23.7,17.7
69,96,428,21.334,9.334
69,96,431,11.629,5.629
69,96,433,6.24,6.24
69,96,436,20.216,8.216
69,96,440,18.37,6.37
69,96,442,18.11,18.11
69,96,452,5.941,5.941
69,96,456,23.421,11.421
69,96,457,10.205,10.205
69,96,467,23.245,18.981
69,96,469,20.476,8.476
69,96,470,7.514,7.514
69,96,473,23.466,17.466
69,96,475,23.154,11.154
69,96,476,23.7,17.7
69,96,477,23.954,23.954
69,96,478,18.526,12.526
69,96,482,6.331,6.331
69,96,484,23.154,23.154
69,96,486,11.954,7.514
69,96,488,16.186,11.999
69,96,495,23.466,23.466
69,96,497,20.216,8.216
69,96,501,18.981,18.981
69,96,504,11.72,5.72
69,96,505,6.201,6.201
69,96,507,23.661,23.661
69,96,517,23.154,23.154
69,96,523,9.685,9.685
69,96,525,23.954,22.316
69,96,526,23.239,17.239
69,96,527,19.514,17.954
69,96,528,5.421,5.421
69,96,531,23.141,17.141
69,96,532,6.201,6.201
69,96,535,18.11,6.11
69,96,536,21.471,9.471
69,120,31,77.135,53.135
69,120,33,75.445,60.006
69,120,41,83.174,61.93
69,120,48,70.764,34.764
69,120,69,83.284,47.284
69,120,77,78.201,48.201
69,120,80,81.139,45.139
69,120,84,77.239,53.239
69,120,88,65.239,59.239
69,120,99,77.72,62.411
69,120,106,66.591,12.591
69,120,185,114.11,77.005
69,120,200,75.9,54.539
69,120,211,106.855,48.201
69,120,263,91.254,47.284
69,120,304,65.096,54.006
69,120,305,59.206,16.12
69,120,306,65.135,53.135
69,120,307,71.7,39.484
69,120,311,58.94,40.94
69,120,312,54.006,54.006
69,120,317,53.239,53.239
69,120,321,58.296,41.135
69,120,331,57.776,51.776
69,120,349,54.136,48.136
69,120,351,53.135,53.135
69,120,352,66.539,54.539
69,120,354,70.94,40.446
69,120,357,54.539,48.539
69,120,359,66.006,60.006
69,120,362,63.445,42.136
69,120,367,66.136,48.136
69,120,372,52.446,52.446
69,120,384,67.625,54.539
69,120,389,56.574,43.234
69,120,395,59.7,39.484
69,120,396,51.445,42.136
69,120,402,70.985,34.985
69,120,407,65.239,59.239
69,120,411,58.94,40.94
69,120,412,55.625,54.539
69,120,418,56.905,27.535
69,120,424,42.539,42.539
69,120,425,42.11,30.11
69,120,426,46.634,30.851
69,120,432,27.575,26.379
69,120,435,29.954,29.954
69,120,439,27.965,20.216
69,120,445,34.94,34.94
69,120,448,26.379,24.89
69,120,450,32.411,32.411
69,120,454,42.539,30.539
69,120,458,31.371,19.371
69,120,468,41.499,16.64
69,120,471,40.186,29.999
69,120,479,29.135,23.135
69,120,483,44.32,26.32
69,120,485,30.409,18.409
69,120,487,41.304,23.245
69,120,491,30.526,18.526
69,120,493,41.135,41.135
69,120,496,46.68,36.5
69,120,499,40.94,34.764
69,120,500,47.141,29.141
69,120,506,46.361,28.361
69,120,510,35.954,29.954
69,120,511,34.985,34.985
69,120,512,30.5,29.141
69,120,514,30.331,24.331
69,120,515,30.331,24.331
69,120,524,45.074,24.11
69,120,529,47.954,29.954
69,120,533,34.634,30.851
69,120,537,18.37,6.37
69,120,541,7.729,7.254
69,120,550,17.421,17.421
69,120,554,23.154,13.91
69,120,559,9.965,8.216
69,120,561,19.371,7.371
69,120,562,23.466,23.466
69,120,566,23.141,17.141
69,120,569,23.154,13.91
69,120,572,20.125,8.125
69,120,573,23.739,8.749
69,120,575,23.154,23.154
69,120,576,23.141,17.141
69,120,578,23.466,17.466
69,120,583,8.45,8.45
69,120,587,6.331,6.331
69,120,588,10.641,8.125
69,120,595,22.764,16.764
69,120,596,23.245,11.245
69,120,597,6.37,6.37
69,120,598,8.424,8.424
69,120,603,11.941,5.941
69,120,608,9.965,8.216
69,120,610,11.954,11.954
69,120,612,18.201,6.201
69,120,614,20.216,8.216
69,120,616,18.331,6.331
69,120,620,20.801,14.801
69,120,624,17.525,16.205
69,120,627,19.371,19.371
69,120,629,5.941,5.941
69,120,631,2.275,2.275
69,120,637,21.965,8.216
69,120,638,21.815,21.815
69,120,640,18.331,9.685
69,120,642,15.965,8.216
69,120,643,6.539,6.539
69,120,645,5.616,5.616
69,120,648,23.284,11.284
69,120,649,11.154,11.154
69,120,650,22.251,22.251
69,120,653,20.125,13.91
69,120,658,23.661,14.801
69,144,136,149.031,53.284
69,144,179,109.625,60.539
69,144,254,143.609,57.139
69,144,309,93.575,60.89
69,144,314,77.135,53.135
69,144,338,91.059,26.32
69,144,339,89.096,54.006
69,144,340,91.371,51.776
69,144,346,81.139,39.139
69,144,369,81.139,45.139
69,144,373,83.7,46.27
69,144,375,95.616,42.155
69,144,379,75.445,48.136
69,144,381,80.19,56.19
69,144,383,77.239,59.239
69,144,403,89.031,47.284
69,144,404,79.41,48.201
69,144,419,92.379,63.776
69,144,422,69.074,33.074
69,144,423,54.136,42.136
69,144,427,54.136,54.136
69,144,429,71.661,32.801
69,144,434,65.135,59.135
69,144,437,54.539,54.539
69,144,443,53.174,37.93
69,144,444,56.606,40.185
69,144,446,66.539,60.539
69,144,447,71.115,23.115
69,144,455,58.634,42.851
69,144,463,54.006,54.006
69,144,464,54.331,48.331
69,144,466,54.539,48.539
69,144,472,53.239,47.239
69,144,474,71.609,39.139
69,144,480,50.574,43.234
69,144,490,66.539,54.539
69,144,492,57.185,29.141
69,144,502,68.255,43.234
69,144,503,54.526,18.526
69,144,508,62.574,43.234
69,144,518,61.625,30.539
69,144,519,53.239,47.239
69,144,520,56.281,50.281
69,144,521,59.941,43.234
69,144,522,66.136,60.136
69,144,534,56.281,50.281
69,144,538,29.421,23.421
69,144,542,30.89,18.89
69,144,545,42.11,18.11
69,144,552,39.484,39.484
69,144,553,35.141,29.141
69,144,555,35.954,29.954
69,144,556,34.634,30.851
69,144,563,35.7,35.7
69,144,567,39.965,8.216
69,144,571,41.239,35.239
69,144,574,27.445,9.445
69,144,577,32.606,28.185
69,144,581,31.371,19.371
69,144,590,46.634,42.851
69,144,591,33.139,21.139
69,144,592,30.37,24.37
69,144,594,42.331,36.331
69,144,599,39.445,18.136
69,144,602,42.37,6.37
69,144,613,42.11,18.11
69,144,618,35.141,35.141
69,144,619,42.5,17.141
69,144,621,41.954,5.954
69,144,630,45.139,27.139
69,144,632,35.954,23.954
69,144,636,34.764,16.764
69,144,639,34.764,28.764
69,144,644,46.296,41.135
69,144,646,29.135,23.135
69,144,652,29.629,5.629
69,144,659,43.41,30.201
69,144,664,11.284,11.284
69,144,669,19.514,19.514
69,144,674,18.019,6.331
69,144,675,18.331,6.331
69,144,676,7.729,7.254
69,144,677,18.981,18.981
69,144,678,20.216,15.965
69,144,680,17.304,11.245
69,144,681,11.245,11.245
69,144,682,22.264,8.476
69,144,688,18.37,11.154
69,144,691,8.424,8.424
69,144,699,19.514,17.954
69,144,701,16.94,16.764
69,144,703,14.574,7.02
69,144,709,20.45,16.406
69,144,714,23.141,23.141
69,144,718,14.379,5.629
69,144,723,5.72,5.72
69,168,18,117.139,51.139
69,168,28,116.45,28.224
69,168,226,179.609,57.139
69,168,323,105.776,87.776
69,168,327,104.379,60.89
69,168,345,107.284,47.284
69,168,347,102.331,36.331
69,168,355,101.135,77.135
69,168,371,101.135,65.135
69,168,382,105.139,39.139
69,168,392,104.671,68.379
69,168,394,104.671,66.89
69,168,410,116.45,38.45
69,168,416,115.254,47.284
69,168,430,77.096,54.006
69,168,441,76.186,58.186
69,168,453,82.764,64.764
69,168,459,89.135,59.135
69,168,461,90.539,42.539
69,168,489,94.641,45.139
69,168,498,95.616,42.155
69,168,530,90.201,60.201
69,168,539,61.625,48.539
69,168,540,68.379,60.89
69,168,543,55.625,48.539
69,168,546,68.574,43.234
69,168,547,53.239,47.239
69,168,548,54.5,35.141
69,168,551,68.145,37.93
69,168,557,71.629,60.136
69,168,560,54.136,54.136
69,168,564,55.371,13.371
69,168,568,66.136,48.136
69,168,579,65.2,51.36
69,168,580,66.136,54.136
69,168,582,51.445,42.136
69,168,584,59.141,29.141
69,168,585,71.05,35.05
69,168,589,58.94,28.764
69,168,601,57.074,21.535
69,168,605,65.135,41.135
69,168,606,63.445,48.136
69,168,607,66.539,54.539
69,168,609,59.141,30.5
69,168,611,55.371,19.371
69,168,615,53.304,23.245
69,168,617,50.574,43.234
69,168,623,70.94,64.764
69,168,625,66.201,41.999
69,168,626,58.985,28.985
69,168,628,71.954,29.954
69,168,635,66.11,18.11
69,168,651,65.096,28.764
69,168,654,69.815,21.815
69,168,655,54.539,54.539
69,168,660,39.484,39.484
69,168,661,30.435,6.331
69,168,663,34.101,28.101
69,168,666,42.5,30.5
69,168,667,26.379,7.371
69,168,668,30.565,15.691
69,168,671,26.6,17.466
69,168,683,42.11,18.11
69,168,684,35.206,23.206
69,168,686,31.514,25.514
69,168,689,34.94,28.764
69,168,690,30.11,18.11
69,168,695,33.074,24.11
69,168,696,31.254,18.5
69,168,698,28.94,28.764
69,168,702,43.514,25.514
69,168,705,43.514,25.514
69,168,706,34.881,12.591
69,168,707,29.421,23.421
69,168,708,31.514,25.514
69,168,710,42.565,36.565
69,168,715,47.284,47.284
69,168,719,30.37,18.37
69,168,724,35.284,11.284
69,168,726,35.141,23.141
69,168,727,42.656,14.97
69,168,728,28.94,16.764
69,168,729,40.186,23.999
69,168,730,46.361,28.361
69,168,733,14.21,8.216
69,168,742,5.629,5.629
69,168,744,18.24,18.24
69,168,746,3.51,3.51
69,168,750,14.379,5.629
69,168,751,23.115,23.115
69,168,761,23.629,5.629
69,168,764,17.096,5.096
69,168,765,11.629,5.629
69,168,769,11.954,11.954
69,168,781,23.72,17.466
69,168,782,6.331,6.331
69,168,783,18.331,6.331
69,168,784,18.37,13.91
69,168,788,20.606,16.185
69,168,789,7.475,7.475
69,168,793,18.539,18.539
69,168,795,18.331,6.331
69,168,796,22.966,22.966
69,168,807,19.371,19.371
69,168,812,16.186,4.186
69,168,814,8.424,8.424
69,192,330,131.284,47.284
69,192,361,129.139,39.139
69,192,438,104.19,56.19
69,192,451,117.854,53.284
69,192,460,119.83,48.24
69,192,465,102.539,48.539
69,192,494,113.135,89.135
69,192,513,105.796,77.629
69,192,516,113.629,83.629
69,192,544,74.379,68.379
69,192,565,80.671,60.89
69,192,570,95.739,29.96
69,192,622,89.629,42.136
69,192,633,78.331,30.331
69,192,634,76.966,63.321
69,192,641,87.445,60.136
69,192,656,90.539,60.539
69,192,662,67.41,48.201
69,192,665,66.331,36.331
69,192,670,50.574,43.234
69,192,679,56.281,38.281
69,192,685,54.331,24.331
69,192,692,54.006,54.006
69,192,693,58.94,40.94
69,192,694,56.086,38.086
69,192,697,53.135,53.135
69,192,700,57.139,51.139
69,192,716,54.331,54.331
69,192,717,68.099,56.099
69,192,720,66.24,48.24
69,192,722,65.135,59.135
69,192,725,62.574,55.234
69,192,734,29.096,22.764
69,192,736,42.565,36.565
69,192,737,43.514,37.514
69,192,738,38.366,38.366
69,192,740,45.074,24.11
69,192,748,27.965,8.216
69,192,752,44.424,20.424
69,192,757,34.985,28.985
69,192,760,41.239,35.239
69,192,767,37.391,30.5
69,192,768,31.514,25.514
69,192,771,40.94,34.764
69,192,772,27.484,11.7
69,192,778,31.371,19.371
69,192,780,34.985,28.985
69,192,785,31.514,25.514
69,192,786,35.954,29.954
69,192,790,34.361,28.361
69,192,794,35.661,32.801
69,192,797,27.965,14.216
69,192,799,29.72,29.466
69,192,801,41.616,34.985
69,192,806,42.5,25.319
69,192,809,46.68,23.141
69,192,810,40.706,17.921
69,192,811,42.331,30.331
69,192,817,19.514,17.954
69,192,822,23.245,18.981
69,192,824,23.7,17.7
69,192,825,18.526,18.526
69,192,830,11.245,11.245
69,192,838,23.245,17.245
69,192,842,18.981,18.981
69,192,843,21.139,21.139
69,192,853,20.32,8.32
69,192,858,20.255,19.234
69,192,859,20.216,14.216
69,192,860,22.361,10.361
69,192,869,11.954,11.954
69,192,870,23.245,23.245
69,192,873,23.629,5.629
69,192,875,18.11,18.11
69,192,878,21.685,9.685
69,192,885,9.575,3.575
69,192,886,23.72,17.466
69,192,889,19.514,19.514
69,192,896,19.371,19.371
69,192,902,18.11,18.11
69,192,905,23.154,23.154
69,192,908,6.526,6.526
69,192,918,20.32,8.32
69,192,919,6.11,6.11
69,192,920,23.954,17.954
69,192,922,14.21,8.216
69,192,927,5.941,5.941
69,192,931,18.37,6.37
69,192,932,23.466,23.466
69,192,933,21.289,6.019
69,192,937,8.424,8.424
69,216,449,140.606,64.185
69,216,549,101.135,59.135
69,216,600,114.656,71.005
69,216,604,107.629,83.629
69,216,647,105.139,39.139
69,216,657,119.284,47.284
69,216,704,95.7,53.069
69,216,732,74.379,60.89
69,216,735,52.446,44.411
69,216,739,69.139,45.139
69,216,743,55.514,34.361
69,216,745,65.239,59.239
69,216,753,57.139,45.139
69,216,755,66.136,60.136
69,216,758,57.62,45.484
69,216,759,69.139,39.139
69,216,762,71.941,49.234
69,216,766,59.72,50.411
69,216,770,62.574,43.234
69,216,773,53.135,53.135
69,216,775,56.45,26.45
69,216,776,68.671,68.379
69,216,777,50.574,43.234
69,216,779,67.625,54.539
69,216,787,54.136,54.136
69,216,791,71.135,53.135
69,216,792,63.9,48.539
69,216,802,68.086,35.05
69,216,803,57.139,27.139
69,216,804,53.239,47.239
69,216,805,51.965,44.216
69,216,808,53.239,47.239
69,216,813,53.239,53.239
69,216,816,43.514,37.514
69,216,819,43.514,37.514
69,216,823,30.136,12.136
69,216,826,37.391,29.141
69,216,828,41.135,41.135
69,216,835,35.466,29.466
69,216,836,30.5,18.5
69,216,837,46.985,28.985
69,216,839,34.634,30.851
69,216,840,44.32,26.32
69,216,844,42.539,42.539
69,216,845,40.446,34.446
69,216,847,34.985,34.985
69,216,848,46.68,35.141
69,216,850,39.445,24.006
69,216,851,29.304,18.981
69,216,852,35.141,29.141
69,216,854,38.379,35.681
69,216,862,27.289,12.019
69,216,864,37.625,30.539
69,216,865,47.629,35.629
69,216,867,27.965,20.216
69,216,877,30.539,30.539
69,216,883,43.8,29.804
69,216,887,30.539,30.539
69,216,890,47.18,30.37
69,216,895,31.371,13.371
69,216,907,29.954,29.954
69,216,909,28.94,28.764
69,216,911,45.646,6.37
69,216,913,30.11,18.11
69,216,915,41.096,23.115
69,216,916,29.954,29.954
69,216,921,46.985,34.985
69,216,925,30.11,18.11
69,216,935,42.565,36.565
69,216,940,39.796,31.085
69,216,942,19.514,19.514
69,216,946,18.11,18.11
69,216,949,23.206,16.12
69,216,951,20.164,20.164
69,216,952,6.331,6.331
69,216,953,6.539,6.539
69,216,957,22.764,22.764
69,216,958,23.661,14.801
69,216,960,23.941,15.321
69,216,962,15.965,8.216
69,216,966,11.954,11.954
69,216,968,23.245,11.245
69,216,974,6.331,6.331
69,216,980,17.096,7.605
69,216,984,11.954,11.954
69,216,994,18.981,6.981
69,216,998,18.11,18.11
69,216,999,11.154,11.154
69,216,1008,8.411,8.411
69,216,1009,17.954,16.316
69,216,1018,19.514,17.954
69,216,1024,18.539,18.539
69,216,1027,18.11,18.11
69,216,1029,6.565,6.565
69,216,1035,18.331,6.331
69,216,1040,6.006,6.006
69,216,1044,11.72,5.72
69,216,1046,23.141,17.141
69,216,1047,16.94,12.246
69,216,1048,15.185,15.185
69,216,1059,18.331,6.331
69,216,1060,18.331,18.331
69,216,1061,23.245,23.245
69,216,1063,23.154,23.154
69,216,1065,23.154,11.154
69,216,1068,19.514,19.514
69,216,1069,23.141,23.141
69,216,1071,18.37,18.37
69,216,1078,23.154,13.91
69,240,558,130.641,51.139
69,240,593,138.201,36.201
69,240,672,104.086,23.05
69,240,687,101.356,62.379
69,240,711,102.5,59.609
69,240,713,102.11,71.005
69,240,721,101.629,60.136
69,240,731,104.424,24.571
69,240,741,95.629,59.629
69,240,756,92.379,63.776
69,240,763,89.98,62.099
69,240,800,93.139,45.139
69,240,815,80.574,55.234
69,240,818,50.691,32.801
69,240,820,65.096,54.006
69,240,827,54.136,54.136
69,240,829,68.32,26.32
69,240,831,57.139,39.139
69,240,832,63.965,56.216
69,240,834,66.656,36.11
69,240,857,58.94,58.94
69,240,861,69.139,51.139
69,240,866,56.574,43.234
69,240,872,59.954,29.954
69,240,874,56.411,44.411
69,240,876,56.424,30.571
69,240,879,54.539,48.539
69,240,880,51.185,19.436
69,240,881,66.37,6.37
69,240,882,66.539,54.539
69,240,888,65.135,59.135
69,240,891,55.514,43.514
69,240,892,63.445,31.969
69,240,894,54.331,30.331
69,240,897,68.606,40.185
69,240,898,57.139,45.139
69,240,899,53.135,53.135
69,240,903,51.575,18.89
69,240,910,53.135,53.135
69,240,924,51.484,39.484
69,240,928,59.18,30.37
69,240,929,69.796,59.629
69,240,941,28.94,28.764
69,240,943,30.526,18.526
69,240,944,42.11,18.11
69,240,945,42.526,18.526
69,240,948,47.954,22.316
69,240,954,34.764,34.764
69,240,963,34.634,30.851
69,240,964,42.5,25.319
69,240,969,46.641,29.154
69,240,971,27.965,20.216
69,240,973,29.72,29.466
69,240,976,31.371,13.371
69,240,978,43.514,37.514
69,240,979,42.565,18.136
69,240,981,41.135,41.135
69,240,982,41.096,22.361
69,240,983,41.499,16.64
69,240,986,42.344,29.414
69,240,989,43.514,19.514
69,240,995,43.514,37.514
69,240,1003,41.616,28.985
69,240,1004,47.7,14.534
69,240,1006,35.245,11.245
69,240,1007,47.954,23.954
69,240,1010,29.239,29.239
69,240,1014,32.606,28.185
69,240,1016,47.421,17.421
69,240,1017,31.371,19.371
69,240,1023,29.954,29.954
69,240,1025,42.331,30.331
69,240,1028,34.985,28.985
69,240,1032,42.11,18.11
69,240,1037,41.239,35.239
69,240,1039,32.164,20.164
69,240,1041,34.101,16.101
69,240,1045,45.965,19.436
69,240,1050,47.804,29.525
69,240,1051,46.68,36.5
69,240,1052,43.514,37.514
69,240,1055,43.41,30.201
69,240,1073,46.68,35.141
69,240,1079,43.865,29.466
69,240,1081,18.721,6.721
69,240,1091,18.526,18.526
69,240,1093,19.514,7.514
69,240,1095,7.254,7.254
69,240,1097,11.245,11.245
69,240,1100,18.37,18.37
69,240,1105,5.096,5.096
69,240,1108,23.954,23.954
69,240,1119,11.72,5.72
69,240,1122,23.466,23.466
69,240,1126,23.245,23.245
69,240,1130,17.629,5.629
69,240,1132,22.94,22.94
69,240,1135,6.409,6.409
